# M/Ms Teff L/Ls g R/Rs Li/Li0 F33 F33B F41 F45B F47 F51 FHa F57 F63B F67 F75 F78 F82 F82B F89 G_RSV G G_BP G_RP Age Z
0.6 3979.0 -1.15 4.72 0.561 0.0 11.311 11.311 10.476 9.635 9.357 9.052 7.792 8.387 8.067 7.729 7.167 7.051 6.888 6.959 6.715 6.759 8.044 8.875 7.125 9.602059991327963 0.0152
0.7 4418.0 -0.85 4.66 0.646 0.0 9.768 9.768 9.14 8.427 8.132 7.962 6.681 7.24 6.949 6.642 6.335 6.225 6.118 6.172 5.988 6.016 7.055 7.701 6.277 9.602059991327963 0.0152
0.8 4878.0 -0.56 4.61 0.736 0.0 8.126 8.126 7.8 7.248 7.017 6.816 5.816 6.276 6.046 5.792 5.565 5.476 5.394 5.437 5.296 5.308 6.176 6.675 5.519 9.602059991327963 0.0152
0.9 5297.0 -0.29 4.53 0.85 0.068 6.821 6.821 6.725 6.295 6.122 5.892 5.095 5.485 5.295 5.077 4.886 4.81 4.739 4.779 4.67 4.67 5.423 5.832 4.851 9.602059991327963 0.0152
1.0 5697.0 -0.03 4.44 0.994 0.306 5.721 5.721 5.784 5.45 5.318 5.098 4.43 4.767 4.605 4.415 4.25 4.185 4.12 4.159 4.076 4.068 4.727 5.069 4.223 9.602059991327963 0.0152
1.1 5996.0 0.23 4.32 1.204 0.574 4.841 4.841 4.971 4.698 4.59 4.39 3.798 4.1 3.957 3.785 3.637 3.58 3.521 3.558 3.492 3.476 4.071 4.37 3.616 9.602059991327963 0.0152
1.2 6053.0 0.43 4.17 1.491 0.77 4.307 4.307 4.43 4.171 4.069 3.873 3.298 3.592 3.453 3.285 3.14 3.085 3.027 3.063 3.0 2.983 3.565 3.855 3.121 9.602059991327963 0.0152
0.07 1627.0 -4.3 5.38 0.09 0.0 27.91 27.91 26.107 24.219 23.844 23.463 19.678 23.211 20.202 19.292 18.713 18.523 17.199 17.363 16.253 16.561 18.926 22.697 17.343 9.698970004336019 0.0152
0.072 1790.0 -4.12 5.38 0.091 0.0 27.176 27.176 25.442 23.406 23.035 22.618 19.018 22.422 19.587 18.687 18.04 17.863 16.483 16.644 15.473 15.925 18.184 21.913 16.581 9.698970004336019 0.0152
0.075 2038.0 -3.89 5.39 0.091 0.0 26.888 26.888 25.2 23.142 22.793 22.318 18.562 21.792 19.171 18.276 17.433 17.238 15.761 15.928 14.656 15.35 17.445 21.369 15.804 9.698970004336019 0.0152
0.08 2343.0 -3.58 5.35 0.099 0.0 24.692 24.692 23.963 21.804 21.478 20.931 17.547 20.053 18.084 17.221 15.788 15.723 14.294 14.514 13.313 14.068 16.112 20.042 14.483 9.698970004336019 0.0152
0.09 2644.0 -3.25 5.29 0.113 0.0 21.74 21.74 21.065 19.267 18.937 18.455 16.141 17.811 16.542 15.757 13.786 13.921 12.875 13.115 12.236 12.76 14.815 18.144 13.274 9.698970004336019 0.0152
0.1 2811.0 -3.06 5.25 0.124 0.0 19.739 19.739 19.055 17.616 17.317 16.843 14.978 16.347 15.385 14.689 12.824 12.912 12.114 12.327 11.629 11.982 14.023 16.714 12.554 9.698970004336019 0.0152
0.11 2916.0 -2.92 5.22 0.135 0.0 18.823 18.823 18.154 16.926 16.606 16.258 14.314 15.624 14.732 14.065 12.307 12.359 11.66 11.857 11.224 11.517 13.539 16.016 12.102 9.698970004336019 0.0152
0.13 3046.0 -2.73 5.17 0.156 0.0 17.505 17.505 16.656 15.656 15.387 15.015 13.362 14.478 13.76 13.172 11.605 11.615 11.049 11.218 10.674 10.892 12.838 14.871 11.475 9.698970004336019 0.0152
0.15 3131.0 -2.58 5.13 0.175 0.0 16.642 16.642 15.601 14.75 14.534 14.1 12.673 13.638 13.049 12.526 11.126 11.104 10.628 10.776 10.291 10.461 12.332 14.039 11.034 9.698970004336019 0.0152
0.17 3192.0 -2.46 5.1 0.192 0.0 16.103 16.103 15.103 14.275 14.061 13.633 12.214 13.14 12.587 12.085 10.776 10.735 10.302 10.441 9.985 10.133 11.963 13.554 10.696 9.698970004336019 0.0152
0.2 3262.0 -2.32 5.06 0.218 0.0 15.501 15.501 14.538 13.728 13.512 13.094 11.693 12.58 12.06 11.579 10.354 10.3 9.905 10.035 9.606 9.738 11.52 13.003 10.287 9.698970004336019 0.0152
0.3 3416.0 -1.96 4.96 0.299 0.0 14.197 14.197 13.295 12.513 12.295 11.895 10.525 11.338 10.876 10.434 9.38 9.3 8.976 9.09 8.713 8.813 10.492 11.78 9.329 9.698970004336019 0.0152
0.4 3521.0 -1.71 4.89 0.377 0.0 13.341 13.341 12.46 11.679 11.453 11.07 9.726 10.491 10.062 9.643 8.689 8.6 8.313 8.418 8.071 8.156 9.763 10.942 8.646 9.698970004336019 0.0152
0.5 3682.0 -1.44 4.8 0.467 0.0 12.418 12.418 11.551 10.749 10.503 10.148 8.834 9.528 9.147 8.762 7.963 7.859 7.626 7.717 7.413 7.479 8.967 9.998 7.925 9.698970004336019 0.0152
0.6 3984.0 -1.15 4.72 0.562 0.0 11.293 11.293 10.458 9.617 9.338 9.034 7.775 8.369 8.049 7.713 7.154 7.038 6.876 6.947 6.704 6.747 8.029 8.857 7.112 9.698970004336019 0.0152
0.7 4430.0 -0.84 4.66 0.648 0.0 9.721 9.721 9.102 8.393 8.099 7.929 6.655 7.211 6.922 6.616 6.313 6.204 6.097 6.151 5.969 5.996 7.029 7.671 6.255 9.698970004336019 0.0152
0.8 4896.0 -0.55 4.6 0.742 0.0 8.061 8.061 7.746 7.2 6.971 6.768 5.78 6.236 6.008 5.755 5.531 5.443 5.361 5.404 5.264 5.275 6.138 6.632 5.485 9.698970004336019 0.0152
0.9 5325.0 -0.27 4.52 0.863 0.066 6.727 6.727 6.645 6.222 6.053 5.823 5.037 5.422 5.234 5.019 4.83 4.755 4.684 4.724 4.617 4.616 5.362 5.765 4.795 9.698970004336019 0.0152
1.0 5732.0 0.01 4.41 1.028 0.306 5.591 5.591 5.663 5.337 5.208 4.99 4.331 4.664 4.505 4.317 4.154 4.09 4.026 4.064 3.983 3.974 4.625 4.962 4.128 9.698970004336019 0.0152
1.1 5971.0 0.27 4.26 1.281 0.574 4.746 4.746 4.865 4.589 4.48 4.277 3.681 3.985 3.841 3.668 3.518 3.461 3.401 3.438 3.371 3.356 3.955 4.257 3.497 9.698970004336019 0.0152
0.07 1626.0 -4.3 5.38 0.09 0.0 27.915 27.915 26.112 24.225 23.85 23.469 19.683 23.217 20.207 19.297 18.718 18.527 17.203 17.367 16.258 16.565 18.931 22.703 17.348 9.903089986991944 0.0152
0.072 1789.0 -4.12 5.38 0.091 0.0 27.176 27.176 25.442 23.407 23.035 22.619 19.018 22.423 19.588 18.688 18.04 17.863 16.483 16.645 15.474 15.925 18.185 21.914 16.582 9.903089986991944 0.0152
0.075 2036.0 -3.89 5.39 0.091 0.0 26.893 26.893 25.204 23.149 22.799 22.325 18.565 21.795 19.173 18.279 17.436 17.241 15.766 15.933 14.661 15.354 17.45 21.372 15.809 9.903089986991944 0.0152
0.08 2344.0 -3.58 5.35 0.099 0.0 24.692 24.692 23.957 21.797 21.47 20.924 17.543 20.045 18.081 17.219 15.782 15.717 14.289 14.51 13.311 14.065 16.109 20.037 14.481 9.903089986991944 0.0152
0.09 2645.0 -3.25 5.29 0.113 0.0 21.728 21.728 21.054 19.257 18.928 18.445 16.135 17.803 16.535 15.75 13.78 13.915 12.87 13.11 12.232 12.756 14.811 18.136 13.269 9.903089986991944 0.0152
0.1 2812.0 -3.06 5.25 0.124 0.0 19.732 19.732 19.048 17.611 17.312 16.839 14.974 16.342 15.38 14.685 12.821 12.908 12.111 12.324 11.626 11.979 14.02 16.709 12.551 9.903089986991944 0.0152
0.11 2917.0 -2.92 5.22 0.135 0.0 18.816 18.816 18.147 16.92 16.601 16.253 14.31 15.619 14.727 14.061 12.304 12.356 11.657 11.854 11.221 11.514 13.536 16.011 12.099 9.903089986991944 0.0152
0.13 3047.0 -2.73 5.17 0.156 0.0 17.497 17.497 16.645 15.647 15.378 15.006 13.356 14.47 13.754 13.167 11.602 11.611 11.046 11.215 10.672 10.889 12.835 14.863 11.472 9.903089986991944 0.0152
0.15 3132.0 -2.58 5.13 0.175 0.0 16.634 16.634 15.594 14.744 14.528 14.094 12.668 13.631 13.043 12.52 11.122 11.1 10.624 10.773 10.288 10.458 12.328 14.033 11.03 9.903089986991944 0.0152
0.17 3193.0 -2.46 5.1 0.193 0.0 16.092 16.092 15.093 14.266 14.051 13.623 12.205 13.131 12.578 12.077 10.768 10.728 10.295 10.434 9.978 10.127 11.956 13.545 10.69 9.903089986991944 0.0152
0.2 3264.0 -2.31 5.06 0.219 0.0 15.481 15.481 14.518 13.71 13.494 13.077 11.677 12.563 12.044 11.563 10.339 10.284 9.891 10.021 9.592 9.724 11.505 12.986 10.272 9.903089986991944 0.0152
0.3 3416.0 -1.95 4.95 0.303 0.0 14.167 14.167 13.265 12.485 12.267 11.867 10.499 11.312 10.85 10.407 9.352 9.273 8.948 9.062 8.685 8.786 10.464 11.753 9.301 9.903089986991944 0.0152
0.4 3522.0 -1.7 4.88 0.379 0.0 13.325 13.325 12.444 11.664 11.438 11.055 9.711 10.475 10.047 9.629 8.676 8.586 8.3 8.405 8.058 8.143 9.749 10.927 8.633 9.903089986991944 0.0152
0.5 3686.0 -1.44 4.79 0.469 0.0 12.393 12.393 11.527 10.724 10.477 10.123 8.81 9.502 9.122 8.738 7.943 7.839 7.607 7.698 7.395 7.46 8.946 9.972 7.905 9.903089986991944 0.0152
0.6 4001.0 -1.13 4.71 0.566 0.0 11.237 11.237 10.404 9.562 9.282 8.982 7.725 8.314 7.998 7.663 7.116 7.0 6.841 6.912 6.671 6.714 7.984 8.803 7.074 9.903089986991944 0.0152
0.7 4467.0 -0.81 4.65 0.656 0.0 9.575 9.575 8.982 8.286 7.997 7.826 6.574 7.123 6.839 6.537 6.245 6.138 6.034 6.087 5.908 5.934 6.95 7.577 6.187 9.903089986991944 0.0152
0.8 4958.0 -0.5 4.58 0.761 0.0 7.848 7.848 7.568 7.042 6.823 6.614 5.66 6.104 5.883 5.637 5.419 5.332 5.253 5.294 5.16 5.169 6.013 6.493 5.374 9.903089986991944 0.0152
0.9 5420.0 -0.19 4.47 0.914 0.063 6.41 6.41 6.371 5.974 5.816 5.586 4.834 5.206 5.026 4.817 4.635 4.562 4.493 4.532 4.432 4.428 5.151 5.538 4.602 9.903089986991944 0.0152
1.0 5772.0 0.15 4.29 1.186 0.306 5.217 5.217 5.291 4.977 4.853 4.636 3.99 4.318 4.161 3.976 3.815 3.753 3.689 3.727 3.648 3.638 4.28 4.611 3.79 9.903089986991944 0.0152
0.07 1626.0 -4.3 5.38 0.09 0.0 27.915 27.915 26.111 24.224 23.849 23.468 19.682 23.216 20.206 19.296 18.717 18.527 17.203 17.367 16.257 16.565 18.93 22.702 17.347 10.0 0.0152
0.072 1790.0 -4.12 5.38 0.091 0.0 27.175 27.175 25.442 23.406 23.034 22.618 19.018 22.422 19.587 18.687 18.039 17.862 16.482 16.644 15.473 15.924 18.184 21.913 16.581 10.0 0.0152
0.075 2037.0 -3.89 5.39 0.091 0.0 26.891 26.891 25.202 23.146 22.797 22.322 18.564 21.794 19.173 18.278 17.435 17.24 15.765 15.931 14.659 15.353 17.448 21.371 15.807 10.0 0.0152
0.08 2345.0 -3.58 5.35 0.099 0.0 24.693 24.693 23.953 21.792 21.466 20.92 17.541 20.041 18.079 17.217 15.778 15.713 14.286 14.508 13.31 14.063 16.107 20.034 14.479 10.0 0.0152
0.09 2646.0 -3.25 5.29 0.113 0.0 21.72 21.72 21.046 19.25 18.921 18.438 16.131 17.798 16.53 15.746 13.775 13.911 12.867 13.107 12.23 12.753 14.808 18.131 13.266 10.0 0.0152
0.1 2812.0 -3.06 5.25 0.124 0.0 19.727 19.727 19.044 17.608 17.308 16.836 14.97 16.338 15.377 14.682 12.818 12.905 12.109 12.321 11.624 11.976 14.018 16.706 12.549 10.0 0.0152
0.11 2917.0 -2.92 5.22 0.135 0.0 18.811 18.811 18.142 16.916 16.597 16.249 14.307 15.615 14.724 14.058 12.302 12.353 11.655 11.852 11.22 11.512 13.533 16.007 12.097 10.0 0.0152
0.13 3048.0 -2.73 5.17 0.156 0.0 17.491 17.491 16.636 15.64 15.372 14.998 13.352 14.464 13.749 13.163 11.599 11.609 11.044 11.213 10.67 10.887 12.832 14.857 11.47 10.0 0.0152
0.15 3133.0 -2.58 5.13 0.175 0.0 16.629 16.629 15.589 14.739 14.523 14.09 12.663 13.626 13.039 12.516 11.119 11.096 10.621 10.769 10.285 10.455 12.324 14.028 11.027 10.0 0.0152
0.17 3194.0 -2.46 5.1 0.193 0.0 16.083 16.083 15.085 14.259 14.044 13.616 12.198 13.123 12.571 12.07 10.763 10.722 10.29 10.429 9.973 10.122 11.95 13.537 10.684 10.0 0.0152
0.2 3265.0 -2.31 5.05 0.22 0.0 15.466 15.466 14.504 13.697 13.482 13.065 11.665 12.551 12.032 11.552 10.329 10.274 9.88 10.01 9.582 9.714 11.494 12.974 10.262 10.0 0.0152
0.3 3416.0 -1.95 4.95 0.304 0.0 14.153 14.153 13.251 12.472 12.254 11.855 10.487 11.299 10.837 10.395 9.339 9.26 8.935 9.049 8.672 8.773 10.451 11.74 9.288 10.0 0.0152
0.4 3524.0 -1.7 4.88 0.38 0.0 13.316 13.316 12.435 11.655 11.429 11.046 9.703 10.466 10.039 9.62 8.668 8.579 8.293 8.397 8.051 8.136 9.741 10.918 8.625 10.0 0.0152
0.5 3689.0 -1.43 4.79 0.471 0.0 12.377 12.377 11.51 10.707 10.46 10.107 8.795 9.485 9.106 8.723 7.93 7.826 7.595 7.686 7.384 7.448 8.932 9.956 7.893 10.0 0.0152
0.6 4013.0 -1.12 4.71 0.569 0.0 11.195 11.195 10.368 9.535 9.252 8.965 7.69 8.282 7.964 7.628 7.091 6.974 6.817 6.887 6.648 6.69 7.955 8.771 7.047 10.0 0.0152
0.7 4493.0 -0.79 4.64 0.662 0.0 9.474 9.474 8.899 8.213 7.927 7.755 6.517 7.061 6.781 6.482 6.198 6.092 5.99 6.042 5.866 5.891 6.895 7.512 6.14 10.0 0.0152
0.8 5002.0 -0.47 4.56 0.776 0.0 7.692 7.692 7.438 6.926 6.714 6.5 5.57 6.007 5.791 5.548 5.335 5.25 5.172 5.213 5.082 5.09 5.921 6.389 5.292 10.0 0.0152
0.9 5495.0 -0.12 4.42 0.964 0.063 6.147 6.147 6.138 5.761 5.611 5.382 4.656 5.018 4.843 4.64 4.463 4.392 4.324 4.363 4.268 4.264 4.968 5.342 4.431 10.0 0.0152
