# M/Ms Teff L/Ls g R/Rs Li/Li0 Mv Mr Mi Mj Mh Mk Ml Mll Mm Age Z
0.01 2387.0 -2.47 3.38 0.339 1.0 16.87 14.32 11.81 8.77 8.3 7.83 7.44 7.15 7.3 5.698970004336019 0.0152
0.015 2514.0 -2.21 3.38 0.413 1.0 15.56 13.26 10.84 8.13 7.67 7.24 6.87 6.61 6.73 5.698970004336019 0.0152
0.02 2594.0 -2.05 3.4 0.466 1.0 14.78 12.62 10.26 7.74 7.28 6.87 6.53 6.28 6.38 5.698970004336019 0.0152
0.03 2668.0 -1.79 3.36 0.599 1.0 13.8 11.77 9.47 7.08 6.62 6.24 5.92 5.67 5.77 5.698970004336019 0.0152
0.04 2733.0 -1.66 3.4 0.661 1.0 13.2 11.28 9.04 6.78 6.3 5.95 5.65 5.41 5.5 5.698970004336019 0.0152
0.05 2762.0 -1.48 3.34 0.791 1.0 12.69 10.8 8.57 6.34 5.86 5.52 5.24 5.0 5.09 5.698970004336019 0.0152
0.06 2808.0 -1.4 3.37 0.841 1.0 12.32 10.49 8.31 6.15 5.66 5.33 5.06 4.83 4.92 5.698970004336019 0.0152
0.07 2835.0 -1.33 3.37 0.9 1.0 12.08 10.28 8.1 5.97 5.48 5.16 4.9 4.67 4.76 5.698970004336019 0.0152
0.072 2832.0 -1.29 3.35 0.937 1.0 12.02 10.21 8.03 5.89 5.39 5.07 4.82 4.58 4.67 5.698970004336019 0.0152
0.075 2836.0 -1.27 3.34 0.966 1.0 11.94 10.14 7.96 5.82 5.32 5.0 4.75 4.51 4.6 5.698970004336019 0.0152
0.08 2837.0 -1.2 3.31 1.04 1.0 11.81 9.99 7.81 5.65 5.15 4.84 4.59 4.35 4.45 5.698970004336019 0.0152
0.09 2864.0 -1.13 3.31 1.101 1.0 11.6 9.8 7.63 5.5 4.99 4.69 4.45 4.21 4.31 5.698970004336019 0.0152
0.1 2925.0 -1.15 3.41 1.033 1.0 11.43 9.73 7.6 5.57 5.05 4.76 4.54 4.31 4.4 5.698970004336019 0.0152
0.11 2945.0 -1.07 3.38 1.115 1.0 11.2 9.51 7.39 5.37 4.84 4.56 4.35 4.12 4.22 5.698970004336019 0.0152
0.13 3006.0 -0.93 3.34 1.27 1.0 10.66 9.05 6.97 5.02 4.45 4.2 4.02 3.79 3.9 5.698970004336019 0.0152
0.15 3076.0 -0.79 3.31 1.412 1.0 10.09 8.58 6.57 4.72 4.12 3.88 3.72 3.51 3.62 5.698970004336019 0.0152
0.17 3139.0 -0.67 3.28 1.565 1.0 9.6 8.18 6.23 4.44 3.79 3.57 3.44 3.24 3.35 5.698970004336019 0.0152
0.2 3220.0 -0.54 3.26 1.728 1.0 9.09 7.74 5.86 4.15 3.46 3.26 3.14 2.96 3.08 5.698970004336019 0.0152
0.3 3460.0 -0.2 3.23 2.203 1.0 7.6 6.51 4.9 3.42 2.63 2.45 2.37 2.26 2.4 5.698970004336019 0.0152
0.4 3670.0 -0.05 3.3 2.338 1.0 6.63 5.73 4.42 3.14 2.33 2.17 2.09 2.02 2.17 5.698970004336019 0.0152
0.5 3848.0 0.07 3.36 2.444 1.0 5.83 5.05 4.02 2.88 2.1 1.96 1.88 1.85 1.99 5.698970004336019 0.0152
0.6 3987.0 0.16 3.41 2.524 1.0 5.36 4.62 3.76 2.71 1.96 1.83 1.75 1.73 1.87 5.698970004336019 0.0152
0.7 4110.0 0.26 3.43 2.657 1.0 5.0 4.22 3.48 2.49 1.78 1.66 1.59 1.58 1.71 5.698970004336019 0.0152
0.8 4221.0 0.35 3.44 2.805 1.0 4.63 3.88 3.23 2.29 1.62 1.51 1.44 1.43 1.55 5.698970004336019 0.0152
0.9 4315.0 0.43 3.45 2.944 1.0 4.34 3.61 3.01 2.11 1.48 1.37 1.3 1.29 1.41 5.698970004336019 0.0152
1.0 4397.0 0.5 3.46 3.079 1.0 4.09 3.39 2.82 1.96 1.35 1.25 1.18 1.17 1.29 5.698970004336019 0.0152
1.1 4471.0 0.57 3.47 3.209 1.0 3.87 3.2 2.66 1.81 1.23 1.14 1.07 1.06 1.18 5.698970004336019 0.0152
1.2 4537.0 0.63 3.47 3.344 1.0 3.67 3.03 2.5 1.68 1.12 1.03 0.96 0.96 1.07 5.698970004336019 0.0152
1.3 4596.0 0.68 3.47 3.469 1.0 3.49 2.87 2.36 1.56 1.02 0.93 0.87 0.86 0.97 5.698970004336019 0.0152
1.4 4647.0 0.74 3.47 3.601 1.0 3.33 2.73 2.22 1.45 0.92 0.83 0.77 0.77 0.87 5.698970004336019 0.0152
0.01 2345.0 -2.7 3.57 0.271 1.0 17.66 15.02 12.47 9.33 8.83 8.36 7.96 7.66 7.86 6.0 0.0152
0.015 2504.0 -2.42 3.59 0.326 1.0 16.12 13.8 11.37 8.66 8.19 7.76 7.39 7.12 7.26 6.0 0.0152
0.02 2598.0 -2.25 3.6 0.372 1.0 15.21 13.07 10.72 8.23 7.76 7.36 7.01 6.76 6.88 6.0 0.0152
0.03 2710.0 -1.98 3.58 0.467 1.0 14.02 12.08 9.84 7.57 7.1 6.73 6.41 6.18 6.27 6.0 0.0152
0.04 2779.0 -1.81 3.58 0.536 1.0 13.33 11.51 9.32 7.18 6.7 6.35 6.05 5.82 5.91 6.0 0.0152
0.05 2824.0 -1.65 3.54 0.628 1.0 12.8 11.03 8.87 6.78 6.29 5.96 5.68 5.45 5.54 6.0 0.0152
0.06 2864.0 -1.53 3.52 0.702 1.0 12.42 10.69 8.54 6.48 5.99 5.67 5.41 5.18 5.27 6.0 0.0152
0.07 2897.0 -1.41 3.5 0.781 1.0 12.1 10.38 8.25 6.21 5.71 5.41 5.16 4.93 5.02 6.0 0.0152
0.072 2896.0 -1.39 3.49 0.803 1.0 12.05 10.33 8.19 6.15 5.65 5.35 5.1 4.88 4.97 6.0 0.0152
0.075 2897.0 -1.36 3.48 0.829 1.0 11.98 10.26 8.12 6.08 5.58 5.28 5.03 4.8 4.9 6.0 0.0152
0.08 2898.0 -1.31 3.45 0.877 1.0 11.87 10.15 8.01 5.95 5.45 5.15 4.91 4.68 4.78 6.0 0.0152
0.09 2908.0 -1.23 3.43 0.959 1.0 11.66 9.93 7.8 5.75 5.24 4.94 4.71 4.48 4.58 6.0 0.0152
0.1 2936.0 -1.17 3.44 1.002 1.0 11.43 9.75 7.63 5.62 5.1 4.81 4.59 4.36 4.46 6.0 0.0152
0.11 2955.0 -1.1 3.41 1.079 1.0 11.21 9.54 7.43 5.43 4.9 4.63 4.42 4.19 4.29 6.0 0.0152
0.13 3012.0 -0.96 3.38 1.214 1.0 10.7 9.11 7.04 5.11 4.55 4.29 4.11 3.88 3.99 6.0 0.0152
0.15 3078.0 -0.85 3.37 1.327 1.0 10.18 8.69 6.69 4.85 4.26 4.02 3.86 3.64 3.75 6.0 0.0152
0.17 3142.0 -0.73 3.34 1.465 1.0 9.7 8.29 6.34 4.58 3.94 3.72 3.58 3.38 3.49 6.0 0.0152
0.2 3226.0 -0.66 3.38 1.503 1.0 9.3 7.98 6.12 4.44 3.78 3.57 3.45 3.26 3.38 6.0 0.0152
0.3 3428.0 -0.48 3.49 1.636 1.0 8.31 7.2 5.55 4.08 3.35 3.16 3.07 2.93 3.06 6.0 0.0152
0.4 3634.0 -0.32 3.55 1.753 1.0 7.26 6.36 5.04 3.77 2.99 2.83 2.74 2.66 2.79 6.0 0.0152
0.5 3802.0 -0.18 3.59 1.87 1.0 6.55 5.75 4.65 3.5 2.72 2.57 2.49 2.45 2.59 6.0 0.0152
0.6 3955.0 -0.07 3.63 1.971 1.0 5.98 5.24 4.33 3.26 2.51 2.38 2.31 2.28 2.42 6.0 0.0152
0.7 4078.0 0.04 3.64 2.096 1.0 5.59 4.81 4.03 3.03 2.31 2.19 2.12 2.1 2.24 6.0 0.0152
0.8 4192.0 0.13 3.66 2.2 1.0 5.23 4.46 3.79 2.84 2.16 2.04 1.97 1.96 2.09 6.0 0.0152
0.9 4290.0 0.21 3.66 2.31 1.0 4.92 4.18 3.57 2.66 2.01 1.9 1.84 1.83 1.95 6.0 0.0152
1.0 4377.0 0.28 3.67 2.416 1.0 4.66 3.95 3.37 2.49 1.88 1.78 1.71 1.7 1.82 6.0 0.0152
1.1 4456.0 0.35 3.68 2.52 1.0 4.42 3.75 3.19 2.35 1.76 1.66 1.6 1.59 1.7 6.0 0.0152
1.2 4529.0 0.41 3.68 2.612 0.999 4.22 3.57 3.04 2.22 1.65 1.56 1.5 1.49 1.6 6.0 0.0152
1.3 4596.0 0.47 3.69 2.71 0.998 4.03 3.4 2.89 2.1 1.55 1.46 1.4 1.4 1.5 6.0 0.0152
1.4 4658.0 0.52 3.69 2.797 0.998 3.87 3.26 2.76 1.99 1.46 1.38 1.32 1.31 1.41 6.0 0.0152
0.01 2236.0 -2.96 3.75 0.22 1.0 18.81 16.02 13.45 10.0 9.47 8.98 8.54 8.22 8.49 6.301029995663981 0.0152
0.015 2452.0 -2.65 3.78 0.262 1.0 16.97 14.54 12.07 9.22 8.74 8.3 7.93 7.65 7.83 6.301029995663981 0.0152
0.02 2571.0 -2.46 3.79 0.298 1.0 15.88 13.68 11.3 8.76 8.28 7.87 7.52 7.26 7.4 6.301029995663981 0.0152
0.03 2707.0 -2.14 3.74 0.387 1.0 14.44 12.5 10.25 7.99 7.52 7.14 6.83 6.59 6.69 6.301029995663981 0.0152
0.04 2784.0 -1.9 3.68 0.481 1.0 13.53 11.72 9.54 7.41 6.93 6.58 6.28 6.06 6.15 6.301029995663981 0.0152
0.05 2829.0 -1.72 3.62 0.574 1.0 12.95 11.19 9.04 6.96 6.48 6.14 5.87 5.64 5.73 6.301029995663981 0.0152
0.06 2867.0 -1.58 3.57 0.661 1.0 12.52 10.79 8.66 6.61 6.12 5.8 5.54 5.31 5.4 6.301029995663981 0.0152
0.07 2902.0 -1.45 3.54 0.743 1.0 12.16 10.46 8.34 6.31 5.81 5.51 5.26 5.04 5.13 6.301029995663981 0.0152
0.072 2907.0 -1.43 3.53 0.761 1.0 12.1 10.4 8.27 6.26 5.76 5.45 5.21 4.98 5.07 6.301029995663981 0.0152
0.075 2914.0 -1.4 3.52 0.785 1.0 12.0 10.31 8.19 6.18 5.67 5.37 5.14 4.91 5.0 6.301029995663981 0.0152
0.08 2924.0 -1.35 3.51 0.827 1.0 11.85 10.17 8.05 6.05 5.54 5.25 5.01 4.79 4.88 6.301029995663981 0.0152
0.09 2934.0 -1.26 3.48 0.904 1.0 11.64 9.96 7.85 5.85 5.33 5.04 4.82 4.59 4.68 6.301029995663981 0.0152
0.1 2972.0 -1.26 3.54 0.89 1.0 11.47 9.85 7.77 5.83 5.31 5.03 4.82 4.59 4.69 6.301029995663981 0.0152
0.11 2996.0 -1.21 3.55 0.922 1.0 11.28 9.69 7.63 5.73 5.19 4.92 4.72 4.49 4.59 6.301029995663981 0.0152
0.13 3034.0 -1.15 3.59 0.959 1.0 10.98 9.46 7.44 5.6 5.06 4.79 4.6 4.38 4.48 6.301029995663981 0.0152
0.15 3076.0 -1.1 3.62 0.99 1.0 10.68 9.23 7.26 5.49 4.94 4.68 4.49 4.28 4.38 6.301029995663981 0.0152
0.17 3126.0 -1.02 3.62 1.06 1.0 10.31 8.93 7.01 5.3 4.72 4.47 4.3 4.1 4.19 6.301029995663981 0.0152
0.2 3202.0 -0.96 3.67 1.077 1.0 9.95 8.66 6.81 5.19 4.58 4.35 4.19 4.01 4.11 6.301029995663981 0.0152
0.3 3428.0 -0.72 3.73 1.238 1.0 8.78 7.71 6.11 4.68 4.0 3.8 3.68 3.55 3.66 6.301029995663981 0.0152
0.4 3606.0 -0.55 3.77 1.363 1.0 7.87 6.94 5.6 4.33 3.6 3.42 3.32 3.23 3.35 6.301029995663981 0.0152
0.5 3763.0 -0.41 3.8 1.476 1.0 7.18 6.35 5.2 4.03 3.29 3.13 3.04 2.98 3.11 6.301029995663981 0.0152
0.6 3906.0 -0.29 3.83 1.562 1.0 6.62 5.85 4.89 3.8 3.06 2.92 2.84 2.8 2.93 6.301029995663981 0.0152
0.7 4033.0 -0.18 3.84 1.659 0.999 6.18 5.43 4.59 3.57 2.85 2.72 2.65 2.62 2.76 6.301029995663981 0.0152
0.8 4153.0 -0.09 3.86 1.748 0.996 5.83 5.05 4.33 3.36 2.67 2.55 2.49 2.47 2.6 6.301029995663981 0.0152
0.9 4259.0 -0.0 3.87 1.833 0.986 5.5 4.75 4.1 3.18 2.52 2.41 2.35 2.34 2.46 6.301029995663981 0.0152
1.0 4350.0 0.07 3.87 1.917 0.973 5.22 4.5 3.9 3.01 2.39 2.29 2.22 2.21 2.33 6.301029995663981 0.0152
1.1 4432.0 0.14 3.88 1.995 0.969 4.98 4.29 3.72 2.87 2.27 2.17 2.11 2.1 2.22 6.301029995663981 0.0152
1.2 4508.0 0.2 3.88 2.072 0.972 4.76 4.1 3.56 2.73 2.16 2.07 2.01 2.0 2.11 6.301029995663981 0.0152
1.3 4581.0 0.26 3.89 2.148 0.977 4.56 3.92 3.4 2.61 2.05 1.97 1.91 1.9 2.0 6.301029995663981 0.0152
1.4 4653.0 0.32 3.89 2.22 0.983 4.38 3.76 3.26 2.49 1.96 1.87 1.82 1.81 1.91 6.301029995663981 0.0152
0.01 2142.0 -3.13 3.85 0.198 1.0 19.59 16.72 14.15 10.43 9.87 9.35 8.88 8.54 8.86 6.477121254719663 0.0152
0.015 2406.0 -2.79 3.88 0.232 1.0 17.56 15.04 12.54 9.56 9.07 8.63 8.24 7.95 8.17 6.477121254719663 0.0152
0.02 2545.0 -2.57 3.89 0.267 1.0 16.3 14.05 11.64 9.04 8.55 8.14 7.79 7.53 7.69 6.477121254719663 0.0152
0.03 2706.0 -2.17 3.77 0.373 1.0 14.52 12.58 10.33 8.07 7.59 7.22 6.9 6.67 6.77 6.477121254719663 0.0152
0.04 2784.0 -1.92 3.69 0.47 1.0 13.57 11.76 9.58 7.46 6.98 6.63 6.33 6.1 6.19 6.477121254719663 0.0152
0.05 2831.0 -1.74 3.64 0.559 1.0 13.0 11.24 9.1 7.02 6.54 6.2 5.92 5.7 5.79 6.477121254719663 0.0152
0.06 2870.0 -1.61 3.61 0.634 1.0 12.59 10.87 8.74 6.7 6.21 5.89 5.63 5.4 5.49 6.477121254719663 0.0152
0.07 2906.0 -1.51 3.6 0.695 1.0 12.27 10.58 8.46 6.45 5.95 5.65 5.4 5.18 5.27 6.477121254719663 0.0152
0.072 2911.0 -1.49 3.59 0.71 1.0 12.2 10.52 8.4 6.4 5.9 5.6 5.35 5.13 5.22 6.477121254719663 0.0152
0.075 2919.0 -1.46 3.59 0.727 1.0 12.12 10.44 8.33 6.34 5.84 5.54 5.3 5.07 5.16 6.477121254719663 0.0152
0.08 2931.0 -1.42 3.58 0.758 1.0 11.97 10.31 8.21 6.23 5.73 5.43 5.19 4.97 5.06 6.477121254719663 0.0152
0.09 2956.0 -1.36 3.59 0.794 1.0 11.76 10.13 8.05 6.1 5.59 5.3 5.07 4.85 4.95 6.477121254719663 0.0152
0.1 2998.0 -1.44 3.74 0.71 1.0 11.74 10.2 8.16 6.3 5.77 5.49 5.27 5.06 5.15 6.477121254719663 0.0152
0.11 3016.0 -1.39 3.75 0.736 1.0 11.57 10.05 8.03 6.2 5.67 5.39 5.18 4.97 5.06 6.477121254719663 0.0152
0.13 3052.0 -1.32 3.76 0.783 1.0 11.24 9.78 7.81 6.03 5.49 5.22 5.01 4.81 4.9 6.477121254719663 0.0152
0.15 3088.0 -1.25 3.78 0.827 1.0 10.92 9.52 7.6 5.88 5.33 5.06 4.86 4.66 4.75 6.477121254719663 0.0152
0.17 3127.0 -1.18 3.78 0.882 1.0 10.61 9.27 7.38 5.7 5.14 4.88 4.69 4.5 4.59 6.477121254719663 0.0152
0.2 3196.0 -1.1 3.81 0.917 1.0 10.24 8.97 7.15 5.55 4.96 4.72 4.55 4.36 4.46 6.477121254719663 0.0152
0.3 3404.0 -0.86 3.86 1.067 1.0 9.12 8.04 6.44 5.03 4.38 4.16 4.03 3.89 3.99 6.477121254719663 0.0152
0.4 3582.0 -0.68 3.89 1.186 1.0 8.22 7.29 5.92 4.65 3.95 3.76 3.64 3.55 3.66 6.477121254719663 0.0152
0.5 3731.0 -0.54 3.91 1.292 1.0 7.56 6.71 5.52 4.35 3.62 3.45 3.36 3.29 3.41 6.477121254719663 0.0152
0.6 3868.0 -0.42 3.94 1.374 0.996 7.01 6.22 5.21 4.1 3.37 3.23 3.14 3.1 3.23 6.477121254719663 0.0152
0.7 3998.0 -0.31 3.96 1.458 0.978 6.53 5.79 4.91 3.88 3.15 3.02 2.95 2.92 3.05 6.477121254719663 0.0152
0.8 4120.0 -0.21 3.97 1.535 0.918 6.19 5.4 4.65 3.66 2.97 2.85 2.78 2.76 2.89 6.477121254719663 0.0152
0.9 4232.0 -0.13 3.98 1.604 0.873 5.85 5.09 4.42 3.49 2.82 2.71 2.65 2.63 2.76 6.477121254719663 0.0152
1.0 4330.0 -0.05 3.99 1.674 0.875 5.56 4.83 4.22 3.32 2.69 2.58 2.52 2.51 2.63 6.477121254719663 0.0152
1.1 4421.0 0.02 3.99 1.747 0.899 5.29 4.59 4.02 3.16 2.56 2.46 2.4 2.39 2.51 6.477121254719663 0.0152
1.2 4505.0 0.09 4.0 1.817 0.925 5.05 4.38 3.84 3.02 2.44 2.35 2.29 2.28 2.39 6.477121254719663 0.0152
1.3 4588.0 0.15 4.0 1.887 0.947 4.83 4.19 3.68 2.88 2.33 2.24 2.19 2.18 2.28 6.477121254719663 0.0152
1.4 4671.0 0.22 4.0 1.967 0.965 4.61 4.0 3.5 2.74 2.21 2.13 2.08 2.07 2.17 6.477121254719663 0.0152
0.01 2053.0 -3.27 3.91 0.184 1.0 20.31 17.39 14.85 10.84 10.2 9.64 9.12 8.77 9.12 6.6020599913279625 0.0152
0.015 2362.0 -2.89 3.95 0.215 1.0 18.04 15.42 12.88 9.79 9.29 8.85 8.45 8.15 8.4 6.6020599913279625 0.0152
0.02 2535.0 -2.61 3.92 0.257 1.0 16.46 14.18 11.77 9.14 8.65 8.24 7.88 7.62 7.79 6.6020599913279625 0.0152
0.03 2705.0 -2.19 3.78 0.367 1.0 14.56 12.61 10.36 8.11 7.63 7.26 6.94 6.7 6.81 6.6020599913279625 0.0152
0.04 2785.0 -1.95 3.72 0.457 1.0 13.62 11.82 9.64 7.52 7.04 6.69 6.39 6.16 6.25 6.6020599913279625 0.0152
0.05 2834.0 -1.78 3.68 0.534 1.0 13.07 11.32 9.18 7.12 6.63 6.3 6.02 5.79 5.88 6.6020599913279625 0.0152
0.06 2875.0 -1.68 3.69 0.582 1.0 12.73 11.02 8.9 6.88 6.39 6.07 5.81 5.58 5.67 6.6020599913279625 0.0152
0.07 2914.0 -1.64 3.73 0.595 1.0 12.5 10.84 8.75 6.78 6.28 5.98 5.73 5.51 5.6 6.6020599913279625 0.0152
0.072 2921.0 -1.63 3.74 0.601 1.0 12.45 10.8 8.71 6.75 6.25 5.95 5.7 5.48 5.57 6.6020599913279625 0.0152
0.075 2931.0 -1.61 3.75 0.606 1.0 12.38 10.75 8.67 6.73 6.22 5.92 5.67 5.45 5.55 6.6020599913279625 0.0152
0.08 2946.0 -1.58 3.75 0.625 1.0 12.24 10.63 8.56 6.64 6.13 5.83 5.59 5.37 5.47 6.6020599913279625 0.0152
0.09 2976.0 -1.53 3.77 0.647 1.0 12.02 10.45 8.41 6.53 6.01 5.72 5.49 5.28 5.37 6.6020599913279625 0.0152
0.1 3013.0 -1.55 3.86 0.614 1.0 11.92 10.42 8.41 6.6 6.08 5.79 5.57 5.36 5.45 6.6020599913279625 0.0152
0.11 3035.0 -1.51 3.87 0.639 1.0 11.71 10.25 8.27 6.49 5.96 5.68 5.46 5.26 5.35 6.6020599913279625 0.0152
0.13 3075.0 -1.42 3.88 0.688 1.0 11.33 9.94 8.01 6.3 5.76 5.48 5.27 5.07 5.16 6.6020599913279625 0.0152
0.15 3113.0 -1.35 3.89 0.729 1.0 11.02 9.68 7.79 6.13 5.58 5.32 5.11 4.92 5.0 6.6020599913279625 0.0152
0.17 3145.0 -1.27 3.88 0.782 1.0 10.75 9.44 7.58 5.95 5.39 5.13 4.93 4.75 4.83 6.6020599913279625 0.0152
0.2 3206.0 -1.19 3.91 0.822 1.0 10.39 9.14 7.35 5.77 5.2 4.95 4.77 4.59 4.68 6.6020599913279625 0.0152
0.3 3389.0 -0.95 3.94 0.969 1.0 9.33 8.25 6.66 5.25 4.62 4.4 4.25 4.11 4.2 6.6020599913279625 0.0152
0.4 3560.0 -0.78 3.97 1.078 1.0 8.48 7.54 6.15 4.87 4.19 4.0 3.87 3.77 3.88 6.6020599913279625 0.0152
0.5 3704.0 -0.63 4.0 1.173 0.995 7.84 6.98 5.76 4.57 3.86 3.69 3.58 3.51 3.63 6.6020599913279625 0.0152
0.6 3842.0 -0.51 4.02 1.258 0.966 7.27 6.48 5.42 4.31 3.59 3.44 3.35 3.3 3.42 6.6020599913279625 0.0152
0.7 3976.0 -0.4 4.03 1.334 0.836 6.78 6.03 5.13 4.09 3.37 3.23 3.15 3.12 3.25 6.6020599913279625 0.0152
0.8 4096.0 -0.3 4.05 1.4 0.712 6.44 5.65 4.87 3.88 3.18 3.06 2.99 2.97 3.1 6.6020599913279625 0.0152
0.9 4212.0 -0.22 4.06 1.465 0.718 6.09 5.32 4.64 3.7 3.03 2.91 2.85 2.84 2.96 6.6020599913279625 0.0152
1.0 4315.0 -0.14 4.07 1.527 0.761 5.79 5.05 4.43 3.53 2.89 2.79 2.73 2.71 2.83 6.6020599913279625 0.0152
1.1 4417.0 -0.06 4.07 1.601 0.826 5.49 4.79 4.21 3.36 2.75 2.65 2.59 2.58 2.7 6.6020599913279625 0.0152
1.2 4513.0 0.02 4.07 1.669 0.879 5.23 4.56 4.02 3.2 2.62 2.53 2.47 2.47 2.57 6.6020599913279625 0.0152
1.3 4609.0 0.09 4.07 1.74 0.922 4.98 4.34 3.83 3.04 2.5 2.41 2.36 2.35 2.45 6.6020599913279625 0.0152
1.4 4710.0 0.16 4.07 1.815 0.952 4.73 4.13 3.64 2.89 2.37 2.29 2.24 2.23 2.33 6.6020599913279625 0.0152
0.01 1961.0 -3.39 3.95 0.176 1.0 20.77 17.89 15.46 11.23 10.5 9.88 9.29 8.95 9.25 6.698970004336019 0.0152
0.015 2330.0 -2.96 3.99 0.204 1.0 18.38 15.7 13.15 9.97 9.46 9.0 8.6 8.29 8.56 6.698970004336019 0.0152
0.02 2531.0 -2.62 3.93 0.254 1.0 16.51 14.23 11.81 9.17 8.68 8.27 7.91 7.65 7.82 6.698970004336019 0.0152
0.03 2705.0 -2.2 3.8 0.362 1.0 14.59 12.65 10.4 8.14 7.66 7.29 6.97 6.74 6.84 6.698970004336019 0.0152
0.04 2785.0 -1.98 3.75 0.44 1.0 13.7 11.89 9.72 7.6 7.12 6.77 6.47 6.25 6.34 6.698970004336019 0.0152
0.05 2841.0 -1.85 3.76 0.489 1.0 13.22 11.48 9.35 7.3 6.81 6.48 6.2 5.98 6.07 6.698970004336019 0.0152
0.06 2890.0 -1.81 3.82 0.496 1.0 12.96 11.29 9.19 7.21 6.72 6.4 6.14 5.92 6.01 6.698970004336019 0.0152
0.07 2928.0 -1.76 3.87 0.511 1.0 12.71 11.09 9.02 7.1 6.6 6.29 6.04 5.83 5.92 6.698970004336019 0.0152
0.072 2934.0 -1.75 3.87 0.518 1.0 12.65 11.04 8.98 7.06 6.56 6.26 6.0 5.79 5.88 6.698970004336019 0.0152
0.075 2944.0 -1.73 3.87 0.525 1.0 12.57 10.98 8.92 7.02 6.52 6.22 5.97 5.75 5.85 6.698970004336019 0.0152
0.08 2959.0 -1.69 3.87 0.541 1.0 12.43 10.86 8.82 6.94 6.43 6.13 5.89 5.68 5.77 6.698970004336019 0.0152
0.09 2992.0 -1.64 3.89 0.566 1.0 12.19 10.66 8.64 6.8 6.28 6.0 5.76 5.55 5.65 6.698970004336019 0.0152
0.1 3027.0 -1.63 3.95 0.554 1.0 12.02 10.55 8.58 6.81 6.29 6.0 5.78 5.57 5.66 6.698970004336019 0.0152
0.11 3052.0 -1.58 3.95 0.58 1.0 11.79 10.36 8.42 6.69 6.16 5.88 5.66 5.46 5.54 6.698970004336019 0.0152
0.13 3098.0 -1.49 3.96 0.627 1.0 11.37 10.02 8.14 6.48 5.94 5.66 5.45 5.26 5.34 6.698970004336019 0.0152
0.15 3136.0 -1.41 3.96 0.669 1.0 11.08 9.77 7.92 6.3 5.75 5.48 5.28 5.09 5.18 6.698970004336019 0.0152
0.17 3169.0 -1.34 3.96 0.713 1.0 10.81 9.54 7.72 6.12 5.56 5.31 5.11 4.93 5.02 6.698970004336019 0.0152
0.2 3220.0 -1.26 3.98 0.758 1.0 10.47 9.25 7.48 5.94 5.37 5.12 4.94 4.76 4.85 6.698970004336019 0.0152
0.3 3379.0 -1.02 4.01 0.899 1.0 9.49 8.41 6.82 5.42 4.81 4.58 4.42 4.28 4.37 6.698970004336019 0.0152
0.4 3546.0 -0.84 4.03 1.006 0.998 8.66 7.71 6.31 5.03 4.37 4.17 4.04 3.93 4.03 6.698970004336019 0.0152
0.5 3696.0 -0.7 4.06 1.095 0.975 8.0 7.13 5.91 4.73 4.03 3.85 3.74 3.67 3.78 6.698970004336019 0.0152
0.6 3830.0 -0.57 4.08 1.173 0.834 7.45 6.65 5.59 4.47 3.76 3.61 3.51 3.46 3.58 6.698970004336019 0.0152
0.7 3960.0 -0.47 4.09 1.243 0.547 6.97 6.21 5.3 4.25 3.54 3.4 3.32 3.28 3.41 6.698970004336019 0.0152
0.8 4081.0 -0.37 4.11 1.306 0.517 6.62 5.83 5.04 4.04 3.35 3.22 3.15 3.12 3.25 6.698970004336019 0.0152
0.9 4198.0 -0.28 4.12 1.366 0.567 6.27 5.5 4.8 3.86 3.19 3.07 3.01 2.99 3.12 6.698970004336019 0.0152
1.0 4310.0 -0.2 4.13 1.429 0.658 5.94 5.2 4.58 3.68 3.04 2.93 2.87 2.86 2.98 6.698970004336019 0.0152
1.1 4422.0 -0.12 4.13 1.494 0.755 5.63 4.93 4.36 3.5 2.9 2.8 2.74 2.73 2.84 6.698970004336019 0.0152
1.2 4531.0 -0.03 4.13 1.569 0.842 5.33 4.67 4.13 3.32 2.75 2.66 2.6 2.6 2.7 6.698970004336019 0.0152
1.3 4644.0 0.05 4.12 1.643 0.904 5.05 4.42 3.92 3.15 2.61 2.53 2.47 2.47 2.56 6.698970004336019 0.0152
1.4 4771.0 0.14 4.11 1.719 0.944 4.76 4.17 3.7 2.97 2.47 2.39 2.34 2.33 2.42 6.698970004336019 0.0152
0.01 1714.0 -3.7 4.02 0.161 1.0 21.36 18.68 16.58 12.57 11.34 10.46 9.65 9.32 9.61 6.903089986991944 0.0152
0.015 2280.0 -3.05 4.05 0.192 1.0 18.84 16.08 13.53 10.19 9.68 9.21 8.79 8.47 8.79 6.903089986991944 0.0152
0.02 2525.0 -2.65 3.95 0.248 1.0 16.61 14.31 11.88 9.22 8.74 8.32 7.97 7.7 7.88 6.903089986991944 0.0152
0.03 2699.0 -2.29 3.88 0.329 1.0 14.83 12.88 10.62 8.36 7.88 7.51 7.18 6.95 7.06 6.903089986991944 0.0152
0.04 2784.0 -2.22 4.0 0.333 1.0 14.27 12.48 10.31 8.22 7.73 7.38 7.07 6.85 6.95 6.903089986991944 0.0152
0.05 2849.0 -2.13 4.04 0.353 1.0 13.81 12.11 10.0 8.0 7.51 7.18 6.89 6.68 6.77 6.903089986991944 0.0152
0.06 2903.0 -2.05 4.07 0.375 1.0 13.41 11.79 9.73 7.81 7.32 7.0 6.73 6.51 6.61 6.903089986991944 0.0152
