Cluster,kind,RA,DEC,plx,e_plx,CMDclass,quality,logAge_16,logAge_50,logAge_84,FeH_16,FeH_50,FeH_84,Av_16,Av_50,Av_84,dMod_16,dMod_50,dMod_84,X,Y,Z,Rgc
Ruprecht_29,o,115.269585960426,-24.3911682405016,0.441,0.041,1.0,0,7.65,7.76,7.88,-0.27,-0.09,0.05,1.01,1.1,1.18,11.33,11.55,11.77,-1.0172789304576142,-1.7700554531511212,0.0153909129166919,9.309
UBC_472,o,120.76668645634626,-35.08312440685819,0.515,0.034,0.39,0,8.85,8.94,9.02,-0.07,0.08,0.23,2.16,2.27,2.36,11.02,11.21,11.41,-0.5467466428627539,-1.6567082183592263,-0.023606231998855,8.826
SAI_25,o,44.990429299182814,57.6702895707986,0.41,0.045,0.88,0,7.5,7.6,7.71,0.78,0.95,1.1,3.15,3.23,3.3,12.01,12.26,12.48,-2.151460530176079,1.8400758855911783,-0.0031699905567864,10.437
PHOC_33,o,301.6237041364927,36.2818000054058,0.522,0.03,1.0,0,8.39,8.46,8.55,0.02,0.15,0.29,1.71,1.78,1.84,11.15,11.3,11.44,0.5279830341529133,1.7400325554620726,0.1113134145375415,7.791
Teutsch_103,o,142.16517424609228,-46.59950228658101,0.354,0.046,0.98,0,8.43,8.5,8.56,-0.02,0.09,0.22,2.97,3.03,3.1,11.96,12.13,12.28,0.0356196549703629,-2.6624322824259803,0.1910075462577976,8.513
UBC_1171,o,341.80755634555686,56.96061109007242,0.356,0.028,1.0,0,7.59,7.7,7.83,0.12,0.27,0.41,1.34,1.42,1.51,12.15,12.36,12.57,-0.8462147893907428,2.8398397612485518,-0.0554090319774923,9.407
CWNU_181,o,289.1967514001851,5.801265920610036,0.879,0.033,0.99,0,8.12,8.27,8.4,-0.24,-0.1,0.08,1.32,1.42,1.52,10.08,10.28,10.45,0.857404359820487,0.7452414974728575,-0.0193457705798815,7.303
HSC_1254,o,67.35628382361485,47.09344942707898,8.664,0.041,1.0,1,7.83,8.0,8.16,-0.17,-0.07,0.02,0.66,0.78,0.91,5.19,5.33,5.49,-0.1067960518782662,0.0462334925579617,0.0397911060602748,8.229
UBC_671,o,253.97593222697543,-43.21279834764856,0.404,0.057,0.24,0,8.56,8.63,8.73,0.5,0.61,0.74,2.45,2.54,2.62,11.34,11.52,11.7,1.9214562290185049,-0.6026494033101399,0.0388866826921305,6.23
HSC_2324,o,154.67014847782934,-57.279841888766896,0.393,0.021,0.97,1,7.48,7.66,7.85,0.04,0.21,0.36,1.43,1.54,1.65,11.84,12.11,12.35,0.6127133048998443,-2.5703458857443517,0.0254410532337489,7.937
CWNU_1008,o,169.5673444912637,-60.96744752882721,2.173,0.036,1.0,0,7.07,7.18,7.29,0.16,0.25,0.39,0.53,0.64,0.75,8.25,8.45,8.68,0.1824523806076996,-0.4545350215799191,0.0401671743673411,7.953
HSC_1000,o,18.63461567968172,63.78234707184768,1.04,0.041,0.99,1,7.7,7.86,8.05,-0.09,0.06,0.22,2.31,2.4,2.52,10.02,10.27,10.5,-0.6570830899882285,0.9219848420415389,0.0635395647746797,8.827
HSC_2026,o,126.79978343414804,-32.32761681215317,3.894,0.059,0.6,0,8.62,8.97,9.33,0.15,0.26,0.38,0.17,0.28,0.41,6.9,7.06,7.25,-0.0785563398464663,-0.24545511717589,0.0576367893981054,8.204
Ruprecht_126,o,263.7869807660516,-34.3182389389242,0.279,0.066,0.85,1,7.37,7.61,7.8,-1.3,-1.07,-0.86,4.35,4.53,4.75,10.98,11.4,11.83,1.8955606243022824,-0.1906832752277379,0.0045685620789232,6.229
CWNU_1893,o,289.543046708557,10.693452053578234,0.464,0.068,0.95,0,8.02,8.13,8.24,-0.03,0.11,0.26,4.96,5.08,5.21,12.28,12.52,12.8,2.2371773166571485,2.275391502188925,-0.0189327584622274,6.309
HSC_2229,o,25.706691820708546,-45.03522022369998,3.943,0.043,0.62,0,8.19,8.55,8.88,-0.0,0.16,0.27,0.0,0.09,0.2,6.79,6.98,7.17,0.0093008055758243,-0.0871742989434253,-0.1913350528596203,8.113
CWNU_480,o,193.53765133806647,-61.943471412071766,0.417,0.047,0.11,0,7.26,7.41,7.58,0.31,0.52,0.8,3.59,3.7,3.79,11.17,11.49,11.84,1.0889508186313597,-1.6607097807821136,0.0709285633127541,7.226
UBC_419,o,34.763763772101655,59.03212111677452,0.402,0.041,0.98,0,7.78,7.86,7.96,0.49,0.7,0.83,1.91,1.97,2.04,11.99,12.19,12.38,-1.903755785279337,1.9708080404186263,-0.0464744486892588,10.218
HSC_2598,o,203.6934756995335,-61.32313890394592,0.248,0.054,0.08,2,8.29,8.43,8.57,-0.68,-0.54,-0.39,3.94,4.08,4.25,12.06,12.38,12.75,1.846478897913463,-2.354020928881668,0.0949587717272177,6.703
HSC_1496,o,86.42381866259458,19.065279112579145,0.132,0.055,0.85,0,9.1,9.22,9.35,-0.05,0.12,0.31,0.43,0.57,0.71,12.54,12.89,13.22,-3.72922729934227,-0.5543495751382329,-0.2858761714123444,11.864
CWNU_1276,o,330.9197277750948,52.54059668885137,0.421,0.038,0.99,0,8.18,8.31,8.45,0.63,0.81,0.98,1.03,1.11,1.22,11.43,11.68,11.9,-0.3362676524469705,2.1396777680281955,-0.045728620986535,8.725
UBC_289,o,191.2125564329233,-61.149095879341104,0.489,0.038,0.99,0,8.1,8.21,8.29,0.07,0.21,0.35,1.96,2.02,2.09,11.24,11.41,11.57,1.0179921893048256,-1.6202286683288958,0.0961979557076243,7.286
HSC_2731,o,237.64271367451937,-55.08095514221439,0.309,0.076,0.09,3,6.63,6.84,7.06,0.78,1.04,1.28,4.76,5.04,5.35,12.09,12.64,13.09,2.8192173087663885,-1.8509634679535072,-0.0070932968334101,5.617
CWNU_286,o,327.7861448055302,64.0410071909131,1.129,0.018,0.98,0,7.67,7.78,7.91,-0.8,-0.65,-0.51,1.15,1.26,1.36,9.28,9.51,9.73,-0.2004170917477417,0.7648038639577126,0.1497336369528979,8.357
HSC_2384,o,158.1279782765165,-64.16171261283964,1.79,0.027,1.0,0,7.96,8.03,8.1,0.28,0.35,0.45,0.69,0.75,0.8,8.57,8.68,8.79,0.171877089765565,-0.5142154798969016,-0.0087289181084401,7.967
HSC_767,o,322.4957776706795,57.24913404181395,0.956,0.027,0.96,0,7.7,7.86,8.03,-0.66,-0.47,-0.29,2.63,2.74,2.83,9.87,10.13,10.37,-0.1513667406185881,1.047684008701328,0.1230599303071972,8.339
Alessi-Teutsch_9,o,51.03308492601612,35.537685651716934,1.51,0.051,1.0,0,7.92,7.98,8.03,0.2,0.3,0.37,0.84,0.89,0.95,9.01,9.12,9.22,-0.5752219472329045,0.270450957014999,-0.1598363851170257,8.701
PHOC_17,o,261.1692319012387,-34.68717634833928,0.592,0.051,0.99,0,7.11,7.23,7.37,0.7,0.87,1.03,4.86,4.97,5.08,10.89,11.15,11.44,1.6846656242002362,-0.2140512466758773,0.0559191902066998,6.441
Theia_974,o,4.153950683806848,64.94926940775399,1.341,0.036,1.0,0,7.63,7.73,7.83,-0.12,0.03,0.15,1.87,1.94,2.01,9.4,9.54,9.7,-0.3949575817069455,0.7053207966799987,0.0754558307673633,8.546
Gulliver_23,o,304.25732095497915,38.058357102566106,0.247,0.047,0.95,0,8.77,8.83,8.88,0.01,0.11,0.22,2.44,2.51,2.58,12.11,12.28,12.41,0.7026994208365744,2.7689440850025884,0.1124753989939419,7.919
Theia_818,o,73.73045250265395,14.457807886315452,2.408,0.055,0.99,0,7.43,7.57,7.69,-0.54,-0.35,-0.2,1.24,1.36,1.45,7.97,8.18,8.38,-0.4101569538385625,-0.0402025991572722,-0.0895540675152464,8.532
CWNU_2792,o,225.0581702190894,-58.36794145005016,0.409,0.058,0.11,0,8.2,8.34,8.47,0.08,0.24,0.42,3.88,4.02,4.16,11.21,11.47,11.73,1.488813769829747,-1.2868566412094418,0.051049762697035,6.757
CWNU_1142,o,76.10547409230612,0.7346457259477399,3.435,0.056,0.94,0,7.6,7.73,7.85,0.11,0.22,0.33,0.28,0.37,0.45,7.22,7.39,7.52,-0.2609603027469855,-0.091251241006652,-0.0763999038060531,8.383
HSC_1963,o,119.6729905726621,-26.616341672489582,0.207,0.046,0.93,0,8.17,8.31,8.43,0.24,0.42,0.61,1.07,1.17,1.26,13.18,13.45,13.67,-2.1420538553535438,-4.402539239687692,0.1737688725073293,11.168
Biurakan_2,o,302.3328841023952,35.48327480564511,0.546,0.033,1.0,0,6.79,6.88,6.97,-0.23,-0.06,0.1,1.33,1.41,1.49,10.75,10.95,11.21,0.4588871084974331,1.4788791875517062,0.0761880395172793,7.805
CWNU_406,o,91.24101012441744,20.94792358939807,0.976,0.038,1.0,0,8.61,8.68,8.75,-0.0,0.11,0.23,0.56,0.62,0.68,9.83,9.97,10.11,-0.9738208696296518,-0.1560928107260369,0.0397839248067605,9.097
HSC_287,m,275.7850747802519,-1.1949604779059886,0.15,0.078,0.07,1,9.27,9.37,9.46,-0.22,-0.06,0.09,3.26,3.38,3.49,13.47,13.71,13.93,4.823049151976656,2.631659586092931,0.5817587813924898,4.22
Skiff_J0614+12.9,o,93.6841443806238,12.870774137013012,0.27,0.053,1.0,0,8.39,8.46,8.53,0.06,0.19,0.32,1.77,1.85,1.92,12.18,12.33,12.5,-2.79008747689905,-0.8693963212947167,-0.0588012659806588,10.947
UBC_1587,o,172.33139943559118,-64.03031363415617,0.416,0.035,0.86,0,6.86,7.0,7.14,-0.3,-0.13,0.05,1.02,1.14,1.26,11.24,11.56,11.82,0.8361609838160486,-1.870625199120365,-0.0527768886619836,7.522
HSC_2611,o,206.98244995925745,-62.506638841888666,0.3,0.048,0.06,1,7.62,7.8,7.95,-0.28,-0.07,0.13,3.62,3.73,3.86,11.62,11.94,12.27,1.5508656579360205,-1.888094220212149,0.0228542565449501,6.837
CWNU_1129,o,67.52492701842738,24.764163000099,6.264,0.068,0.71,2,6.79,7.06,7.35,0.06,0.23,0.4,2.93,3.12,3.33,5.96,6.21,6.51,-0.1667515814736422,0.0194092638070963,-0.0062252784515392,8.289
CWNU_1594,o,253.9469821996755,-43.66553732520904,0.336,0.057,0.05,3,7.19,7.36,7.49,0.48,0.65,0.84,4.3,4.49,4.63,12.5,12.83,13.14,3.505420324429413,-1.1241084373125638,0.0194771856831538,4.751
Theia_3886,o,296.4145158386221,14.780578052451949,0.526,0.05,0.49,0,9.07,9.22,9.34,0.21,0.38,0.52,0.42,0.52,0.61,11.04,11.24,11.44,1.078209982358982,1.3953973256478958,-0.1122593349393577,7.181
CWNU_352,o,223.60495199269647,-57.61250165424604,0.896,0.042,1.0,0,8.47,8.55,8.63,0.36,0.47,0.58,1.39,1.47,1.56,9.85,9.98,10.12,0.7457111427719951,-0.6520699932283269,0.0641228805055916,7.405
UPK_492,o,121.41465663941966,-33.6618835142837,1.401,0.038,0.9,0,7.9,8.14,8.38,0.56,0.86,1.12,0.0,0.0,0.13,9.18,9.54,9.94,-0.2657373412830477,-0.7640904233569236,0.0285038743030926,8.422
OCSN_88,m,144.08492459405915,-64.68441943038347,11.225,0.035,0.43,0,8.35,8.45,8.58,0.02,0.07,0.12,0.49,0.56,0.64,4.71,4.85,4.96,0.0221334731124152,-0.0893998882091395,0.0264810203120486,8.1
HSC_441,o,292.424738008275,18.222543221488102,0.776,0.054,0.03,2,6.75,6.91,7.07,-0.43,-0.23,-0.04,2.96,3.13,3.27,10.42,10.74,11.07,0.8376357483726347,1.1293271960161266,0.0424341254272607,7.371
HSC_2721,o,312.6144951005099,-68.86599569793817,1.304,0.044,1.0,0,8.71,8.83,8.93,0.22,0.33,0.47,0.08,0.17,0.25,9.3,9.48,9.62,0.5258942353596794,-0.3605376176450607,-0.4198292654906014,7.605
HSC_1864,o,110.6594772492016,-20.846324960020137,0.352,0.03,1.0,0,7.1,7.29,7.47,-0.64,-0.44,-0.25,0.86,1.0,1.14,11.55,11.87,12.24,-1.3571186849395076,-1.934651769481092,-0.071780463075929,9.675
CWNU_2554,o,160.4721178511919,-58.39134159929917,0.318,0.042,0.19,0,7.6,7.75,7.96,0.28,0.41,0.58,1.55,1.65,1.75,12.3,12.56,12.79,0.9302826358120696,-3.114892099847207,0.0572865965437187,7.837
Mayer_3,o,112.5191695323442,-18.557342886435944,0.226,0.055,0.1,1,7.78,7.93,8.07,0.12,0.27,0.48,3.29,3.42,3.54,12.36,12.69,13.02,-2.0397352272219376,-2.7841950867449263,0.0345750998233415,10.536
HSC_1910,o,113.01811052948705,-24.17809805604812,0.256,0.052,0.65,0,8.29,8.41,8.52,0.6,0.75,0.89,1.35,1.44,1.54,12.61,12.81,13.01,-1.881169018801396,-3.121203161238092,-0.1124711601810604,10.479
NGC_2343,o,107.00774724871408,-10.619042485706045,0.903,0.049,1.0,0,8.08,8.19,8.3,-0.01,0.11,0.24,0.6,0.66,0.73,10.13,10.26,10.39,-0.8071011619046615,-0.7865520020977459,0.0202745579160935,8.964
FSR_1209,o,106.7896055518204,-13.833681594654806,0.21,0.068,1.0,0,8.38,8.52,8.66,-0.63,-0.42,-0.25,1.55,1.66,1.74,12.51,12.77,12.97,-2.4385973629639857,-2.616640110877721,-0.1304853239933722,10.88
UBC_1032,o,279.5726876764569,-9.270293833578236,0.287,0.053,0.98,1,7.36,7.66,7.95,-0.54,-0.27,-0.03,3.5,3.72,3.96,11.64,12.18,12.76,2.507683579313106,1.0743155642870863,-0.027843872299752,5.716
Gaia_8,o,282.4735841093177,33.01920885595177,3.437,0.056,0.98,0,7.07,7.15,7.23,-0.34,-0.26,-0.18,0.59,0.66,0.73,7.21,7.37,7.47,0.1317181310773936,0.256364086633423,0.1167691815421069,7.994
CWNU_1230,o,336.5618277298951,61.27961969611266,1.294,0.058,0.69,3,9.03,9.4,9.67,0.14,0.39,0.62,2.38,2.57,2.76,9.86,10.31,10.76,-0.3245732400732475,1.1049561315969108,0.106108038689087,8.519
Theia_665,o,120.641640171369,-32.31972837718654,1.282,0.033,0.99,0,8.1,8.17,8.25,0.19,0.3,0.4,0.39,0.46,0.52,9.28,9.43,9.55,-0.2713078212184321,-0.7196084137144789,0.0314521645416087,8.424
UBC_455,o,115.38439776150788,-17.580698538786265,0.27,0.046,0.96,0,8.44,8.57,8.68,0.23,0.42,0.57,0.26,0.35,0.45,12.2,12.39,12.62,-1.7542113566779278,-2.436911108993463,0.1851550646219786,10.172
CWNU_1528,o,224.50281233837416,-58.06928562859157,0.418,0.054,0.21,0,8.25,8.37,8.5,-1.04,-0.8,-0.54,3.94,4.05,4.15,10.59,10.9,11.17,1.143010470424647,-0.9920364177795228,0.0594703094368859,7.049
HSC_2635,o,210.81741112626227,-59.66666197928097,0.329,0.068,0.03,1,8.01,8.17,8.31,0.44,0.61,0.79,3.21,3.33,3.47,12.63,12.9,13.24,2.537666111040505,-2.828374050882998,0.1644162029044439,6.26
UBC_485,o,138.1972529360796,-44.91149850622151,0.57,0.036,0.2,0,8.55,8.63,8.72,0.19,0.35,0.54,1.44,1.52,1.59,11.38,11.55,11.75,-0.0849999195953596,-2.0381003001656763,0.1288438328618566,8.456
CWNU_2471,o,92.5976118060755,12.94131202392459,0.256,0.062,0.62,1,8.15,8.27,8.41,0.28,0.42,0.57,1.43,1.53,1.64,12.23,12.46,12.7,-2.969300472883191,-0.8929355464904849,-0.1134899065330956,11.127
NGC_2506,o,120.01142154344672,-10.774953421390212,0.278,0.052,1.0,0,9.31,9.38,9.46,-0.83,-0.68,-0.54,0.48,0.56,0.65,11.82,12.0,12.19,-1.5702450758723303,-1.9111194526805049,0.4791415865341411,9.879
UBC_1131,o,316.0285390299064,48.4285571023028,0.271,0.051,0.05,1,8.49,8.57,8.66,0.07,0.19,0.32,4.23,4.31,4.4,12.56,12.76,12.97,0.0508818860016866,3.5635709439808565,0.1057632498569961,8.823
HSC_1246,o,68.82694148753649,47.14365384479942,0.316,0.059,0.59,0,7.28,7.38,7.49,0.31,0.5,0.68,3.64,3.72,3.8,12.74,12.98,13.22,-3.637442129846232,1.5259111110746884,0.0330800186471703,11.858
HSC_2720,o,230.52780605217976,-52.41792227713223,0.893,0.047,1.0,0,8.39,8.51,8.61,0.54,0.68,0.84,0.3,0.4,0.5,10.09,10.29,10.51,0.932720098154716,-0.6561458225293147,0.117273307077917,7.219
NGC_2567,o,124.63924705600216,-30.59817315977097,0.572,0.034,1.0,0,8.63,8.69,8.74,0.2,0.3,0.4,0.27,0.32,0.38,11.1,11.21,11.34,-0.602797424860885,-1.6358269501502152,0.1341652904503874,8.877
HSC_842,o,349.18961179841693,50.8000900767442,1.337,0.034,0.77,0,7.52,7.59,7.67,0.36,0.48,0.62,1.0,1.06,1.12,9.45,9.62,9.79,-0.2567523017400503,0.787708328342874,-0.0935785362009667,8.416
FSR_1363,o,122.67436663430136,-34.62716138232767,0.24,0.037,0.98,0,7.87,7.99,8.09,-0.16,-0.03,0.14,1.3,1.36,1.42,12.52,12.7,12.89,-1.059964918414721,-3.3011880092008745,0.0066717427975208,9.757
HSC_1993,o,116.17480352438233,-32.62422863210494,0.314,0.046,0.25,0,8.26,8.44,8.58,-0.1,0.15,0.4,2.94,3.13,3.29,12.47,12.9,13.31,-1.4414398959881982,-3.507300808789722,-0.2330142519946902,10.186
HSC_1104,o,35.87669986712318,56.74607808753776,0.257,0.059,1.0,0,8.19,8.29,8.41,-0.27,-0.1,0.09,1.82,1.9,1.97,12.66,12.86,13.07,-2.64946851167978,2.617438836653865,-0.2048902421931629,11.085
UPK_178,o,334.4307187226902,60.0967140852146,1.042,0.038,1.0,0,7.94,8.04,8.12,0.22,0.35,0.47,2.42,2.49,2.55,9.84,10.03,10.17,-0.2595735725725507,0.9788873198302253,0.0906269926984873,8.439
CWNU_2169,o,345.15811987437684,58.3504279698368,0.481,0.035,0.87,0,7.88,8.05,8.19,-0.6,-0.4,-0.18,1.71,1.82,1.92,11.27,11.54,11.85,-0.6551539352777347,1.9232105050063528,-0.0081473128518629,8.985
OC_0142,o,322.5774284681028,45.579852615867736,0.624,0.027,1.0,0,8.49,8.59,8.7,0.38,0.54,0.7,0.7,0.78,0.86,11.02,11.21,11.41,-0.0082763728842163,1.7412258996637306,-0.0847266244578944,8.315
Teutsch_4,o,69.56992151857736,43.28772838852127,0.226,0.068,0.99,0,9.01,9.07,9.13,-0.25,-0.11,0.01,2.15,2.22,2.3,12.52,12.69,12.86,-3.2498377007895183,1.1537956692070328,-0.0982479182928056,11.43
UBC_129,o,299.0549170771663,26.511744094615988,0.859,0.038,0.99,0,7.59,7.66,7.72,0.32,0.41,0.53,1.78,1.84,1.88,10.32,10.48,10.61,0.5530649892576793,1.11781448613114,0.0170035840200484,7.651
OC_0506,o,132.43602332937778,-51.57239992019591,0.392,0.038,0.41,0,8.68,8.77,8.88,0.01,0.17,0.33,2.07,2.21,2.33,11.64,11.88,12.13,0.0028341001148621,-2.368399618168395,-0.158512755505895,8.458
HSC_1690,o,101.6577383553732,-2.097360920176757,0.21,0.067,0.15,0,8.56,8.65,8.75,-0.3,-0.17,-0.04,2.75,2.87,2.97,12.99,13.23,13.44,-3.656403267652685,-2.489445788678708,-0.1054604484021294,12.039
HSC_285,o,280.90202632845507,-3.8146379872352094,0.301,0.057,0.15,0,7.39,7.66,7.87,-0.88,-0.58,-0.3,4.98,5.2,5.4,11.78,12.19,12.68,2.406043092822605,1.314258616412702,0.0354332623502974,5.865
Theia_1914,o,273.2490541046705,-20.39134705160004,0.818,0.05,1.0,0,7.74,7.97,8.23,-1.36,-1.11,-0.85,1.26,1.48,1.68,9.96,10.44,11.02,1.2038258475205064,0.2232000544130684,0.0145071144885103,6.922
Platais_12,o,207.4216668663533,-63.57822798406497,2.224,0.039,1.0,0,7.88,7.94,8.01,0.06,0.14,0.22,0.66,0.71,0.77,8.18,8.29,8.39,0.2884406648760533,-0.3516876023791922,0.029462787174941,7.841
UBC_1215,o,17.635636402611407,61.67889282180608,0.229,0.054,0.45,0,8.53,8.7,8.87,-0.99,-0.74,-0.54,2.12,2.26,2.39,11.91,12.25,12.55,-1.6242549347262756,2.302705717636284,-0.0087796695244877,10.015
HXHWL_51,o,278.67842050555004,-13.015074173358974,0.587,0.039,1.0,0,7.5,7.6,7.69,0.11,0.3,0.43,1.83,1.91,1.98,11.01,11.19,11.39,1.629596613007318,0.5757758527999519,-0.0308464427020109,6.518
Casado_8,o,123.47142409403509,-30.970315217000067,0.259,0.045,1.0,0,7.93,8.09,8.26,-0.36,-0.19,-0.04,0.7,0.8,0.91,12.2,12.43,12.64,-1.0707395716537302,-2.8666474461054685,0.1484280023570997,9.629
CWNU_204,o,121.04539322125736,-29.219436389848543,0.56,0.029,0.99,0,8.16,8.31,8.43,0.19,0.34,0.51,0.51,0.6,0.68,11.08,11.27,11.45,-0.703810876004173,-1.6505403487923256,0.0789912820751777,8.979
Ryu_089,o,253.2333989445881,-41.66203991656148,0.341,0.084,0.08,3,7.62,7.78,7.97,0.5,0.67,0.86,4.42,4.67,4.9,12.44,12.79,13.22,3.463405630736059,-1.0294335913401198,0.1251540930139346,4.771
Juchert_13,o,180.4193077640351,-64.09666326979236,0.315,0.051,0.17,0,9.23,9.3,9.36,-0.22,-0.11,0.02,2.35,2.43,2.51,11.76,11.94,12.11,1.1286698649832996,-2.1657612678692404,-0.035830312638523,7.321
Theia_6046,m,81.87556253786497,-8.2352368710557,0.331,0.071,0.01,0,9.84,9.93,10.01,-0.72,-0.58,-0.45,0.48,0.56,0.65,11.82,11.99,12.17,-1.9879949224352649,-1.1844378928897348,-0.9052918086448758,10.179
NGC_6121,g,245.90017091629,-26.524763631915413,0.525,0.083,0.95,0,9.93,9.99,10.06,-0.56,-0.44,-0.29,1.22,1.31,1.4,11.13,11.28,11.45,1.7132614974274114,-0.2718921263346914,0.5333051431593389,6.415
UPK_233,o,326.32615840315265,71.79207885524336,2.054,0.037,0.83,0,7.65,7.79,7.88,0.41,0.53,0.66,0.97,1.05,1.13,8.34,8.53,8.7,-0.1635668790362103,0.4650339169834149,0.1649151963506836,8.299
Ruprecht_63,o,128.17775255298025,-48.30567856303718,0.233,0.044,0.99,0,8.83,8.9,8.98,-0.23,-0.06,0.13,1.33,1.41,1.49,12.17,12.38,12.54,-0.2186532340719473,-2.9728498979576328,-0.2191494104744127,8.855
CWNU_1033,o,110.22970047758112,-10.51442444744061,0.768,0.045,0.99,0,8.63,8.72,8.81,0.13,0.31,0.47,0.06,0.13,0.22,10.28,10.47,10.65,-0.8676061295142006,-0.8873829823452076,0.0798790214428249,9.033
NGC_6520,o,270.8586074126048,-27.883362536466294,0.555,0.044,1.0,0,7.35,7.57,7.77,-0.77,-0.49,-0.23,1.91,2.06,2.23,10.77,11.24,11.59,1.7654714685382782,0.0891103160624735,-0.050864110102907,6.357
CWNU_2676,o,260.5875594800006,-31.261331962715136,0.698,0.061,0.88,0,7.87,8.04,8.24,-0.32,-0.12,0.07,2.58,2.69,2.81,10.37,10.6,10.9,1.3122891787765545,-0.1075576537709041,0.1064011814727151,6.811
CWNU_1427,o,255.22949235494625,-39.57212889879247,0.415,0.065,0.16,1,7.8,7.98,8.15,-0.03,0.15,0.36,4.61,4.75,4.88,11.65,12.04,12.46,2.4820995430561297,-0.6176765334586829,0.1060322451086569,5.674
ASCC_65,o,167.8688903475178,-61.14373473089948,0.385,0.033,0.97,1,6.94,7.11,7.27,-0.33,-0.07,0.17,1.16,1.32,1.47,11.28,11.64,12.04,0.7683666737712853,-1.984460385408743,0.0182256363525721,7.617
HSC_897,m,345.87248906134533,69.17599701790954,0.796,0.04,0.99,0,7.95,8.09,8.2,0.42,0.56,0.71,1.98,2.07,2.14,10.55,10.73,10.88,-0.552793319405815,1.2696042957633176,0.2449216784726351,8.767
OC_0606,o,212.9057417050676,-63.13886078806368,0.507,0.039,1.0,1,8.59,8.79,8.95,-0.4,-0.2,0.05,0.56,0.73,0.92,11.2,11.59,12.08,1.3866953726161109,-1.5486133257741077,-0.0223131175156935,6.911
CWNU_1973,o,103.56963763660046,-7.666323049777536,0.195,0.06,0.96,0,8.19,8.32,8.47,-0.1,0.09,0.3,1.77,1.9,1.99,12.69,12.94,13.25,-2.959731747433665,-2.4904233546972043,-0.1440615029013572,11.358
HSC_1367,o,91.59158980124108,37.29912849278404,0.747,0.037,0.99,0,8.66,8.78,8.89,-0.49,-0.3,-0.12,0.48,0.62,0.75,10.03,10.26,10.56,-1.1115700405199205,0.0992151346061201,0.1999770682320522,9.234
HSC_919,o,356.5125669276072,62.29301443112092,0.21,0.043,0.71,0,7.97,8.17,8.37,-0.67,-0.43,-0.15,2.57,2.72,2.91,12.27,12.67,13.07,-1.4674135146552452,3.0888371740724443,0.068024093938242,10.075
OC_0395,o,104.29362695592148,-21.337856058904205,1.216,0.042,1.0,0,6.92,7.03,7.13,-0.3,-0.19,-0.09,0.32,0.39,0.48,9.46,9.63,9.81,-0.50603979128433,-0.6636544008071166,-0.0795326680396328,8.654
HSC_302,o,281.1043504304861,-2.1529254514805034,0.334,0.072,0.06,3,7.13,7.3,7.51,0.43,0.64,0.88,3.42,3.62,3.83,12.97,13.34,13.81,4.023239182739161,2.3429574247110136,0.078374187580013,4.721
UPK_524,o,105.61841036888929,-54.53050267988964,1.793,0.032,1.0,0,8.16,8.23,8.32,0.46,0.54,0.63,0.23,0.3,0.36,8.62,8.76,8.88,-0.0487738035804365,-0.5277318194328928,-0.1540308502563405,8.188
Theia_873,o,330.4343194501563,59.32067359853374,1.172,0.037,0.55,0,8.33,8.5,8.64,0.05,0.24,0.45,2.08,2.2,2.31,9.83,10.03,10.24,-0.2234656732636857,0.9872512827688638,0.0999300218268918,8.404
HSC_1500,o,95.11923691852326,22.829068138697973,0.727,0.047,1.0,0,8.5,8.58,8.65,0.2,0.33,0.46,0.87,0.95,1.03,10.55,10.72,10.87,-1.3720104282607384,-0.2217445896275688,0.1376703631834566,9.497
ASCC_125,o,344.0842736268511,62.69829777650404,1.185,0.051,0.97,2,6.59,6.76,6.97,0.0,0.22,0.44,2.85,3.01,3.2,9.86,10.22,10.59,-0.3808279482760159,1.03764800688708,0.0950097399435362,8.566
UBC_1411,o,118.73178062236325,-29.79919386594148,0.219,0.055,0.61,0,8.88,8.97,9.08,-0.03,0.1,0.28,0.99,1.07,1.17,12.34,12.52,12.73,-1.2808217453289572,-2.9228823326995643,-0.0042277123321593,9.847
UPK_502,o,124.34697817524729,-37.81995853643055,1.434,0.031,0.99,0,7.49,7.57,7.67,-0.52,-0.4,-0.29,0.61,0.68,0.75,9.1,9.25,9.39,-0.1759540599912963,-0.6855563768590176,0.0264183281357018,8.326
HSC_2132,o,131.8849240009771,-44.98908015500154,0.508,0.026,0.18,2,7.35,7.55,7.81,-0.29,-0.05,0.25,2.18,2.38,2.61,11.63,12.13,12.54,-0.2452385290048546,-2.655181517257591,-0.0030233887458588,8.778
HSC_622,o,308.15696396541244,40.78947255188989,0.763,0.043,0.18,1,7.12,7.25,7.39,-0.0,0.16,0.33,3.0,3.1,3.21,10.56,10.81,11.1,0.2588871600168385,1.4287859583522609,0.0553863394586701,7.992
FSR_0985,o,92.95164436801252,7.018137458952427,0.451,0.057,0.99,0,8.38,8.51,8.62,-0.02,0.13,0.29,1.48,1.56,1.63,11.66,11.86,12.04,-2.1720321572766554,-0.8828934153400012,-0.1795717759965133,10.332
Theia_249,o,102.18167124432745,-37.32464514250597,2.335,0.043,0.21,0,7.79,7.91,8.04,0.05,0.15,0.28,0.49,0.55,0.63,8.04,8.21,8.36,-0.1653369709548204,-0.386607801392,-0.0828928069835912,8.296
HSC_1173,o,53.24437918391683,51.82383205600918,0.285,0.052,0.98,1,7.56,7.81,8.05,0.45,0.72,0.98,2.9,3.14,3.36,12.6,13.23,13.76,-3.688182178441245,2.432841600139761,-0.2169425311668545,12.058
