Cluster,RA_ICRS,DE_ICRS,r50,N,pmRA,e_pmRA,pmDE,e_pmDE,Plx,e_Plx,RV,e_RV,NRV,Dist,e_Dist,logage,e_logage,[Fe/H],e_[Fe/H],Av,e_Av,FileName,SimbadName,_RA.icrs,_DE.icrs,name,new_x,new_y,bandwidth,memb,new_ra,new_dec
BH_121           ,174.6628,-63.3771,0.132,171,-6.011,0.114,0.637,0.117,0.389,0.043,        ,       ,   ,2250,89,6.864,0.103,-0.089,0.109,1.281,0.016,clusters1/BH_121.dat           ,Cl VDBH 121             ,174.6629,-63.3771,BH_121,-0.8809027713428677,-0.1131540169158729,2.5,0.5,174.61273655600988,-63.379972682219474
BH_132           ,186.7245,-64.0645,0.038,65,-6.222,0.087,-0.179,0.07,0.367,0.039,        ,       ,   ,2174,145,8.12,0.412,0.285,0.16,1.589,0.267,clusters1/BH_132.dat           ,Cl VDBH 132             ,186.7246,-64.0645,BH_132,0.0048187359842053,0.3166124272088586,1.4,0.5,186.7247902873211,-64.05615567777666
BH_151           ,205.0497,-61.7316,0.007,27,-5.867,0.086,-1.87,0.205,0.159,0.072,        ,       ,   ,3866,1275,6.772,0.141,0.341,0.215,4.104,0.079,clusters1/BH_151.dat           ,Cl VDBH 151             ,205.0498,-61.7316,BH_151,0.0076368737994951,0.0573115152229166,0.6,0.5,205.04993897386515,-61.730750618535026
BH_164           ,222.2265,-66.4376,0.481,196,-7.398,0.352,-10.677,0.335,2.355,0.092,   0.046,  3.071, 15,416,2,7.666,0.057,0.134,0.052,0.43,0.044,clusters1/BH_164.dat           ,Cl VDBH 164             ,222.2266,-66.4376,BH_164,0.1842032326801508,0.0121702172001292,2.6,0.5,222.28996166010768,-66.43591091421963
BH_19            ,121.7625,-32.3511,0.024,52,-2.89,0.122,3.543,0.119,0.205,0.064,  86.852,  1.858,  2,3620,515,8.513,0.516,-0.1,0.057,2.427,0.209,clusters1/BH_19.dat            ,Cl VDBH 19              ,121.7625,-32.3511,BH_19,0.1343972081111921,-0.2254872273581121,1.4,0.5,121.7650181134257,-32.354668888376466
BH_200           ,252.4792,-44.1832,0.053,111,-0.037,0.154,-1.115,0.125,0.417,0.082,        ,       ,   ,1997,121,7.52,0.265,0.121,0.087,2.551,0.043,clusters1/BH_200.dat           ,Cl VDBH 200             ,252.4792,-44.1832,BH_200,-0.0043287752266678,-0.0480221489121648,1.2,0.9,252.4790268067553,-44.18457779979711
BH_202           ,253.7768,-40.9431,0.061,145,-1.87,0.117,-3.788,0.139,0.555,0.057, -49.770,  0.689,  4,1504,99,8.763,0.122,0.118,0.14,1.894,0.147,clusters1/BH_202.dat           ,Cl VDBH 202             ,253.7768,-40.9431,BH_202,0.1305870408272134,-0.2006582723325789,1.2,0.5,253.78338674339798,-40.95074400953007
BH_205           ,254.059,-40.6367,0.092,82,-0.144,0.157,-1.096,0.171,0.574,0.069,        ,       ,   ,1612,79,6.877,0.091,0.11,0.137,1.376,0.049,clusters1/BH_205.dat           ,Cl VDBH 205             ,254.059,-40.6367,BH_205,-0.3640525048031406,-1.022362120298462,1.0,0.5,254.04193918592964,-40.67303685859479
BH_211           ,255.5409,-41.1244,0.079,106,-0.669,0.183,-1.951,0.19,0.51,0.097, -48.896,  0.537,  6,1638,123,8.825,0.512,0.124,0.084,2.388,0.15,clusters1/BH_211.dat           ,Cl VDBH 211             ,255.5409,-41.1244,BH_211,-0.09532727950522,0.4319052573639537,1.5,0.5,255.53647444649624,-41.10929225432458
BH_217           ,259.0754,-40.8141,0.037,119,-0.684,0.164,-1.807,0.118,0.314,0.113,        ,       ,   ,2133,306,7.128,0.562,0.24,0.113,3.349,0.105,clusters1/BH_217.dat           ,Cl VDBH 217             ,259.0754,-40.8141,BH_217,-0.1979244103063528,-0.1292850805691774,0.8,0.5,259.0683748904046,-40.817572590283355
BH_221           ,259.6486,-32.3116,0.143,124,2.007,0.274,-1.586,0.24,0.887,0.082,        ,       ,   ,1050,53,7.071,0.065,0.002,0.081,1.041,0.032,clusters1/BH_221.dat           ,Cl VDBH 221             ,259.6486,-32.3116,BH_221,-0.3336337975348087,-0.8054198638700818,1.7,0.5,259.62704844641206,-32.355547849297196
BH_23            ,123.5074,-36.2423,0.389,78,-7.11,0.25,7.341,0.239,2.239,0.096,  24.745,  6.293,  5,436,1,7.391,0.053,-0.054,0.052,0.233,0.044,clusters1/BH_23.dat            ,Cl VDBH 23              ,123.5074,-36.2423,BH_23,-0.1603607670906228,-0.6328945457752368,2.6,0.5,123.48124349256786,-36.32546733760216
BH_245           ,266.5602,-29.6994,0.016,40,-0.515,0.172,-2.15,0.168,0.344,0.119,        ,       ,   ,2637,523,7.106,1.381,0.119,0.163,4.688,0.696,clusters1/BH_245.dat           ,Cl VDBH 245             ,266.5602,-29.6994,BH_245,0.0817573031293743,-0.1009542469299213,0.6,0.5,266.56224508031215,-29.701593481552813
BH_37            ,128.9487,-43.6131,0.031,105,-3.467,0.141,3.958,0.141,0.255,0.068,  51.937,  1.237,  2,3439,210,8.427,0.717,-0.072,0.094,3.319,0.089,clusters1/BH_37.dat            ,Cl VDBH 37              ,128.9487,-43.6131,BH_37,-0.1532712632531128,0.3560633740702856,1.5,0.5,128.94517335867278,-43.60716771880326
BH_54            ,132.3929,-44.3542,0.045,49,-4.791,0.14,5.307,0.239,0.415,0.039,        ,       ,   ,2121,128,6.783,0.102,0.313,0.191,2.641,0.047,clusters1/BH_54.dat            ,Cl VDBH 54              ,132.3929,-44.3542,BH_54,0.6308483892027019,-0.0415719052064242,1.0,0.5,132.4167336173231,-44.35532052765258
BH_55            ,134.043,-39.5163,0.044,79,-3.992,0.117,3.14,0.195,0.188,0.078,  32.779,  1.024,  3,4640,407,9.395,0.226,-0.125,0.07,1.789,0.276,clusters1/BH_55.dat            ,Cl VDBH 55              ,134.043,-39.5163,BH_55,0.1183976294446047,-0.2794372142971966,2.0,0.5,134.04489524367233,-39.51975053914604
BH_56            ,134.3564,-43.163,0.231,116,-5.557,0.18,5.396,0.177,1.08,0.063,  20.208,  3.900,  2,865,23,7.156,0.076,-0.021,0.081,0.837,0.194,clusters1/BH_56.dat            ,Cl VDBH 56              ,134.3564,-43.163,BH_56,0.0329663752271152,-0.13166530733886,2.2,0.5,134.35939410961868,-43.1717211938579
BH_72            ,142.8429,-53.0413,0.022,66,-4.648,0.163,3.297,0.142,0.094,0.05,  50.334,  1.435,  4,4289,432,8.848,0.162,-0.056,0.133,2.529,0.13,clusters1/BH_72.dat            ,Cl VDBH 72              ,142.8429,-53.0413,BH_72,-0.0333684315076849,0.0641595639915504,1.4,0.5,142.84215861044817,-53.040442904612654
BH_78            ,145.9539,-56.5708,0.012,40,-3.651,0.214,2.748,0.222,0.142,0.097,        ,       ,   ,5602,2282,8.77,0.308,0.147,0.159,3.006,0.763,clusters1/BH_78.dat            ,Cl VDBH 78              ,145.9539,-56.5708,BH_78,-0.1149617337764894,-0.3741700830504155,0.9,0.5,145.95176548520783,-56.57462689471592
BH_84            ,150.3396,-58.2173,0.024,74,-4.827,0.224,3.285,0.128,0.184,0.057,        ,       ,   ,2404,247,9.051,0.495,0.205,0.096,1.691,0.296,clusters1/BH_84.dat            ,Cl VDBH 84              ,150.3396,-58.2173,BH_84,-0.2857750757231105,-0.2904944996278829,0.8,0.5,150.32666594801768,-58.22422285268209
BH_85            ,150.4664,-49.5678,0.028,75,-5.704,0.243,4.656,0.186,0.101,0.105,        ,       ,   ,5943,345,9.508,0.033,-0.028,0.087,1.22,0.059,clusters1/BH_85.dat            ,Cl VDBH 85              ,150.4664,-49.5678,BH_85,-0.0189181707001431,0.5127920887649733,2.5,0.5,150.46611880338529,-49.56285623010011
BH_87            ,151.1619,-55.3768,0.058,194,-6.35,0.156,2.598,0.173,0.422,0.064, -13.333,  1.597,  2,1899,80,7.354,0.045,0.027,0.117,1.845,0.14,clusters1/BH_87.dat            ,Cl VDBH 87              ,151.1619,-55.3768,BH_87,-0.4102437233494749,-0.3712175632973844,1.4,0.5,151.14010891093017,-55.387998273587826
BH_88            ,151.6211,-51.5557,0.056,89,-6.086,0.377,3.602,0.345,0.386,0.165,  22.751,  1.100,  2,2011,321,8.766,0.435,-0.141,0.172,1.612,0.262,clusters2/BH_88.dat            ,Cl VDBH 88              ,151.6211,-51.5557,BH_88,-0.2226167303797499,0.0850164405008775,1.4,0.5,151.61089937053427,-51.55327733838715
BH_90            ,153.07,-58.0702,0.036,135,-5.386,0.154,2.309,0.122,0.352,0.062,        ,       ,   ,2294,59,8.312,0.118,-0.016,0.059,1.785,0.112,clusters1/BH_90.dat            ,Cl VDBH 90              ,153.07,-58.0702,BH_90,-0.2522138043470638,-0.0046972330133856,0.9,0.5,153.05808915704057,-58.070316764102465
BH_92            ,154.7815,-56.425,0.017,42,-5.892,0.128,3.45,0.098,0.392,0.039,        ,       ,   ,2254,115,7.465,0.383,-0.1,0.127,1.889,0.083,clusters1/BH_92.dat            ,Cl VDBH 92              ,154.7815,-56.425,BH_92,-0.0935520518358363,0.125942595203949,0.6,0.7,154.7772002984738,-56.421798515200535
BH_99            ,159.4991,-59.1498,0.414,315,-14.449,0.302,0.963,0.341,2.213,0.074,  11.571,  3.865, 32,443,1,7.795,0.072,0.068,0.038,0.267,0.03,clusters1/BH_99.dat            ,Cl VDBH 99              ,159.4992,-59.1498,BH_99,0.203514617055827,-0.1134717547522257,3.6,0.5,159.5504519265844,-59.16446583887242
Barkhatova_1     ,313.4148,46.052,0.071,57,-2.427,0.101,-4.452,0.112,0.472,0.045,        ,       ,   ,1859,74,7.14,0.119,0.047,0.183,1.754,0.051,clusters1/Barkhatova_1.dat     ,Name Cl Barkhatova 1    ,313.4148,46.052,Barkhatova_1,-0.4050051778063332,-0.6717812703816191,2.3,0.5,313.3968204707335,46.03129378497789
Basel_1          ,282.0396,-5.885,0.066,80,-0.082,0.12,-4.521,0.108,0.53,0.053,  24.096,  0.834,  2,1523,54,8.251,0.282,0.102,0.098,1.586,0.076,clusters1/Basel_1.dat          ,Cl Basel 1              ,282.0396,-5.885,Basel_1,-0.121064291238027,0.1586940041876081,1.8,0.5,282.0350214385339,-5.879029858760847
Basel_10         ,34.8607,58.2984,0.031,17,-0.476,0.217,-0.83,0.182,0.44,0.024,        ,       ,   ,2052,69,8.466,0.403,0.104,0.104,2.098,0.111,clusters1/Basel_10.dat         ,Cl Basel 10             ,34.8607,58.2984,Basel_10,0.2952739805435493,0.2014082742308562,0.7,0.5,34.87639171976502,58.30402274516051
Basel_11a        ,109.3031,-13.9806,0.077,100,-1.584,0.138,0.935,0.119,0.71,0.063,        ,       ,   ,1363,34,7.905,0.046,-0.041,0.054,0.645,0.041,clusters1/Basel_11a.dat        ,Cl Basel 11a            ,109.3031,-13.9806,Basel_11a,-0.2967735197189602,-0.021356802669767,1.0,0.5,109.29024379272717,-13.981497427565284
Basel_11b        ,89.543,21.9685,0.065,82,1.048,0.171,-4.156,0.166,0.512,0.099,   3.651,  0.782,  3,1686,69,8.445,0.139,0.041,0.061,1.88,0.08,clusters1/Basel_11b.dat        ,Cl Basel 11b            ,89.543,21.9685,Basel_11b,0.2532451797604924,0.0734849641331409,1.1,0.5,89.55228007818886,21.9709969980515
Basel_17         ,167.644,-59.0743,0.078,28,-6.644,0.091,2.163,0.079,0.439,0.034,        ,       ,   ,1941,84,7.728,0.138,0.035,0.117,0.839,0.08,clusters1/Basel_17.dat         ,Cl Basel 17             ,167.6441,-59.0743,Basel_17,0.1480987746734392,1.0291558973527692,3.1,0.5,167.6524989204807,-59.04392038536265
Basel_18         ,201.9842,-62.3088,0.05,65,-5.01,0.108,-2.061,0.091,0.516,0.058,        ,       ,   ,1797,100,7.313,0.058,0.244,0.068,1.115,0.035,clusters1/Basel_18.dat         ,Cl Basel 18             ,201.9842,-62.3088,Basel_18,-0.5207129840181159,0.0641172605039219,1.3,0.5,201.9484755896201,-62.30675109393174
Basel_4          ,87.2352,30.1942,0.032,55,0.837,0.088,-1.809,0.104,0.279,0.051,   6.533,  0.171,  2,2833,88,8.297,0.059,-0.175,0.085,1.78,0.041,clusters1/Basel_4.dat          ,Cl Basel 4              ,87.2352,30.1942,Basel_4,0.2291431402438224,-0.3279070935665196,1.3,0.5,87.24056137564641,30.187568160427954
Basel_8          ,98.5582,8.0381,0.299,31,-0.134,0.066,-2.4,0.14,0.623,0.036,        ,       ,   ,1456,54,7.671,0.236,0.028,0.064,1.083,0.079,clusters1/Basel_8.dat          ,Cl Basel 8              ,98.5582,8.0381,Basel_8,0.0134535786032365,-1.1570346404386471,5.5,0.5,98.55873461161502,7.992568949774902
Berkeley_1       ,2.4451,60.4689,0.032,54,-2.776,0.131,-0.18,0.146,0.241,0.067,        ,       ,   ,3502,290,7.167,0.453,-0.09,0.137,2.154,0.096,clusters1/Berkeley_1.dat       ,Cl Berkeley 1           ,2.4451,60.4689,Berkeley_1,0.3628873755204767,0.2745562120776412,1.7,0.5,2.457147120052178,60.473391436408875
Berkeley_10      ,54.8878,66.4895,0.065,179,-1.464,0.093,1.053,0.131,0.368,0.058, -36.134,  1.071,  4,2004,172,8.902,0.069,-0.1,0.12,2.595,0.089,clusters1/Berkeley_10.dat      ,Cl Berkeley 10          ,54.8878,66.4895,Berkeley_10,0.1580772108152803,0.1356163231084464,1.5,0.5,54.899131282380665,66.49337695693191
Berkeley_101     ,353.2151,64.2096,0.02,50,-1.869,0.122,-1.075,0.12,0.165,0.064,        ,       ,   ,4462,650,8.642,0.092,-0.013,0.104,3.009,0.079,clusters1/Berkeley_101.dat     ,Cl Berkeley 101         ,353.2151,64.2096,Berkeley_101,-0.220251374439174,-0.0743413264963859,1.3,0.5,353.2085997904781,64.20864525128007
Berkeley_104     ,0.8683,63.587,0.035,52,-2.394,0.116,0.096,0.102,0.197,0.047,        ,       ,   ,4038,358,9.022,0.075,-0.294,0.134,1.849,0.094,clusters1/Berkeley_104.dat     ,Cl Berkeley 104         ,0.8683,63.587,Berkeley_104,-0.3782357762226511,0.0680786282231444,1.4,0.5,0.8562348870496608,63.587965471652176
Berkeley_11      ,65.1322,44.9184,0.035,89,1.107,0.22,-1.885,0.128,0.31,0.082,        ,       ,   ,2653,220,7.138,0.457,-0.057,0.129,2.701,0.069,clusters1/Berkeley_11.dat      ,Cl Berkeley 11          ,65.1322,44.9184,Berkeley_11,-0.1360096279099494,0.2786431346373978,1.5,0.5,65.12805143514288,44.924417669215245
Berkeley_12      ,71.0972,42.6872,0.035,108,0.845,0.239,-1.715,0.122,0.196,0.122,        ,       ,   ,3805,192,9.227,0.055,-0.256,0.117,2.706,0.085,clusters1/Berkeley_12.dat      ,Cl Berkeley 12          ,71.0972,42.6872,Berkeley_12,-0.1817721424380556,0.3527376496977403,1.6,0.5,71.09347603103001,42.69251147152688
Berkeley_13      ,73.9441,52.8019,0.056,154,-0.091,0.169,0.569,0.132,0.218,0.099, -28.558,  1.428,  3,3259,302,8.886,0.723,-0.238,0.081,2.317,0.176,clusters1/Berkeley_13.dat      ,Cl Berkeley 13          ,73.9441,52.8019,Berkeley_13,0.0736296400592948,0.2894016085161883,3.3,0.5,73.94624137748994,52.80698788830271
Berkeley_14      ,74.9328,43.4911,0.047,195,1.546,0.252,0.444,0.227,0.185,0.116,  22.986,  1.467,  3,4580,294,9.471,0.038,-0.268,0.099,1.68,0.094,clusters1/Berkeley_14.dat      ,Cl Berkeley 14          ,74.9328,43.4911,Berkeley_14,0.1210161564825078,-0.4250864144931139,2.4,0.5,74.93488658489437,43.485782151875995
Berkeley_15      ,75.5111,44.4995,0.057,136,0.797,0.173,-0.88,0.152,0.338,0.085,        ,       ,   ,2101,170,7.236,0.357,-0.176,0.092,2.775,0.072,clusters1/Berkeley_15.dat      ,Cl Berkeley 15          ,75.5111,44.4995,Berkeley_15,0.1309813839061702,0.0332713121925642,1.7,0.5,75.51610803245597,44.50040722317265
Berkeley_17      ,80.1255,30.5735,0.07,254,2.611,0.29,-0.348,0.231,0.279,0.121, -72.502,  1.385,  7,3135,155,9.999,0.142,-0.069,0.109,1.722,0.119,clusters1/Berkeley_17.dat      ,Cl Berkeley 17          ,80.1255,30.5735,Berkeley_17,0.4711843766783321,-0.0955066585214545,1.9,0.5,80.13550175968841,30.571754122174102
Berkeley_19      ,81.0166,29.5869,0.041,64,0.758,0.208,-0.31,0.143,0.11,0.113,        ,       ,   ,5840,898,9.316,0.091,-0.308,0.303,1.474,0.184,clusters1/Berkeley_19.dat      ,Cl Berkeley 19          ,81.0166,29.5869,Berkeley_19,-0.5589341005334667,-1.808286815035605,2.6,0.5,81.0102952100588,29.569158891391748
Berkeley_2       ,6.3191,60.394,0.023,85,-1.091,0.119,-0.301,0.119,0.123,0.081,        ,       ,   ,6945,703,8.833,0.05,-0.16,0.127,2.555,0.081,clusters1/Berkeley_2.dat       ,Cl Berkeley 2           ,6.3191,60.394,Berkeley_2,0.2891022056422612,-0.2036351510193919,1.7,0.6,6.323927513426617,60.39231993643879
Berkeley_23      ,98.3161,20.5375,0.036,103,-0.069,0.167,-1.338,0.156,0.153,0.101,        ,       ,   ,4842,650,9.244,0.174,0.055,0.083,0.862,0.135,clusters1/Berkeley_23.dat      ,Cl Berkeley 23          ,98.3161,20.5375,Berkeley_23,0.0549274593738147,-0.3647853477722442,2.3,0.5,98.31679405495318,20.53318346394828
Berkeley_24      ,99.4553,-0.8711,0.051,235,0.411,0.191,1.31,0.218,0.164,0.095,  73.720,  2.004,  2,4717,306,9.146,0.027,-0.323,0.082,2.343,0.063,clusters1/Berkeley_24.dat      ,Cl Berkeley 24          ,99.4553,-0.8711,Berkeley_24,-0.2467815156722146,-0.3117623595148409,4.1,0.7,99.4523020801609,-0.874886869154214
Berkeley_27      ,102.84,5.7748,0.025,58,-1.096,0.177,0.17,0.171,0.194,0.123,        ,       ,   ,4164,310,9.456,0.056,-0.211,0.1,1.237,0.071,clusters1/Berkeley_27.dat      ,Cl Berkeley 27          ,102.84,5.7748,Berkeley_27,-0.2373636465565911,-0.4165741682809654,1.1,0.5,102.83671729878684,5.769068016105373
Berkeley_28      ,103.0283,2.9214,0.02,62,-0.982,0.143,0.124,0.139,0.202,0.1,  68.074,  0.716,  2,4517,390,8.202,0.707,-0.059,0.303,2.293,0.147,clusters1/Berkeley_28.dat      ,Cl Berkeley 28          ,103.0283,2.9214,Berkeley_28,-0.1725008406215442,-0.1079626918565459,1.6,0.5,103.02610907249161,2.920030547659996
Berkeley_30      ,104.4356,3.229,0.024,100,-0.245,0.213,-0.327,0.164,0.159,0.082,        ,       ,   ,4150,225,8.658,0.507,-0.206,0.11,1.566,0.141,clusters1/Berkeley_30.dat      ,Cl Berkeley 30          ,104.4356,3.229,Berkeley_30,0.1846259341196248,0.0365497376059567,1.6,0.5,104.43815303929172,3.229504610224608
Berkeley_31      ,104.3961,8.2813,0.039,125,0.178,0.211,-0.905,0.173,0.128,0.137,        ,       ,   ,6180,554,9.567,0.072,-0.129,0.103,0.358,0.071,clusters1/Berkeley_31.dat      ,Cl Berkeley 31          ,104.3961,8.2813,Berkeley_31,1.3173210297089888,0.4277254921546518,3.3,0.5,104.40844191041296,8.285265322758155
Berkeley_32      ,104.5283,6.43,0.063,390,-0.346,0.21,-1.62,0.197,0.282,0.08, 106.417,  1.012,  4,3321,63,9.686,0.044,-0.28,0.046,0.553,0.057,clusters1/Berkeley_32.dat      ,Cl Berkeley 32          ,104.5283,6.43,Berkeley_32,0.1424492217082509,0.275189806268548,2.8,0.5,104.53077319573562,6.434747725009058
Berkeley_33      ,104.4535,-13.2255,0.034,146,-0.741,0.131,1.575,0.163,0.147,0.076,  78.836,  1.382,  4,4378,400,8.485,0.442,-0.195,0.056,2.061,0.098,clusters1/Berkeley_33.dat      ,Cl Berkeley 33          ,104.4535,-13.2255,Berkeley_33,0.4806838967012874,-0.0772163423172385,1.3,0.6,104.45996223095676,-13.226510464867394
Berkeley_35      ,107.4893,2.7343,0.038,99,-0.587,0.109,-0.235,0.099,0.162,0.07,        ,       ,   ,4639,125,9.053,0.019,-0.301,0.091,0.65,0.071,clusters1/Berkeley_35.dat      ,Cl Berkeley 35          ,107.4893,2.7343,Berkeley_35,-0.0736841355628037,-0.197795291809232,2.3,0.9,107.48838889989517,2.7318570517281855
Berkeley_36      ,109.1044,-13.2013,0.046,169,-1.745,0.186,0.874,0.161,0.182,0.099,  63.526,  0.411,  3,4978,340,9.533,0.032,-0.03,0.215,1.8,0.21,clusters1/Berkeley_36.dat      ,Cl Berkeley 36          ,109.1044,-13.2013,Berkeley_36,0.0165258544429178,0.5627176432348229,3.4,0.5,109.1045953670449,-13.194823232934464
Berkeley_37      ,110.0789,-1.0041,0.039,124,-1.127,0.16,0.682,0.114,0.212,0.074,        ,       ,   ,4219,151,9.019,0.02,-0.309,0.061,0.3,0.029,clusters1/Berkeley_37.dat      ,Cl Berkeley 37          ,110.0789,-1.0041,Berkeley_37,-0.3538669339929656,0.0634807605811822,2.0,0.5,110.07409360266661,-1.0032379012646813
Berkeley_39      ,116.6955,-4.6582,0.057,526,-1.724,0.217,-1.648,0.15,0.207,0.117,  60.117,  0.844,  6,4356,95,9.811,0.058,-0.109,0.038,0.394,0.039,clusters1/Berkeley_39.dat      ,Cl Berkeley 39          ,116.6955,-4.6582,Berkeley_39,0.7690491691394854,-0.6978007586844903,2.6,0.5,116.70564919128351,-4.667378310754811
Berkeley_4       ,11.273,64.3893,0.029,62,-2.427,0.085,-0.233,0.065,0.291,0.046,        ,       ,   ,2662,190,7.118,0.209,-0.103,0.096,2.222,0.034,clusters1/Berkeley_4.dat       ,Cl Berkeley 4           ,11.273,64.3893,Berkeley_4,0.3958462824929611,0.0939910965422985,1.0,0.5,11.292712147970322,64.39132170359464
Berkeley_43      ,288.8655,11.2583,0.047,204,-1.046,0.221,-3.516,0.236,0.175,0.098,  29.620,  0.743,  7,2459,1151,8.31,1.156,0.138,0.453,4.693,0.519,clusters1/Berkeley_43.dat      ,Cl Berkeley 43          ,288.8655,11.2583,Berkeley_43,0.4772319408994603,0.4714162805620443,1.4,0.5,288.8768383215925,11.269283991554797
Berkeley_44      ,289.3109,19.5487,0.051,205,0.004,0.14,-2.848,0.146,0.308,0.072,   3.198,  0.882,  4,2802,184,9.061,0.031,0.066,0.109,3.298,0.036,clusters1/Berkeley_44.dat      ,Cl Berkeley 44          ,289.3109,19.5487,Berkeley_44,0.2697364939554951,0.2491872005188966,2.1,0.5,289.31675318525936,19.5537953286134
Berkeley_45      ,289.7766,15.7142,0.02,96,-1.328,0.146,-4.534,0.12,0.224,0.083,        ,       ,   ,3513,216,8.743,0.032,0.274,0.079,3.046,0.069,clusters1/Berkeley_45.dat      ,Cl Berkeley 45          ,289.7766,15.7142,Berkeley_45,0.0170420637541548,0.1066666508756113,0.8,0.5,289.7768887442863,15.715939694917317
Berkeley_47      ,292.1292,17.3639,0.028,59,-1.868,0.103,-5.433,0.127,0.396,0.055,        ,       ,   ,1974,217,7.148,0.245,0.137,0.13,3.63,0.034,clusters1/Berkeley_47.dat      ,Cl Berkeley 47          ,292.1292,17.3639,Berkeley_47,-0.1958386971682457,-0.0944366374340628,0.8,0.5,292.12324441981815,17.361158867883297
Berkeley_50      ,302.4861,34.9626,0.028,74,-3.387,0.131,-5.081,0.117,0.243,0.035,        ,       ,   ,3624,251,6.772,0.096,-0.162,0.112,2.846,0.054,clusters1/Berkeley_50.dat      ,Cl Berkeley 50          ,302.4861,34.9626,Berkeley_50,0.9364247441299528,0.3171445411444828,2.6,0.5,302.50416637501087,34.96761274735774
Berkeley_54      ,315.7443,40.4306,0.037,92,-3.086,0.159,-3.256,0.149,0.119,0.084, -54.951,  1.478,  3,6955,609,9.277,0.078,0.029,0.11,2.623,0.101,clusters1/Berkeley_54.dat      ,Cl Berkeley 54          ,315.7443,40.4306,Berkeley_54,0.0986689284578972,0.3888561305331741,2.6,0.5,315.74536790433825,40.433803419261196
Berkeley_55      ,319.2267,51.7631,0.028,113,-4.026,0.265,-4.627,0.228,0.304,0.099, -42.456,  0.505,  2,2577,243,8.113,0.735,0.341,0.28,4.164,0.097,clusters1/Berkeley_55.dat      ,Cl Berkeley 55          ,319.2267,51.7631,Berkeley_55,0.1811789489566333,-0.163751350317935,1.1,0.7,319.23320804212915,51.759459051476895
Berkeley_58      ,71.5527,60.9383,32.969,141,-3.507,0.09,-1.781,0.089,0.291,0.046,        ,       ,   ,2691,85,7.874,0.41,-0.1,0.057,2.164,0.053,clusters1/Berkeley_58.dat      ,Cl Berkeley 58          ,71.5527,60.9383,Berkeley_58,-1239.6490825610488,779.7812482397023,2.0,0.5,0.06265532039269704,60.93537710901564
Berkeley_59      ,8.6537,67.4643,3.097,223,-1.597,0.297,-1.841,0.37,0.893,0.096,        ,       ,   ,1026,26,6.8,0.072,0.001,0.097,3.82,0.222,clusters1/Berkeley_59.dat      ,Cl Berkeley 59          ,8.6537,67.4643,Berkeley_59,-55.409452557478176,2.8035245747292468,0.8,0.5,0.5686968929127577,67.41887819340974
