name,RA_ICRS,DE_ICRS,Dist,e_Dist,logage,e_logage,Av,e_Av,r_memb,m_binsize,m_memb,M_class,P_class,R_class,rc,rt,c,n0,unc_rc_max,unc_rt_max,unc_c_max,unc_n0_max,unc_rc_min,unc_rt_min,unc_c_min,unc_n0_min,steps_emcee,M_bp,M_rp,M(rt)_dv,M_bp_dv,M_rp_dv,M(rt_min),M(rt),M(rt_max),unc_M(rt_min),unc_M(rt),unc_M(rt_max)
Berkeley_98,340.6443,52.415,3452,256,9.524,0.069,0.742,0.107,0.5,0.5,0.5,M2,P1,R1,3.26305,6.95132,0.06116,13.7377,0.6477,1.3272,0.0254,7.8667,-0.4188,-0.9576,-0.0229,-3.5872,100000,774.097,725.065,1016.351,1140.032,1029.831,699.312,748.8380000000002,836.5,39.635,36.542,46.422
Biurakan_2,302.2947,35.5018,1638,126,6.948,0.068,1.382,0.034,0.5,1.0,0.5,M2,P1,R2,3.4799,17.032410000000002,0.07964,1.60142,2.6876,48.5235,0.0664,4.119,-1.0093,-8.6419,-0.0423,-0.4378,100000,299.86,367.625,414.637,372.642,428.481,349.837,367.625,367.625,20.412,23.316999999999997,22.833000000000002
Bochum_13,259.3241,-35.5349,1611,61,6.96,0.035,2.501,0.04,0.5,1.0,0.5,M1,P2,R2,0.66391,24.15725,0.19413,11.01372,0.2113,49.0039,0.185,6.6439,-0.0614,-20.9982,-0.1142,-0.7528,500000,383.425,480.114,512.831,407.396,478.205,292.57,505.12,505.12,21.148000000000003,25.16,26.74
Bochum_6,113.0097,-19.4206,3146,411,7.098,0.08,1.947,0.112,0.7,0.5,0.7,M2,P2,R2,3.66765,24.15501,0.15150999999999998,1.25128,2.4159,48.2585,0.1253,2.8971,-1.5694,-15.8523,-0.0913,-0.3615,100000,528.901,557.601,468.425,490.858,485.838,523.161,523.161,523.161,29.234,31.801,30.986
COIN-Gaia_1,11.9994,66.782,635,9,8.378,0.206,1.621,0.172,0.5,0.5,0.5,M1,P1,R1,4.66747,7.02774,0.04226,11.31217,0.846,0.8077,0.0209,6.6122,-0.6571,-0.5621,-0.0148,-3.5293,100000,206.112,203.536,199.648,203.508,203.083,195.163,200.96,206.757,6.692,7.216,7.415
COIN-Gaia_11,68.0803,39.4837,635,19,8.797,0.118,1.775,0.126,0.5,1.0,0.5,M2,P2,R2,1.33173,36.40873,0.06879,4.5780699999999985,0.1473,39.9596,0.0566,0.6463,-0.1096,-23.3271,-0.0345,-0.307,100000,271.98,247.791,266.74,300.191,280.468,233.631,233.631,233.631,9.374,7.822999999999999,8.832
COIN-Gaia_12,79.2116,41.7172,924,29,8.752,0.052000000000000005,0.475,0.131,0.5,0.5,0.5,M1,P1,R1,5.44003,9.81857,0.04264,4.27114,1.8451,9.4558,0.0252,5.0933,-1.9711,-1.6806,-0.0161,-2.5422,100000,184.073,202.953,182.272,189.126,204.487,150.445,172.864,217.702,6.079,6.477,6.9670000000000005
COIN-Gaia_13,83.1349,42.1559,509,2,8.519,0.227,0.459,0.113,0.5,0.5,0.5,M2,P1,R1,9.34667,14.96121,0.045610000000000005,3.5264300000000004,2.469,8.9899,0.0258,3.1381,-2.8766,-2.4941,-0.0178,-2.1307,100000,244.031,264.209,248.445,243.865,255.223,228.267,250.967,303.935,7.77,8.117,9.34
COIN-Gaia_15,76.0776,35.8271,1074,44,7.87,0.151,1.5830000000000002,0.046,0.5,0.5,0.5,M2,P1,R1,2.94636,5.42675,0.17927,20.48691,1.0444,14.8627,0.1715,24.7345,-1.1274,-1.1284,-0.1123,-13.7363,100000,382.213,364.419,340.86,370.887,356.844,303.208,335.237,414.242,7.664,8.195,9.008
COIN-Gaia_19,82.1881,34.306,1168,24,8.298,0.242,0.995,0.073,0.5,0.5,0.5,M1,P1,R1,1.98952,11.09721,0.07215,4.53836,1.179,42.7532,0.0645,8.7335,-0.4432,-5.9655,-0.0375,-1.1488,100000,298.565,288.043,260.72900000000004,290.378,285.37,203.866,255.819,267.656,7.0120000000000005,7.653,8.502
COIN-Gaia_2,15.0524,55.4007,1122,57,8.767000000000001,0.095,0.986,0.054000000000000006,0.5,0.5,0.5,M1,P1,R1,1.51971,11.93038,0.05346,8.862919999999997,0.0879,3.8036,0.0278,0.7403,-0.0808,-2.3518,-0.0219,-0.5959,100000,384.666,394.696,413.319,389.93,399.953,385.256,418.295,446.024,11.868,12.573,11.589
COIN-Gaia_20,78.6246,31.7049,1000,40,7.845,0.314,1.001,0.077,0.5,1.0,0.5,M2,P1,R2,3.69299,4.51327,0.054429999999999985,12.46118,0.4147,0.4815,0.0175,4.4182,-0.6015,-0.2625,-0.0166,-4.8707,100000,76.155,102.991,78.848,85.07,102.399,68.902,68.902,74.704,4.803,5.064,4.418
COIN-Gaia_22,91.0537,31.6017,1808,75,8.32,0.161,1.3430000000000002,0.059,0.5,0.5,0.5,M2,P1,R1,1.97971,4.4404900000000005,0.11703,17.873479999999994,0.6289,1.8976,0.0687,18.4909,-0.406,-0.8746,-0.0592,-6.6212,200000,319.6090000000001,317.636,284.514,310.685,302.847,265.683,286.728,333.42,9.562999999999999,8.47,9.162
COIN-Gaia_23,87.4833,27.0201,912,19,7.7570000000000014,0.123,0.8029999999999999,0.053,0.5,0.5,0.5,M2,P1,R1,3.1763,7.29144,0.07902999999999999,6.746060000000001,1.4053,25.0588,0.06,11.9683,-1.0837,-1.9569,-0.040999999999999995,-3.8257,100000,219.762,216.135,226.379,228.69,231.822,183.497,215.41,266.905,8.677,9.213,9.353
COIN-Gaia_27,85.7474,13.7499,1062,43,8.244,0.251,1.876,0.127,0.5,0.5,0.5,M2,P2,R1,4.1569400000000005,6.11257,0.05362000000000002,9.29939,0.9372,2.7159,0.0336,6.6194,-1.3025,-0.765,-0.023,-5.6171,200000,229.538,212.759,198.237,223.104,212.237,190.61,194.637,249.673,8.201,8.135,7.899
COIN-Gaia_28,96.3528,11.1496,1529,21,7.725,0.079,1.134,0.038,0.5,0.5,0.5,M1,P1,R1,2.44433,6.34915,0.08603999999999999,10.6437,0.7886,2.9622,0.0453,11.2484,-0.4273,-1.5552,-0.0399,-3.4231,100000,318.43,373.102,324.41,322.887,341.9290000000001,297.004,324.341,387.14,12.582,11.757,13.038
COIN-Gaia_30,21.0513,70.5658,723,8,8.77,0.344,1.42,0.228,0.5,1.0,0.5,M1,P1,R1,3.9427,5.58624,0.07594,20.84269,0.7609,1.0879,0.0597,13.2578,-0.8740000000000001,-0.5021,-0.039,-9.5968,100000,219.472,231.862,220.978,215.665,222.129,220.652,228.912,236.581,8.613,8.423,9.109
COIN-Gaia_32,28.1647,63.0602,1189,49,8.336,0.28,1.654,0.171,0.5,1.0,0.5,M2,P2,R2,2.57685,6.54994,0.05343,2.68793,1.4121,42.8818,0.0412,5.6186,-1.0859,-2.1545,-0.0241,-1.5007,100000,120.347,105.221,101.658,111.298,103.212,90.096,103.248,119.689,5.6339999999999995,7.4179999999999975,6.773
COIN-Gaia_38,51.4478,51.0852,1133,53,8.197000000000001,0.232,2.146,0.104,0.5,1.0,0.5,M2,P2,R2,1.25336,16.59538,0.06312000000000001,6.29737,0.2003,40.4758,0.0602,1.4641,-0.1285,-8.6997,-0.0317,-0.6475,100000,297.996,314.775,303.064,304.851,314.483,283.231,300.01,300.01,11.135,9.501,11.28
COIN-Gaia_4,26.108,58.7379,1853,146,8.238,0.318,1.767,0.134,0.5,0.5,0.5,M2,P1,R2,2.19991,5.36603,0.06519,7.95825,1.0001,10.2131,0.0474,15.5687,-0.6927,-1.5332,-0.0318,-3.9803,100000,261.754,273.163,277.223,284.34,299.9,200.007,254.371,320.145,13.752,16.062,13.276
COIN-Gaia_40,81.868,33.4984,1917,126,8.157,0.31,1.17,0.101,0.5,0.5,0.5,M2,P1,R2,1.89617,18.4789,0.06823,1.46643,2.0732,52.2002,0.0599,4.0562,-0.7477,-13.0275,-0.0348,-0.3996,100000,207.389,208.732,185.789,205.249,198.775,173.831,189.268,189.268,4.355,4.901,4.606
COIN-Gaia_5,27.3494,58.0715,850,57,8.304,0.243,0.851,0.098,0.5,1.0,0.5,M2,P1,R2,1.84186,22.67232000000001,0.09055,1.72593,1.5077,49.4781,0.0771,3.7441,-0.5086,-17.1606,-0.0497,-0.3689,100000,104.564,99.96,109.403,106.301,102.956,91.411,109.825,109.825,4.757,4.894,4.765
COIN-Gaia_7,33.7124,58.4425,1334,78,7.941,0.27,1.681,0.175,0.5,0.5,0.5,M2,P1,R2,3.73141,5.55165,0.06427000000000001,10.10842,0.8847,3.1414,0.0511,7.3131,-1.2313,-0.8498,-0.0315,-6.4797,200000,212.103,211.391,190.467,201.491,201.601,185.768,195.021,203.562,6.369,6.3770000000000024,6.43
COIN-Gaia_9,47.8121,48.0219,832,23,8.071,0.24,1.221,0.068,0.5,1.0,0.5,M2,P1,R2,1.47322,42.23869000000001,0.02605,1.50551,0.1345,35.6931,0.0091,0.1182,-0.1099,-22.0157,-0.0045,-0.0798,100000,120.506,128.03799999999998,117.386,118.953,121.1,120.506,120.506,120.506,4.985,6.143,5.257999999999999
Collinder_104,99.1571,4.8155,1599,35,7.197,0.081,2.104,0.195,0.9,0.5,0.9,M2,P2,R2,4.44162,22.95449,0.20841,1.66779,1.514,47.4176,0.1909,3.2122,-1.3229,-14.4978,-0.133,-0.5242,100000,404.042,416.139,401.503,435.403,417.912,378.235,378.235,378.235,20.608,21.754,21.978
Collinder_110,99.6746,2.0718,1991,80,9.163,0.056,1.642,0.064,0.5,0.5,0.5,M2,P1,R1,4.50467,19.10412,0.08156000000000001,16.102529999999998,0.1831,2.0236,0.047,1.2428,-0.1647,-1.7714,-0.0387,-1.0079,100000,4315.78,4557.987,4913.37,4761.371,4945.401,4430.989000000001,4496.9,4531.194,58.536,54.128,58.769
Collinder_135,109.2327,-37.099000000000004,307,8,7.669,0.048,0.18,0.061,0.5,0.5,0.5,M1,P1,R1,7.65085,12.46009,0.09086,11.03221,1.9202,4.9134,0.0518,10.5815,-1.8811,-1.7393,-0.0449,-5.5389,100000,274.101,280.012,328.575,301.782,318.818,285.183,311.781,357.587,13.01,14.062000000000001,15.572000000000001
Collinder_140,110.8457,-32.0037,377,8,7.6,0.037000000000000005,0.14300000000000002,0.036000000000000004,0.5,0.5,0.5,M1,P1,R1,2.13583,15.68196,0.05195,5.32536,0.2373,12.1323,0.0372,0.9554,-0.1992,-4.7717,-0.023,-0.6481,100000,157.241,167.021,184.972,174.9,187.327,154.231,164.764,164.764,11.835,11.702,12.369000000000002
Collinder_185,125.8178,-36.3461,1423,76,8.015,0.273,0.647,0.056,0.5,1.0,0.5,M1,P1,R2,1.80237,4.43494,0.15721,10.33822,0.8297,39.3973,0.1201,23.1083,-0.6289,-1.4577,-0.0944,-5.8622,200000,189.219,192.71,177.097,188.925,192.821,124.982,169.669,240.887,5.292000000000002,5.896,6.692
Collinder_197,131.2162,-41.2882,833,64,6.959,0.115,1.921,0.196,0.5,0.5,0.5,M1,P2,R1,1.29299,6.45268,0.12825,31.4527,0.0681,0.914,0.0567,2.2709,-0.0665,-0.6615,-0.0537,-2.0233,100000,675.9939999999998,630.15,591.911,625.643,597.993,595.1419999999998,610.145,644.32,27.076,26.326,32.916
Collinder_258,186.7703,-60.7602,1191,20,8.142999999999999,0.077,0.7509999999999999,0.085,0.5,0.5,0.5,M1,P1,R1,1.21763,15.46926,0.22054,11.84904,0.5691,50.6696,0.2468,13.3703,-0.2025,-11.3352,-0.1446,-1.7907,200000,414.924,380.69,393.848,403.979,382.753,308.112,401.915,401.915,10.037,11.306,11.168
Collinder_261,189.5122,-68.3777,2806,119,9.898,0.129,0.999,0.11,0.5,0.5,0.5,M1,P1,R1,2.40478,22.41182,0.19209,49.89549,0.0773,4.806,0.1965,2.5246,-0.0721,-3.7467,-0.1231,-2.0528,100000,17482.391,18884.335,21759.675,21405.904,22859.851,17515.918,17515.918,17515.918,278.86,286.529,298.853
Collinder_268,199.5402,-67.0778,2281,123,7.729,0.325,1.631,0.065,0.5,0.5,0.5,M1,P1,R2,1.14027,34.65633,0.19729,11.85366,0.1657,41.7024,0.2269,2.0667,-0.1196,-24.5627,-0.1277,-0.9467,100000,868.8480000000002,808.265,804.7610000000002,852.577,805.967,814.915,814.915,814.915,16.972,16.257,16.646
Collinder_272,202.5768,-61.3214,1885,98,7.397,0.07400000000000001,1.4980000000000002,0.028,0.5,0.5,0.5,M2,P1,R2,1.90001,21.55249,0.17545999999999998,11.2423,0.7085,44.3187,0.1946,8.1624,-0.2446,-14.1844,-0.1125,-1.308,500000,1363.966,1317.201,1408.87,1420.335,1409.695,1100.525,1321.878,1321.878,29.561999999999998,34.99,34.801
Collinder_277,207.0395,-66.0657,1395,26,9.019,0.022,0.812,0.069,0.5,0.5,0.5,M2,P1,R1,3.12721,6.4996,0.11389,22.61217000000001,0.4291,0.8285,0.0483,8.5629,-0.2962,-0.6921,-0.0453,-4.6038,100000,472.287,496.49300000000005,555.93,564.1519999999998,608.266,425.002,449.771,472.85,11.615,12.507,13.489
Collinder_307,248.7938,-50.9895,1684,75,7.915,0.294,2.548,0.039,0.5,0.5,0.5,M1,P1,R1,1.54745,5.5643,0.45288,22.41476,0.9233,41.6623,0.4964,50.39100000000001,-0.4256,-2.2945,-0.3142,-9.0798,100000,775.1010000000001,752.325,731.9689999999998,758.357,738.0310000000002,645.562,763.7130000000002,763.7130000000002,14.862,14.672,16.205
Collinder_350,266.9397,1.5473,356,10,8.79,0.14800000000000002,0.981,0.16899999999999998,0.5,0.5,0.5,M1,P1,R1,6.01586,8.94326,0.04823,11.24703,1.2418,2.8011,0.0258,8.8087,-1.4322,-1.0416,-0.0189,-5.7783,100000,177.584,187.023,220.388,208.385,218.857,173.454,192.923,219.472,6.572,7.706,7.016
Collinder_394,283.0602,-20.2242,692,17,7.932,0.155,0.904,0.07200000000000001,0.5,0.5,0.5,M2,P1,R1,3.09095,7.434660000000001,0.62057,17.48489,1.2405,45.083,0.6623,30.5508,-1.0525,-2.4444,-0.4312,-10.0377,100000,423.494,431.324,433.217,448.916,462.359,402.142,402.142,402.142,12.440999999999999,12.354000000000001,12.315
Collinder_419,304.5323,40.7472,1000,44,6.773,0.126,1.133,0.113,0.5,1.0,0.5,M1,P1,R2,0.62431,24.71621,0.5584100000000001,16.16049,0.2947,49.4559,0.7658,17.1685,-0.1086,-22.4471,-0.4027,-1.6707,500000,155.767,167.81599999999997,160.968,145.075,160.247,173.84,173.84,173.84,12.501,10.839,13.411
Collinder_463,26.9513,71.7699,829,12,8.243,0.117,1.096,0.063,0.5,0.5,0.5,M1,P1,R1,3.57336,32.11631,0.05045,5.2947,0.4403,27.2787,0.0396,0.914,-0.3232,-11.2506,-0.0221,-0.5363,100000,1017.483,1072.518,1192.4260000000004,1094.108,1157.109,1101.378,1132.923,1132.923,18.771,20.239,19.605999999999998
Czernik_1,1.9069,61.4769,2624,168,7.349,0.393,2.339,0.08199999999999999,0.5,1.0,0.5,M1,P1,R2,1.0566,2.63317,0.37347,24.26621,0.5379999999999999,47.8232,0.3381,52.7931,-0.4455,-0.815,-0.2456,-13.7252,200000,238.675,243.432,213.85,225.418,229.576,186.341,228.367,247.397,15.3,16.955,14.194
Czernik_13,41.1124,62.3286,2746,192,7.932,0.279,2.195,0.071,0.5,0.5,0.5,M1,P1,R2,3.81569,4.53348,0.14242,44.86381,0.3939,0.4782,0.1132,13.1675,-0.5770000000000001,-0.3039,-0.0816,-17.053,100000,751.613,735.955,692.444,717.56,710.159,711.755,719.585,733.82,20.622,18.86,18.579
Czernik_2,10.960999999999999,60.181999999999995,1685,78,8.468,0.182,1.889,0.044,0.5,0.5,0.5,M1,P1,R1,1.22254,14.34774,0.19275,9.43744,0.397,48.3868,0.2501,6.848,-0.158,-9.7346,-0.1284,-1.2224,200000,433.202,453.38,452.096,431.569,451.213,423.744,459.056,459.056,11.219000000000001,11.9,11.866
Czernik_23,87.5145,28.8963,3102,221,8.495,0.617,1.743,0.155,0.5,0.5,0.5,M1,P1,R1,3.34302,4.03723,0.22457,43.04494,0.3645,0.4561,0.0887,14.0744,-0.5447,-0.262,-0.0895,-17.2175,100000,545.444,530.31,500.286,534.141,514.679,513.915,513.915,546.0740000000002,19.684,18.090999999999998,20.172
Czernik_25,93.4313,6.9538,1910,75,8.802,0.095,1.431,0.102,0.5,0.5,0.5,M1,P1,R2,0.61193,45.73246,0.25215,23.01003,0.039,35.7176,0.2176,1.2802,-0.0357,-30.3168,-0.1502,-0.8668,100000,530.391,526.851,555.332,559.493,557.794,529.8009999999998,529.8009999999998,529.8009999999998,14.579,14.216,14.19
Czernik_43,351.4483,61.3294,2350,113,8.088,0.245,1.931,0.103,0.5,0.5,0.5,M1,P1,R2,2.93411,34.03775,1.08457,5.87228,0.8524,43.0977,1.1142,5.8169,-0.9009999999999999,-26.2281,-0.7573,-2.0757,100000,749.055,727.145,651.819,710.971,696.666,688.802,688.802,688.802,15.931,17.172,14.32
Czernik_5,28.921,61.3542,3263,892,8.604,0.7040000000000001,3.025,0.315,0.5,0.5,0.5,M1,P2,R1,2.20187,2.95088,0.13523,50.17279,0.3488,0.4297,0.0855,26.2715,-0.4135,-0.21600000000000005,-0.0705,-21.07,100000,620.125,563.3580000000002,598.238,618.859,607.9209999999998,602.231,631.849,679.3610000000001,29.81900000000001,29.234,34.98
Czernik_9,38.3978,59.8822,2556,312,8.597000000000001,0.515,3.197,0.165,0.5,1.0,0.5,M2,P2,R2,0.56757,7.95452,0.13037,21.33645,0.047,20.5104,0.1325,2.1905,-0.0483,-3.1023,-0.0816,-1.6578,100000,408.48,777.47,590.03,455.684,736.36,586.805,586.805,586.805,27.358,25.145,27.288
Dias_1,10.6425,64.0661,2627,127,6.9910000000000005,0.062,2.982,0.04,0.5,1.0,0.5,M2,P2,R2,1.63305,3.48339,0.24774,19.0844,0.6647,42.5581,0.2338,32.95,-0.6549,-1.0419,-0.1584,-12.7186,100000,314.242,269.231,342.806,306.528,293.008,305.073,371.755,570.136,17.552,20.831,25.304000000000002
Dias_2,92.2938,4.5845,4030,218,9.107,0.095,1.026,0.13,0.5,1.0,0.5,M1,P1,R2,1.08315,36.38799,0.04028,2.90929,0.1257,39.9536,0.0231,0.3069,-0.0925,-23.4962,-0.0143,-0.1688,100000,414.787,408.74300000000005,379.9,413.333,369.294,391.163,391.163,391.163,15.444,17.219,16.589000000000002
Dias_6,277.6206,-12.3333,2399,196,8.753,0.723,2.801,0.096,0.5,0.5,0.5,M2,P2,R1,0.75825,15.37799,0.15714,34.60301,0.0458,28.2593,0.1682,2.821,-0.0385,-6.6136,-0.0997,-1.9380000000000002,100000,1179.957,1779.965,1873.394,1435.888,2011.351,1724.507,1730.997,1730.997,38.255,45.733000000000004,42.413000000000004
Dolidze_5,305.01599999999996,39.3232,2005,123,7.437,0.672,2.544,0.202,0.5,0.5,0.5,M1,P1,R1,2.13863,5.60376,0.24869,18.47031,0.9736,14.6817,0.1887,34.4406,-0.6114,-1.7061,-0.1583,-9.0103,100000,883.85,889.306,792.7139999999998,816.0189999999999,818.6410000000002,685.88,861.247,1045.967,19.765,21.796999999999997,19.910999999999998
Dolidze_53,296.5941,24.61,1984,222,6.817,0.118,2.695,0.067,0.5,0.5,0.5,M1,P2,R2,1.45688,2.36587,0.13595,29.78067,0.3908,1.3886,0.0768,30.0142,-0.4257,-0.313,-0.0698,-17.0164,200000,203.961,175.56099999999995,248.092,235.702,252.096,191.912,215.148,287.438,24.456999999999997,26.464000000000002,32.929
ESO_130_06,181.9754,-59.3078,804,15,8.201,0.163,0.513,0.076,0.5,1.0,0.5,M1,P1,R2,0.6614899999999999,38.05811,0.24902,16.78689,0.1127,40.7737,0.3297,2.4906,-0.0886,-29.7169,-0.1681,-1.4001,200000,184.57,192.624,171.80599999999995,183.279,190.352,164.435,164.435,164.435,6.0429999999999975,6.334,5.849
ESO_130_08,182.5989,-59.4773,1257,47,8.217,0.223,1.164,0.107,0.5,1.0,0.5,M1,P1,R1,2.03868,5.33294,0.39015,20.08747,0.9562,28.646,0.3898,34.0877,-0.6606,-1.5456,-0.2694,-10.284,200000,403.369,384.576,424.43300000000005,429.307,419.01,375.851,401.355,401.355,14.283,13.55,13.511
ESO_130_13,185.8019,-59.6511,2144,87,7.717,0.146,1.601,0.024,0.5,0.5,0.5,M1,P1,R1,1.80345,5.99021,0.12741,14.4401,0.9098,7.6363,0.0944,24.7994,-0.4123,-2.1352,-0.0736,-4.9798,200000,595.486,591.7919999999998,512.194,577.637,570.783,390.095,505.351,661.2410000000001,11.449000000000002,14.172,17.771
ESO_134_12,221.2119,-59.1543,2178,135,7.117000000000001,0.18,2.823,0.031,0.5,0.5,0.5,M1,P2,R2,1.7632599999999998,4.06776,0.40997,23.03832,0.8293,47.4015,0.4797,44.2846,-0.718,-1.3416,-0.2809,-14.8742,100000,539.561,525.621,514.189,530.094,509.854,483.801,543.661,560.881,23.756,26.884,32.914
ESO_211_03,132.8931,-50.2504,5694,258,8.892000000000003,0.039,3.128,0.083,0.5,0.5,0.5,M1,P1,R1,2.35306,23.2444,0.03805,3.17963,0.3237,29.3061,0.0241,0.6005,-0.2294,-9.1685,-0.0132,-0.3357,100000,2659.73,3900.246,3375.875,3397.817,4133.682,2770.984000000001,2975.047,2975.047,100.23700000000001,115.02799999999999,112.604
ESO_312_04,126.7223,-41.2474,5017,697,8.017999999999999,0.772,2.268,0.23,0.5,1.0,0.5,M1,P2,R2,0.65483,2.6865900000000003,0.17972,20.57126,0.0572,0.5666,0.0501,2.8781,-0.0555,-0.3555,-0.0543,-2.3176,100000,284.876,268.118,255.022,288.012,284.673,254.852,254.852,291.858,26.961,23.956999999999997,24.015
ESO_332_08,253.6906,-40.7299,1693,22,6.9110000000000005,0.085,1.234,0.053,0.5,0.5,0.5,M2,P2,R2,3.13873,36.64961,1.43218,5.87064,0.8814,41.5052,1.3385,5.2339,-0.9842,-28.2334,-0.9823,-2.5239,100000,721.697,562.45,901.794,805.0060000000002,769.8810000000002,859.7689999999999,859.7689999999999,859.7689999999999,42.106,40.24800000000001,38.476
FSR_0236,308.1682,41.4418,1610,91,6.877000000000002,0.076,3.564,0.062,0.5,0.5,0.5,M1,P2,R2,1.7811099999999995,29.76217,1.04818,8.57731,0.5697,46.2293,1.2528,11.2524,-0.5197,-25.0503,-0.7458,-2.5291,100000,589.556,598.873,629.933,653.5980000000002,648.283,570.92,570.92,570.92,47.778999999999996,44.744,48.699
FSR_0241,300.7489,46.1948,2076,124,9.081,0.091,1.328,0.215,0.5,0.5,0.5,M2,P2,R2,1.05337,34.89553,0.07295,4.53338,0.1624,41.5336,0.0609,0.8063,-0.1122,-25.3491,-0.0374,-0.3755,100000,319.193,336.224,338.036,362.361,384.814,280.736,292.823,292.823,11.686,13.287,11.876
FSR_0275,314.1744,46.902,3971,318,8.934,0.066,3.108,0.067,0.5,0.5,0.5,M1,P2,R1,4.97161,8.07226,0.11826,10.44127,1.4428,8.3178,0.1111,9.2958,-1.7496,-1.4882,-0.0698,-7.0124,100000,1704.556,1975.487,1958.127,2008.345,2274.504,1706.285,1751.2479999999996,1770.848,67.12100000000001,66.025,75.485
FSR_0296,320.9823,49.9215,2495,760,8.637,0.653,2.707,0.155,0.5,1.0,0.5,M1,P2,R2,0.5799300000000001,2.65612,0.1956,30.39131,0.0893,1.6083,0.114,7.153,-0.0921,-0.5682,-0.1049,-5.0528,500000,322.712,257.923,309.885,330.0780000000001,306.181,257.923,281.37,307.286,15.360999999999999,20.642,23.843000000000004
FSR_0336,327.7134,55.24,2312,189,7.087999999999999,0.409,2.997,0.141,0.5,0.5,0.5,M2,P2,R2,2.14727,29.71326,0.055999999999999994,5.38647,0.2396,35.1736,0.0518,0.8154,-0.1692,-13.572000000000001,-0.0266,-0.4135,100000,1579.322,1480.922,1508.366,1497.149,1481.023,1532.582,1532.582,1532.582,47.475,42.271,40.521
FSR_0385,340.6206,58.9413,2063,121,8.79,0.064,2.543,0.042,0.5,1.0,0.5,M2,P2,R2,1.8489,4.64113,0.41309,13.605529999999998,0.8957,49.9751,0.425,30.2055,-0.7012,-1.6078,-0.2782,-7.8951,100000,382.306,420.655,413.71,429.064,492.35,316.818,359.88699999999994,359.88699999999994,18.579,20.008,18.173
FSR_0398,339.0961,64.1464,915,23,7.334,0.054000000000000006,1.959,0.062,0.5,0.5,0.5,M2,P1,R2,1.7834,2.6057,0.39747,64.05847,0.4138,9.9565,0.4558,44.3973,-0.782,-0.3929,-0.2688,-49.5647,200000,218.058,233.124,213.024,207.742,216.355,214.887,228.367,249.776,13.411,13.654000000000002,12.333
FSR_0441,355.5414,58.548,3473,196,7.079,0.285,2.419,0.039,0.5,0.5,0.5,M2,P2,R2,2.2397,27.99182,0.485,4.34364,1.0523,47.0463,0.4975,6.2216,-0.6421,-21.7979,-0.3306,-0.9493,100000,597.781,537.9209999999998,389.754,652.5790000000002,567.455,414.921,414.921,414.921,23.771,26.816,22.814
FSR_0448,356.8144,60.8984,3113,511,8.818,0.191,2.952,0.165,0.5,0.5,0.5,M2,P2,R2,1.04384,29.920990000000003,0.10284,4.26809,0.6377,45.8211,0.0953,3.7791,-0.226,-25.4877,-0.0587,-0.6192,200000,461.953,439.534,485.92800000000005,513.18,534.275,293.219,432.454,432.454,20.198,24.618000000000002,23.991
FSR_0494,6.4311,63.7511,3466,585,8.87,0.077,2.832,0.087,0.6,0.5,0.6,M2,P2,R1,2.44015,5.78872,0.0454,6.0671599999999986,1.1909,7.0577,0.0311,9.3945,-0.8182,-1.2607,-0.0183,-2.8964,100000,740.735,792.039,735.932,875.75,853.039,600.082,665.221,747.076,34.759,40.938,42.098
FSR_0498,7.3369,62.3899,2463,127,7.473,0.411,1.521,0.114,0.5,1.0,0.5,M2,P1,R1,1.0779,8.00826,0.05197,4.80921,1.028,44.2185,0.0313,12.8773,-0.239,-5.0061,-0.0227,-0.8372,500000,289.502,310.181,258.393,274.138,292.561,153.942,271.121,335.455,10.463,11.624,16.127
FSR_0537,19.7039,60.3534,3093,201,7.149,0.091,1.84,0.051,0.5,0.5,0.5,M2,P1,R1,1.42527,8.861839999999997,0.08619,5.61188,0.7358,40.7488,0.0858,6.8248,-0.2698,-4.626,-0.0487,-1.2858,100000,473.961,458.381,407.649,448.04,426.17,352.6,415.741,415.741,24.933000000000003,27.6,23.219
FSR_0553,25.2417,64.5204,2225,186,8.855,0.48,1.885,0.206,0.5,0.5,0.5,M2,P2,R2,2.19038,2.99188,0.20426,31.54783,0.39799999999999996,1.3559999999999999,0.145,18.0427,-0.7057,-0.3199,-0.1174,-20.0484,500000,227.697,208.674,202.221,222.946,205.658,198.874,204.639,249.602,10.325,9.404,10.720999999999998
FSR_0674,63.0983,48.7296,2944,656,8.782,0.134,3.107,0.15,0.5,0.5,0.5,M2,P2,R2,1.63679,15.68142,0.35052,5.282780000000002,1.117,54.2029,0.4289,16.1116,-0.557,-11.9935,-0.24,-1.5845,100000,316.228,323.308,321.633,324.065,332.215,314.459,314.459,314.459,19.403,16.83,20.484
FSR_0728,67.4594,38.4917,1576,86,8.134,0.32299999999999995,2.292,0.16899999999999998,0.5,1.0,0.5,M1,P1,R2,0.83965,7.734660000000001,0.22231,14.04785,0.2597,47.9525,0.2636,9.2124,-0.1281,-4.5833,-0.1504,-2.3415,200000,345.086,350.5630000000001,314.446,324.726,332.574,273.877,325.23,325.23,6.5820000000000025,8.861,8.645
FSR_0761,83.3381,39.8388,2485,312,8.77,0.258,1.568,0.368,0.5,0.5,0.5,M1,P2,R2,1.13283,34.94954,1.07368,10.624,0.6389,43.1655,1.169,7.9474,-0.401,-30.1716,-0.7527,-2.2507,200000,366.377,364.017,318.55,356.704,345.122,325.078,325.078,325.078,14.639000000000001,14.117,11.997
