Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,e_pmRA*,pmDE,e_pmDE,plx,e_plx,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc
Haffner_20,119.061,-30.369,246.974,-0.933,0.017,44,-2.294,0.092,3.407,0.111,0.178,0.043,8.29,1.8,13.19,4341.0,-1698.0,-3995.0,-70.0,10804.0
Haffner_21,120.288,-27.212,244.846,1.636,0.029,58,-1.432,0.097,1.563,0.089,0.286,0.054,8.43,0.59,12.49,3143.0,-1335.0,-2843.0,89.0,10084.0
Haffner_22,123.108,-27.913,246.783,3.366,0.078,146,-1.638,0.075,2.878,0.058,0.329,0.033,9.39,0.33,12.24,2802.0,-1102.0,-2571.0,164.0,9786.0
Haffner_23,107.389,-16.866,229.987,-3.729,0.117,49,-0.526,0.062,-0.077,0.064,0.448,0.035,8.5,0.66,11.55,2042.0,-1310.0,-1560.0,-132.0,9775.0
Haffner_26,123.911,-30.851,249.623,2.328,0.066,52,-1.588,0.058,2.37,0.065,0.303,0.039,8.73,0.46,12.23,2788.0,-970.0,-2612.0,113.0,9669.0
Haffner_3,106.027,-6.133,219.831,0.01,0.042,29,-1.179,0.111,-0.906,0.085,0.379,0.057,8.77,0.79,12.0,2511.0,-1928.0,-1608.0,0.0,10394.0
Haffner_4,106.512,-15.002,227.939,-3.627,0.024,57,-0.417,0.11,0.904,0.099,0.223,0.074,8.66,1.05,13.52,5051.0,-3377.0,-3742.0,-319.0,12300.0
Haffner_5,109.493,-22.66,236.059,-4.635,0.06,180,0.965,0.103,-4.06,0.111,0.571,0.052,9.67,0.76,11.14,1692.0,-942.0,-1399.0,-136.0,9387.0
Haffner_6,109.998,-13.151,227.864,0.226,0.049,154,-1.22,0.095,1.96,0.102,0.204,0.057,8.79,1.36,13.25,4466.0,-2996.0,-3311.0,17.0,11810.0
Haffner_7,110.734,-29.502,242.677,-6.801,0.032,76,-1.541,0.092,2.966,0.102,0.199,0.05,8.94,0.47,13.19,4350.0,-1983.0,-3838.0,-515.0,11013.0
Haffner_8,110.777,-12.31,227.479,1.293,0.04,93,-1.626,0.083,0.446,0.09,0.314,0.048,8.38,1.16,12.39,3009.0,-2033.0,-2217.0,67.0,10608.0
Haffner_9,111.175,-17.001,231.795,-0.586,0.035,126,-0.832,0.124,0.424,0.13,0.337,0.069,8.58,1.38,12.32,2906.0,-1797.0,-2283.0,-29.0,10391.0
Harvard_10,244.859,-54.957,329.885,-3.365,0.354,153,-1.919,0.188,-10.577,0.167,1.418,0.059,8.3,0.45,9.28,716.0,618.0,-358.0,-42.0,7729.0
Harvard_13,255.999,-48.09,339.615,-4.056,0.078,32,-2.766,0.153,-7.19,0.094,0.807,0.034,8.93,1.43,10.58,1308.0,1223.0,-454.0,-92.0,7131.0
Harvard_16,262.781,-36.813,351.718,-1.64,0.132,347,-0.636,0.172,-0.778,0.146,0.623,0.073,7.86,2.42,11.01,1591.0,1574.0,-229.0,-45.0,6769.0
Harvard_20,298.321,18.345,56.312,-4.686,0.079,36,-1.732,0.089,-4.447,0.083,0.461,0.049,8.16,0.51,11.39,1898.0,1049.0,1574.0,-155.0,7458.0
Havlen_Moffat_1,259.752,-38.817,348.715,-0.784,0.019,25,-1.047,0.161,-2.552,0.11,0.211,0.059,,,,,,,,
Hogg_10,167.663,-60.385,290.788,0.088,0.032,11,-6.201,0.071,1.754,0.046,0.382,0.023,,,,,,,,
Hogg_15,190.906,-63.101,302.048,-0.242,0.064,72,-6.018,0.095,-0.461,0.073,0.266,0.052,6.34,3.4,12.4,3020.0,1602.0,-2560.0,-12.0,7207.0
Hogg_17,218.459,-61.326,314.899,-0.856,0.059,41,-5.201,0.067,-2.433,0.081,0.407,0.053,8.17,1.8,11.79,2277.0,1607.0,-1613.0,-34.0,6923.0
Hogg_18,222.716,-52.271,320.784,6.413,0.067,25,-1.808,0.137,-2.317,0.128,0.564,0.04,8.42,1.21,11.22,1756.0,1352.0,-1103.0,196.0,7074.0
Hogg_19,247.236,-49.11,335.08,-0.308,0.046,34,-2.05,0.085,-3.125,0.063,0.369,0.036,7.27,2.14,12.04,2558.0,2319.0,-1077.0,-13.0,6115.0
Hogg_21,251.414,-47.747,337.95,-1.45,0.045,27,-0.937,0.132,-2.206,0.102,0.366,0.06,7.95,1.54,12.16,2703.0,2504.0,-1014.0,-68.0,5922.0
Hogg_4,149.424,-54.612,279.469,0.144,0.077,226,-5.022,0.085,4.484,0.098,0.21,0.051,9.17,1.04,13.02,4025.0,662.0,-3970.0,10.0,8643.0
IC_1311,302.697,41.177,77.705,4.18,0.039,449,-3.364,0.139,-5.047,0.141,0.124,0.073,8.96,1.34,13.95,6167.0,1309.0,6009.0,449.0,9248.0
IC_1369,318.033,47.77,89.606,-0.398,0.043,185,-4.644,0.121,-5.609,0.111,0.262,0.06,8.46,2.11,12.59,3301.0,22.0,3301.0,-22.0,8948.0
IC_1396,324.745,57.514,99.309,3.755,0.297,403,-2.355,0.398,-4.495,0.362,1.066,0.076,7.08,1.59,9.79,905.0,-146.0,891.0,59.0,8532.0
IC_1434,332.625,52.858,99.951,-2.679,0.091,231,-3.904,0.086,-3.328,0.089,0.278,0.036,8.44,0.58,12.71,3481.0,-600.0,3424.0,-162.0,9574.0
IC_1442,333.978,53.995,101.258,-2.199,0.115,95,-3.341,0.078,-3.283,0.088,0.259,0.043,7.29,1.17,12.65,3386.0,-660.0,3318.0,-129.0,9593.0
IC_1590,13.205,56.629,123.123,-6.242,0.055,97,-2.368,0.141,-1.449,0.134,0.339,0.072,6.79,1.13,12.37,2980.0,-1618.0,2481.0,-324.0,10263.0
IC_166,28.094,61.857,130.052,-0.169,0.06,699,-1.439,0.122,1.126,0.144,0.175,0.08,9.12,2.47,13.62,5285.0,-3401.0,4045.0,-15.0,12418.0
IC_1805,38.21,61.471,134.733,0.945,0.111,106,-0.702,0.134,-0.669,0.179,0.449,0.039,6.88,2.22,11.47,1964.0,-1382.0,1395.0,32.0,9821.0
IC_1848,42.855,60.419,137.222,0.919,0.2,279,-0.372,0.164,-0.315,0.179,0.415,0.056,7.2,1.75,11.9,2398.0,-1760.0,1628.0,38.0,10230.0
IC_2157,91.183,24.091,186.34,1.243,0.047,35,0.959,0.091,-2.982,0.076,0.448,0.029,8.18,1.1,11.53,2020.0,-2007.0,-223.0,43.0,10349.0
IC_2391,130.292,-52.991,270.386,-6.737,0.814,222,-24.644,0.883,23.316,0.733,6.582,0.133,7.46,0.04,5.86,148.0,0.0,-147.0,-17.0,8340.0
IC_2395,130.531,-48.09,266.58,-3.627,0.209,291,-4.464,0.237,3.293,0.296,1.379,0.087,7.31,0.51,9.23,702.0,-41.0,-699.0,-44.0,8410.0
IC_2488,141.857,-57.004,277.812,-4.442,0.22,404,-7.761,0.141,5.698,0.134,0.718,0.044,8.21,0.67,10.61,1323.0,179.0,-1307.0,-102.0,8264.0
IC_2581,156.867,-57.626,284.591,0.025,0.059,103,-7.275,0.052,3.594,0.058,0.352,0.035,7.01,1.17,12.02,2535.0,638.0,-2454.0,1.0,8082.0
IC_2602,160.613,-64.426,289.565,-4.955,1.449,311,-17.582,0.833,10.7,0.902,6.561,0.157,7.56,0.03,5.87,149.0,49.0,-140.0,-12.0,8291.0
IC_2714,169.373,-62.719,292.401,-1.784,0.171,888,-7.597,0.167,2.639,0.168,0.719,0.044,8.72,0.95,10.67,1360.0,518.0,-1257.0,-42.0,7922.0
IC_2948,174.822,-63.44,294.97,-1.689,0.105,51,-5.968,0.109,0.647,0.053,0.388,0.033,6.81,1.16,12.0,2508.0,1058.0,-2273.0,-73.0,7628.0
IC_348,56.132,32.159,160.486,-17.81,0.096,139,4.483,0.593,-6.447,0.603,3.079,0.152,7.07,1.91,7.64,337.0,-303.0,107.0,-103.0,8643.0
IC_361,64.736,58.252,147.512,5.662,0.068,470,1.721,0.129,-1.139,0.123,0.227,0.074,8.91,1.92,12.77,3576.0,-3002.0,1911.0,352.0,11502.0
IC_4651,261.212,-49.917,340.104,-7.902,0.23,806,-2.41,0.213,-5.064,0.202,1.056,0.063,9.22,0.42,9.96,982.0,915.0,-331.0,-135.0,7432.0
IC_4665,266.554,5.615,30.514,17.055,0.506,167,-0.909,0.28,-8.52,0.283,2.868,0.129,7.52,0.45,7.75,354.0,292.0,172.0,104.0,8049.0
IC_4725,277.937,-19.114,13.701,-4.425,0.261,461,-1.688,0.208,-6.117,0.242,1.514,0.062,8.05,0.84,9.22,698.0,676.0,164.0,-53.0,7665.0
IC_4756,279.649,5.435,36.322,5.325,0.534,466,1.26,0.254,-4.927,0.263,2.093,0.075,9.11,0.29,8.53,506.0,406.0,299.0,47.0,7938.0
IC_4996,304.135,37.649,75.37,1.308,0.028,69,-2.681,0.097,-5.348,0.135,0.487,0.03,7.05,1.5,11.55,2043.0,515.0,1976.0,46.0,8069.0
IC_5146,328.372,47.246,94.383,-5.52,0.068,105,-2.91,0.374,-2.49,0.415,1.213,0.129,,,,,,,,
Ivanov_4,105.144,-8.861,221.858,-2.016,0.019,9,-1.355,0.103,1.022,0.292,0.355,0.077,7.8,1.24,11.97,2480.0,-1846.0,-1654.0,-87.0,10320.0
Ivanov_8,124.794,-35.658,254.02,0.247,0.012,14,-2.375,0.151,3.543,0.12,0.088,0.06,,,,,,,,
Juchert_1,290.629,12.667,47.726,-0.997,0.024,53,-1.777,0.167,-4.609,0.163,0.232,0.089,,,,,,,,
Juchert_10,220.049,-60.375,315.987,-0.289,0.043,132,-4.915,0.166,-2.592,0.257,0.107,0.141,,,,,,,,
Juchert_13,180.431,-64.099,297.535,-1.75,0.048,177,-8.127,0.123,0.249,0.102,0.274,0.062,9.36,1.74,12.65,3390.0,1566.0,-3005.0,-103.0,7409.0
Juchert_18,97.864,6.804,204.6,-1.313,0.025,25,0.059,0.225,0.057,0.15,0.148,0.112,7.39,2.02,13.79,5733.0,-5211.0,-2385.0,-131.0,13759.0
Juchert_19,60.585,52.446,149.74,-0.195,0.025,21,-0.141,0.31,0.176,0.118,0.102,0.061,6.91,3.33,13.83,5822.0,-5028.0,2933.0,-19.0,13687.0
Juchert_20,62.703,46.874,154.492,-3.414,0.04,72,1.103,0.207,-1.643,0.153,0.331,0.075,8.48,1.74,12.47,3115.0,-2806.0,1339.0,-185.0,11226.0
Juchert_3,286.886,6.279,40.354,-0.701,0.028,60,-1.509,0.327,-3.985,0.454,0.283,0.16,,,,,,,,
Juchert_9,58.84,58.391,145.122,3.68,0.02,34,-0.223,0.102,-0.033,0.163,0.186,0.087,7.06,2.25,13.39,4770.0,-3905.0,2722.0,306.0,12544.0
Juchert_Saloran_1,4.078,59.967,118.545,-2.606,0.038,65,-1.731,0.134,-1.312,0.142,0.197,0.086,8.78,2.82,13.66,5383.0,-2569.0,4724.0,-244.0,11889.0
Kharchenko_1,92.197,24.281,186.624,2.144,0.065,29,0.767,0.117,-2.286,0.126,0.42,0.07,8.85,0.93,11.89,2382.0,-2365.0,-274.0,89.0,10708.0
King_1,5.505,64.383,119.758,1.692,0.155,651,-4.947,0.154,-1.273,0.126,0.519,0.067,9.56,1.9,11.19,1727.0,-857.0,1499.0,51.0,9318.0
King_10,343.748,59.17,108.493,-0.398,0.039,201,-2.722,0.164,-2.088,0.146,0.259,0.065,7.24,3.43,12.97,3931.0,-1247.0,3728.0,-27.0,10286.0
King_11,356.912,68.636,117.151,6.484,0.062,260,-3.358,0.2,-0.643,0.136,0.262,0.09,9.65,2.67,12.46,3097.0,-1404.0,2738.0,349.0,10122.0
King_12,358.265,61.953,116.128,-0.145,0.054,56,-3.416,0.078,-1.42,0.082,0.296,0.032,7.27,1.85,12.47,3126.0,-1376.0,2806.0,-7.0,10113.0
King_13,2.553,61.175,117.982,-1.3,0.071,244,-2.746,0.104,-0.839,0.086,0.231,0.053,8.7,1.76,12.74,3525.0,-1653.0,3112.0,-79.0,10467.0
King_14,7.987,63.163,120.734,0.375,0.058,94,-3.267,0.096,-0.985,0.082,0.402,0.053,8.16,1.3,11.92,2420.0,-1236.0,2080.0,15.0,9800.0
King_15,8.262,61.854,120.765,-0.941,0.041,65,-2.326,0.104,-0.862,0.107,0.306,0.056,8.47,1.58,12.66,3403.0,-1740.0,2923.0,-55.0,10495.0
King_16,10.915,64.172,122.084,1.313,0.051,31,-2.908,0.102,-0.419,0.058,0.328,0.028,7.72,2.0,12.29,2874.0,-1526.0,2434.0,65.0,10162.0
King_17,77.09,39.069,167.297,-0.745,0.038,38,-0.126,0.176,-1.274,0.09,0.239,0.06,7.72,1.61,13.07,4106.0,-4005.0,902.0,-53.0,12378.0
King_18,343.055,58.289,107.785,-1.032,0.049,47,-2.639,0.101,-2.068,0.077,0.31,0.046,7.63,1.96,12.49,3153.0,-963.0,3002.0,-56.0,9775.0
King_19,347.053,60.523,110.563,0.155,0.061,133,-4.838,0.099,-2.651,0.102,0.343,0.045,8.69,1.94,12.07,2598.0,-912.0,2432.0,7.0,9567.0
King_2,12.741,58.188,122.869,-4.684,0.051,117,-1.358,0.112,-0.824,0.14,0.166,0.095,9.61,0.97,14.15,6760.0,-3656.0,5659.0,-552.0,13264.0
King_20,353.305,58.469,112.839,-2.861,0.061,69,-2.686,0.072,-2.585,0.084,0.496,0.05,8.41,2.06,11.45,1949.0,-755.0,1794.0,-97.0,9270.0
King_21,357.479,62.705,115.945,0.671,0.046,100,-3.259,0.095,-1.675,0.124,0.305,0.05,7.99,2.03,12.39,3005.0,-1314.0,2702.0,35.0,10025.0
King_23,110.459,-0.988,217.296,6.305,0.059,89,-0.457,0.084,-0.879,0.086,0.279,0.06,9.29,0.17,12.48,3136.0,-2480.0,-1889.0,344.0,10983.0
King_25,291.122,13.696,48.86,-0.934,0.052,124,-1.367,0.136,-3.958,0.154,0.31,0.072,7.65,4.17,12.45,3089.0,2032.0,2326.0,-50.0,6723.0
King_26,292.237,14.882,50.417,-1.321,0.036,78,-2.344,0.129,-4.935,0.136,0.414,0.066,8.37,2.71,11.79,2281.0,1453.0,1757.0,-52.0,7107.0
King_4,39.028,59.024,136.054,-1.155,0.052,72,-0.575,0.096,-0.084,0.136,0.378,0.051,8.0,2.2,12.16,2706.0,-1948.0,1878.0,-54.0,10458.0
King_5,48.682,52.695,143.768,-4.281,0.091,234,-0.282,0.152,-1.2,0.127,0.367,0.058,9.01,1.97,12.06,2581.0,-2076.0,1521.0,-192.0,10526.0
King_6,51.982,56.444,143.345,-0.095,0.159,227,3.864,0.219,-1.814,0.244,1.346,0.067,8.31,1.34,9.38,751.0,-603.0,448.0,-1.0,8954.0
King_7,59.783,51.785,149.8,-1.017,0.06,354,1.121,0.22,-1.196,0.181,0.286,0.084,8.35,3.18,12.51,3171.0,-2740.0,1594.0,-56.0,11194.0
King_8,87.324,33.633,176.384,3.101,0.025,84,0.52,0.176,-1.743,0.145,0.131,0.082,8.92,1.38,13.71,5517.0,-5498.0,347.0,298.0,13842.0
King_9,333.877,54.405,101.441,-1.828,0.028,49,-2.28,0.202,-0.972,0.152,0.129,0.073,9.49,1.33,13.78,5696.0,-1129.0,5580.0,-181.0,10991.0
Koposov_10,86.861,35.427,174.646,3.695,0.04,59,0.457,0.164,-1.78,0.156,0.329,0.083,8.25,2.08,12.38,2992.0,-2973.0,278.0,192.0,11316.0
Koposov_12,90.245,35.287,176.155,6.013,0.078,125,0.699,0.116,-1.732,0.085,0.396,0.062,8.59,1.43,11.96,2461.0,-2442.0,164.0,257.0,10783.0
Koposov_36,84.218,31.21,177.069,-0.403,0.064,69,0.804,0.132,-3.668,0.114,0.541,0.063,8.63,1.76,11.35,1864.0,-1862.0,95.0,-13.0,10202.0
Koposov_43,88.079,29.901,179.923,1.747,0.033,10,-0.037,0.086,-1.664,0.048,0.18,0.04,9.45,1.41,13.34,4662.0,-4659.0,6.0,142.0,12999.0
Koposov_53,92.221,26.264,184.897,3.121,0.039,41,0.242,0.133,-0.632,0.14,0.18,0.073,7.21,1.53,13.56,5143.0,-5116.0,-438.0,280.0,13463.0
Koposov_63,92.499,24.567,186.507,2.522,0.043,44,0.546,0.118,-0.447,0.117,0.206,0.07,9.29,1.06,12.89,3780.0,-3752.0,-428.0,166.0,12100.0
Kronberger_1,82.089,34.777,173.106,0.049,0.014,32,-0.05,0.133,-2.199,0.249,0.443,0.112,6.78,2.05,11.84,2338.0,-2321.0,280.0,2.0,10665.0
Kronberger_25,275.667,-14.727,16.584,-0.467,0.007,19,-0.343,0.186,-1.827,0.149,0.268,0.036,,,,,,,,
Kronberger_4,296.297,28.16,63.844,1.883,0.014,61,-2.542,0.133,-4.836,0.163,0.119,0.104,8.83,2.19,14.22,6984.0,3077.0,6265.0,229.0,8182.0
Kronberger_52,299.536,30.883,67.625,0.851,0.024,57,-2.622,0.113,-4.837,0.091,0.106,0.074,8.61,2.49,13.49,4997.0,1902.0,4620.0,74.0,7924.0
Kronberger_54,300.778,31.968,69.106,0.523,0.006,10,-2.596,0.108,-5.209,0.081,0.195,0.051,,,,,,,,
Kronberger_57,305.986,36.602,75.344,-0.501,0.012,25,-3.54,0.107,-4.406,0.078,0.275,0.082,,,,,,,,
Kronberger_69,300.499,31.42,68.516,0.433,0.033,33,-2.741,0.12,-5.246,0.167,0.351,0.067,7.61,2.46,12.14,2680.0,981.0,2493.0,20.0,7769.0
Kronberger_79,293.478,18.522,54.18,-0.611,0.015,59,-2.718,0.108,-5.33,0.117,0.148,0.095,,,,,,,,
Kronberger_80,317.954,52.379,92.928,2.798,0.015,41,-2.329,0.282,-2.887,0.209,0.071,0.132,,,,,,,,
Kronberger_81,321.547,53.534,95.271,2.067,0.045,28,-2.61,0.258,-3.324,0.192,0.228,0.127,,,,,,,,
Kronberger_84,323.884,53.517,96.275,1.106,0.019,27,-3.085,0.191,-2.908,0.131,0.225,0.079,8.46,1.94,13.03,4045.0,-442.0,4020.0,78.0,9658.0
Kronberger_85,119.59,-34.77,250.967,-2.842,0.025,29,-1.265,0.156,2.815,0.228,0.069,0.113,,,,,,,,
LDN_988e,316.027,50.245,90.539,2.245,0.024,33,1.181,0.288,-3.56,0.261,1.596,0.125,,,,,,,,
LP_1218,273.976,-18.099,12.845,-0.632,0.06,89,-0.034,0.084,-1.161,0.123,0.365,0.051,8.41,1.86,12.02,2536.0,2473.0,563.0,-27.0,5893.0
LP_1235,281.846,-5.255,27.793,-1.495,0.107,166,0.41,0.1,-2.124,0.098,0.469,0.043,8.6,1.82,11.5,1998.0,1766.0,931.0,-52.0,6638.0
LP_145,256.976,-44.157,343.169,-2.23,0.122,487,-2.091,0.205,-5.424,0.169,0.521,0.087,9.0,3.0,11.49,1982.0,1895.0,-573.0,-77.0,6469.0
LP_1540,170.219,-59.302,291.594,1.562,0.061,75,-5.245,0.069,1.807,0.092,0.346,0.038,9.21,0.49,12.02,2539.0,934.0,-2360.0,69.0,7772.0
LP_1624,266.582,-29.175,359.877,-0.257,0.125,198,1.705,0.124,-0.777,0.103,0.48,0.053,8.46,1.63,11.36,1866.0,1866.0,-4.0,-8.0,6473.0
LP_1800,337.843,58.053,105.257,0.071,0.21,230,-4.592,0.137,-2.648,0.134,0.705,0.052,8.52,1.25,10.72,1392.0,-366.0,1343.0,1.0,8809.0
LP_198,112.127,-20.107,234.957,-1.27,0.096,79,-2.262,0.062,2.497,0.095,0.278,0.063,8.41,0.54,12.54,3213.0,-1844.0,-2630.0,-71.0,10519.0
LP_1994,191.005,-58.096,301.948,4.761,0.141,214,-2.174,0.094,-1.294,0.088,0.501,0.052,8.86,1.22,11.4,1905.0,1004.0,-1611.0,158.0,7509.0
LP_2000,319.099,57.463,97.08,5.822,0.18,134,-3.102,0.129,-4.407,0.143,0.71,0.039,8.34,1.02,10.59,1312.0,-160.0,1295.0,133.0,8599.0
LP_2059,153.233,-60.885,284.814,-3.717,0.191,88,-6.337,0.082,3.073,0.088,0.472,0.037,8.43,0.3,11.47,1970.0,502.0,-1901.0,-127.0,8064.0
LP_2068,283.967,-5.094,28.897,-3.303,0.071,110,-0.47,0.144,-4.333,0.12,0.503,0.054,8.35,1.22,11.47,1969.0,1721.0,950.0,-113.0,6686.0
LP_2094,175.495,-61.961,294.867,-0.182,0.107,131,-3.712,0.119,1.269,0.112,0.545,0.062,8.17,0.6,11.19,1733.0,728.0,-1572.0,-5.0,7771.0
LP_2100,227.612,-60.495,319.247,-2.105,0.137,65,-3.383,0.083,-3.509,0.1,0.481,0.06,8.4,1.39,11.5,1992.0,1508.0,-1299.0,-73.0,6954.0
LP_2117,282.302,-4.466,28.702,-1.54,0.184,526,1.089,0.139,0.094,0.15,0.607,0.066,8.8,2.08,10.89,1507.0,1321.0,723.0,-40.0,7055.0
LP_2123,297.959,22.107,59.381,-2.476,0.078,67,-0.771,0.112,-2.324,0.088,0.582,0.043,8.54,1.72,11.11,1670.0,849.0,1436.0,-72.0,7626.0
LP_2139,67.683,46.302,157.324,-1.406,0.198,215,0.308,0.155,-4.233,0.112,0.87,0.07,8.43,1.68,10.21,1101.0,-1015.0,424.0,-27.0,9365.0
LP_2198,107.506,4.667,210.88,6.256,0.166,117,0.678,0.126,-1.008,0.118,0.8,0.068,9.31,0.17,10.4,1204.0,-1027.0,-614.0,131.0,9387.0
LP_2210,247.197,-54.963,330.822,-4.328,0.124,100,0.04,0.092,-1.284,0.098,0.684,0.056,8.11,0.8,10.73,1400.0,1218.0,-680.0,-105.0,7153.0
LP_2219,130.848,-45.788,264.897,-2.039,0.377,208,-5.079,0.093,4.603,0.124,0.648,0.045,8.1,0.76,10.82,1457.0,-129.0,-1450.0,-51.0,8592.0
LP_2220,127.45,-41.343,259.864,-1.327,0.193,89,-1.762,0.103,1.07,0.079,0.716,0.039,8.66,0.68,10.65,1349.0,-237.0,-1328.0,-31.0,8679.0
LP_2238,167.713,-56.821,289.46,3.397,0.106,90,-7.446,0.106,0.66,0.14,0.814,0.044,8.47,0.25,10.38,1193.0,397.0,-1123.0,70.0,8022.0
LP_2253,307.515,45.921,83.604,3.974,0.121,105,-1.251,0.128,-0.969,0.142,0.674,0.062,7.71,1.12,10.97,1563.0,173.0,1550.0,108.0,8312.0
LP_273,245.723,-50.172,333.636,-0.347,0.07,86,-2.322,0.099,-4.119,0.087,0.372,0.048,8.58,2.05,11.9,2399.0,2150.0,-1065.0,-14.0,6280.0
LP_282,265.248,-33.257,355.802,-1.426,0.067,63,-0.065,0.157,-1.024,0.113,0.344,0.058,,,,,,,,
LP_321,296.389,21.153,57.819,-1.698,0.076,212,-0.36,0.132,-3.531,0.125,0.434,0.08,9.07,2.47,11.58,2068.0,1101.0,1750.0,-61.0,7447.0
LP_403,161.024,-58.095,286.743,0.717,0.095,125,-7.047,0.082,2.935,0.081,0.37,0.041,7.42,1.35,12.21,2764.0,796.0,-2647.0,34.0,7994.0
LP_5,156.138,-72.51,292.315,-12.738,0.627,342,-6.89,0.099,1.462,0.201,0.51,0.036,9.43,0.27,11.32,1840.0,681.0,-1660.0,-405.0,7836.0
LP_589,119.812,-19.126,237.713,5.496,0.063,98,-1.387,0.101,0.501,0.062,0.312,0.043,8.49,0.23,12.41,3037.0,-1614.0,-2555.0,290.0,10277.0
LP_597,282.104,8.714,40.362,4.628,0.067,131,-0.058,0.163,-1.49,0.129,0.418,0.053,8.73,2.46,11.6,2087.0,1585.0,1347.0,168.0,6887.0
LP_658,95.274,-3.431,212.537,-8.312,0.137,106,-1.458,0.101,1.613,0.102,0.673,0.047,8.97,0.59,10.93,1533.0,-1279.0,-816.0,-221.0,9653.0
LP_861,244.705,-52.88,331.278,-1.821,0.034,67,-2.563,0.109,-3.953,0.09,0.243,0.058,9.27,1.36,13.06,4087.0,3582.0,-1963.0,-129.0,5146.0
LP_866,261.768,-39.405,349.115,-2.407,0.07,205,2.907,0.229,0.48,0.185,0.391,0.08,9.28,2.3,11.96,2464.0,2417.0,-464.0,-103.0,5940.0
LP_876,316.055,42.074,84.46,-3.218,0.081,48,-2.454,0.068,-4.273,0.061,0.472,0.042,7.68,1.72,11.64,2124.0,204.0,2111.0,-119.0,8404.0
LP_930,102.845,-1.801,214.529,-0.834,0.078,161,-0.915,0.135,2.996,0.101,0.391,0.063,9.36,0.74,11.87,2371.0,-1953.0,-1343.0,-34.0,10380.0
LP_947,118.61,-27.518,244.329,0.205,0.065,89,-4.264,0.094,3.683,0.103,0.333,0.051,9.13,1.22,12.3,2889.0,-1251.0,-2604.0,10.0,9939.0
L_1641S,85.675,-8.133,212.48,-18.954,0.143,99,0.013,0.346,-0.39,0.417,2.288,0.138,,,,,,,,
Loden_1194,212.006,-59.786,312.436,1.665,0.336,62,-7.762,0.171,-4.667,0.202,1.329,0.053,8.4,0.46,9.19,688.0,464.0,-508.0,20.0,7891.0
Loden_372,172.769,-58.507,292.583,2.74,0.088,64,-6.807,0.111,0.936,0.106,0.551,0.045,7.98,0.68,11.2,1734.0,665.0,-1599.0,82.0,7839.0
Loden_46,155.884,-54.667,282.56,2.246,0.327,39,-11.367,0.084,4.645,0.098,0.875,0.033,8.92,0.21,10.22,1105.0,240.0,-1078.0,43.0,8171.0
Lynga_1,209.994,-62.152,310.842,-0.338,0.035,29,-5.303,0.079,-2.274,0.08,0.422,0.034,8.22,0.94,11.75,2242.0,1466.0,-1696.0,-13.0,7079.0
Lynga_14,253.764,-45.239,340.913,-1.091,0.035,13,-0.336,0.115,-1.977,0.133,0.308,0.052,,,,,,,,
Lynga_2,216.085,-61.328,313.839,-0.44,0.198,147,-6.716,0.122,-4.696,0.145,1.034,0.049,8.01,0.79,9.93,970.0,672.0,-699.0,-7.0,7699.0
Lynga_3,229.194,-58.373,321.035,-0.705,0.018,24,-4.853,0.115,-3.727,0.148,0.108,0.076,,,,,,,,
Lynga_4,233.344,-55.234,324.662,0.653,0.048,54,-3.983,0.185,-3.004,0.129,0.35,0.078,,,,,,,,
Lynga_5,235.462,-56.68,324.766,-1.213,0.078,131,-3.66,0.11,-3.561,0.125,0.305,0.061,8.9,2.5,12.33,2929.0,2392.0,-1689.0,-62.0,6183.0
Lynga_6,241.218,-51.96,330.352,0.302,0.056,30,-1.866,0.144,-2.757,0.098,0.383,0.05,6.49,3.51,11.92,2422.0,2105.0,-1198.0,12.0,6348.0
Lynga_9,245.17,-48.523,334.547,1.074,0.061,382,-2.559,0.177,-2.415,0.124,0.359,0.073,8.8,2.5,12.01,2525.0,2280.0,-1085.0,47.0,6156.0
Mamajek_1,130.637,-78.963,292.436,-21.601,0.362,20,-29.834,1.81,26.99,1.212,10.13,0.147,,,,,,,,
Mamajek_4,276.635,-50.772,344.031,-16.989,1.404,180,4.646,0.505,-21.051,0.922,2.224,0.077,8.57,0.31,8.32,461.0,423.0,-121.0,-134.0,7917.0
Markarian_38,273.819,-18.997,11.985,-0.928,0.044,17,0.845,0.078,-2.277,0.102,0.567,0.051,7.2,0.84,11.28,1802.0,1762.0,374.0,-29.0,6587.0
Markarian_50,348.806,60.448,111.335,-0.239,0.035,38,-3.465,0.09,-2.56,0.125,0.323,0.058,7.06,2.35,12.53,3198.0,-1163.0,2979.0,-13.0,9959.0
Mayer_1,5.502,61.751,119.456,-0.922,0.101,33,-3.341,0.123,-1.426,0.192,0.353,0.071,7.46,1.29,12.09,2618.0,-1287.0,2280.0,-42.0,9893.0
Mayer_3,112.523,-18.553,233.771,-0.198,0.026,23,-1.892,0.091,2.336,0.118,0.209,0.091,,,,,,,,
Melotte_101,160.535,-65.11,289.863,-5.572,0.136,472,-6.307,0.113,3.483,0.107,0.439,0.048,8.22,0.91,11.53,2027.0,685.0,-1897.0,-196.0,7886.0
Melotte_105,169.92,-63.486,292.903,-2.416,0.054,458,-6.771,0.127,2.133,0.131,0.407,0.047,8.48,1.42,11.85,2346.0,912.0,-2159.0,-98.0,7735.0
