,_Glon,_Glat,Cluster,RA_ICRS,DE_ICRS,N,pmRA,e_pmRA,pmDE,e_pmDE,Plx,e_Plx,RV,e_RV,Dist,e_Dist,logage,e_logage,[Fe/H],e_[Fe/H],Av,e_Av,dr3_rv,e_dr3_rv,N_stars_dr3_rv,ra_duarte,dec_duarte
107,307.158205,0.263072,Basel_18,201.9842,-62.3088,65,-5.01,0.108,-2.061,0.091,0.516,0.058,,,1797,100,7.313,0.058,0.244,0.068,1.115,0.035,12.290021884505864,0.5771240951997751,5.0,201.9484755896201,-62.30675109393174
108,179.297834,1.269281,Basel_4,87.2352,30.1942,55,0.837,0.088,-1.809,0.104,0.279,0.051,6.533,0.171,2833,88,8.297,0.059,-0.175,0.085,1.78,0.041,6.1679145425734685,0.3144047666853258,3.0,87.24056137564641,30.187568160427958
109,203.822979,-0.133688,Basel_8,98.5582,8.0381,31,-0.134,0.066,-2.4,0.14,0.623,0.036,,,1456,54,7.671,0.236,0.028,0.064,1.083,0.079,34.460296491390025,5.3376372293346215,5.0,98.55873461161502,7.992568949774902
110,117.817064,-1.988489,Berkeley_1,2.4451,60.4689,54,-2.776,0.131,-0.18,0.146,0.241,0.067,,,3502,290,7.167,0.453,-0.09,0.137,2.154,0.096,-60.09265957388375,0.2556759395162715,2.0,2.457147120052178,60.47339143640888
111,138.614992,8.882513,Berkeley_10,54.8878,66.4895,179,-1.464,0.093,1.053,0.131,0.368,0.058,-36.134,1.071,2004,172,8.902,0.069,-0.1,0.12,2.595,0.089,-36.75311049809967,1.063901528453539,14.0,54.899131282380665,66.49337695693191
112,114.512401,2.629929,Berkeley_101,353.2151,64.2096,50,-1.869,0.122,-1.075,0.12,0.165,0.064,,,4462,650,8.642,0.092,-0.013,0.104,3.009,0.079,-76.02285400193298,3.1487623922879067,6.0,353.2085997904781,64.20864525128007
113,117.627881,1.210285,Berkeley_104,0.8683,63.587,52,-2.394,0.116,0.096,0.102,0.197,0.047,,,4038,358,9.022,0.075,-0.294,0.134,1.849,0.094,-69.1579463411964,2.539393697567135,8.0,0.8562348870496608,63.587965471652176
114,157.071286,-3.649888,Berkeley_11,65.1322,44.9184,89,1.107,0.22,-1.885,0.128,0.31,0.082,,,2653,220,7.138,0.457,-0.057,0.129,2.701,0.069,,,,65.12805143514288,44.924417669215245
115,161.641268,-2.018,Berkeley_12,71.0972,42.6872,108,0.845,0.239,-1.715,0.122,0.196,0.122,,,3805,192,9.227,0.055,-0.256,0.117,2.706,0.085,-35.11262984878762,2.3723169800283794,16.0,71.09347603103001,42.69251147152688
116,155.075043,5.914906,Berkeley_13,73.9441,52.8019,154,-0.091,0.169,0.569,0.132,0.218,0.099,-28.558,1.428,3259,302,8.886,0.723,-0.238,0.081,2.317,0.176,-30.283890141477997,1.6423524567664185,13.0,73.94624137748994,52.80698788830271
117,162.80127,0.655098,Berkeley_14,74.9328,43.4911,195,1.546,0.252,0.444,0.227,0.185,0.116,22.986,1.467,4580,294,9.471,0.038,-0.268,0.099,1.68,0.094,22.78259104848533,1.152146945841469,22.0,74.93488658489437,43.485782151876
118,162.261752,1.603238,Berkeley_15,75.5111,44.4995,136,0.797,0.173,-0.88,0.152,0.338,0.085,,,2101,170,7.236,0.357,-0.176,0.092,2.775,0.072,-16.605147950123776,3.8582041705437424,6.0,75.51610803245597,44.50040722317265
119,175.656016,-3.680365,Berkeley_17,80.1255,30.5735,254,2.611,0.29,-0.348,0.231,0.279,0.121,-72.502,1.385,3135,155,9.999,0.142,-0.069,0.109,1.722,0.119,-74.36217431248885,1.3799744677362038,11.0,80.13550175968841,30.571754122174102
120,176.908222,-3.601437,Berkeley_19,81.0166,29.5869,64,0.758,0.208,-0.31,0.143,0.11,0.113,,,5840,898,9.316,0.091,-0.308,0.303,1.474,0.184,18.21059113993236,1.1254399636369128,4.0,81.0102952100588,29.569158891391748
121,119.703429,-2.313651,Berkeley_2,6.3191,60.394,85,-1.091,0.119,-0.301,0.119,0.123,0.081,,,6945,703,8.833,0.05,-0.16,0.127,2.555,0.081,-77.30037823630633,1.8840172478308952,7.0,6.323927513426617,60.39231993643879
122,192.592068,5.390874,Berkeley_23,98.3161,20.5375,103,-0.069,0.167,-1.338,0.156,0.153,0.101,,,4842,650,9.244,0.174,0.055,0.083,0.862,0.135,51.72672889771688,1.226530044313897,16.0,98.31679405495318,20.53318346394828
123,212.154584,-3.426783,Berkeley_24,99.4553,-0.8711,235,0.411,0.191,1.31,0.218,0.164,0.095,73.72,2.004,4717,306,9.146,0.027,-0.323,0.082,2.343,0.063,73.91371350549585,1.1289431434065111,19.0,99.4523020801609,-0.874886869154214
124,207.779987,2.612414,Berkeley_27,102.84,5.7748,58,-1.096,0.177,0.17,0.171,0.194,0.123,,,4164,310,9.456,0.056,-0.211,0.1,1.237,0.071,87.26437210153125,2.171649991092609,4.0,102.83671729878684,5.769068016105373
125,210.408252,1.481751,Berkeley_28,103.0283,2.9214,62,-0.982,0.143,0.124,0.139,0.202,0.1,68.074,0.716,4517,390,8.202,0.707,-0.059,0.303,2.293,0.147,68.17254540103191,0.4409880265128316,4.0,103.0261090724916,2.920030547659996
126,210.773899,2.87312,Berkeley_30,104.4356,3.229,100,-0.245,0.213,-0.327,0.164,0.159,0.082,,,4150,225,8.658,0.507,-0.206,0.11,1.566,0.141,65.57570381400231,2.3588342071211588,7.0,104.43815303929172,3.229504610224608
127,206.238689,5.122979,Berkeley_31,104.3961,8.2813,125,0.178,0.211,-0.905,0.173,0.128,0.137,,,6180,554,9.567,0.072,-0.129,0.103,0.358,0.071,84.59943081469712,1.1741066187609244,10.0,104.40844191041296,8.285265322758155
128,207.956425,4.405843,Berkeley_32,104.5283,6.43,390,-0.346,0.21,-1.62,0.197,0.282,0.08,106.417,1.012,3321,63,9.686,0.044,-0.28,0.046,0.553,0.057,105.42069586983789,1.1332264263095873,26.0,104.53077319573562,6.434747725009058
129,225.444926,-4.601294,Berkeley_33,104.4535,-13.2255,146,-0.741,0.131,1.575,0.163,0.147,0.076,78.836,1.382,4378,400,8.485,0.442,-0.195,0.056,2.061,0.098,81.03839103267534,1.2082986682612182,9.0,104.45996223095676,-13.226510464867394
130,212.604335,5.365477,Berkeley_35,107.4893,2.7343,99,-0.587,0.109,-0.235,0.099,0.162,0.07,,,4639,125,9.053,0.019,-0.301,0.091,0.65,0.071,67.93419927350895,4.319186678971834,14.0,107.48838889989516,2.731857051728185
131,227.501292,-0.566148,Berkeley_36,109.1044,-13.2013,169,-1.745,0.186,0.874,0.161,0.182,0.099,63.526,0.411,4978,340,9.533,0.032,-0.03,0.215,1.8,0.21,63.051040915897175,0.578886693553478,19.0,109.1045953670449,-13.194823232934464
132,217.134706,5.960138,Berkeley_37,110.0789,-1.0041,124,-1.127,0.16,0.682,0.114,0.212,0.074,,,4219,151,9.019,0.02,-0.309,0.061,0.3,0.029,80.59376756254527,2.180169294576401,8.0,110.0740936026666,-1.0032379012646813
133,223.523236,10.084544,Berkeley_39,116.6955,-4.6582,526,-1.724,0.217,-1.648,0.15,0.207,0.117,60.117,0.844,4356,95,9.811,0.058,-0.109,0.038,0.394,0.039,59.30563208664266,1.0179048057632136,29.0,116.70564919128353,-4.667378310754811
134,122.245983,1.526003,Berkeley_4,11.273,64.3893,62,-2.427,0.085,-0.233,0.065,0.291,0.046,,,2662,190,7.118,0.209,-0.103,0.096,2.222,0.034,,,,11.292712147970322,64.39132170359464
135,45.673135,-0.132199,Berkeley_43,288.8655,11.2583,204,-1.046,0.221,-3.516,0.236,0.175,0.098,29.62,0.743,2459,1151,8.31,1.156,0.138,0.453,4.693,0.519,30.69454113300731,1.1027992965940934,22.0,288.8768383215925,11.269283991554795
136,53.215625,3.344554,Berkeley_44,289.3109,19.5487,205,0.004,0.14,-2.848,0.146,0.308,0.072,3.198,0.882,2802,184,9.061,0.031,0.066,0.109,3.298,0.036,-9.246616923511484,2.117721058687634,35.0,289.31675318525936,19.5537953286134
137,50.027547,1.164326,Berkeley_45,289.7766,15.7142,96,-1.328,0.146,-4.534,0.12,0.224,0.083,,,3513,216,8.743,0.032,0.274,0.079,3.046,0.069,6.495180632433666,1.6387321904440026,9.0,289.7768887442863,15.715939694917315
138,52.547717,-0.042658,Berkeley_47,292.1292,17.3639,59,-1.868,0.103,-5.433,0.127,0.396,0.055,,,1974,217,7.148,0.245,0.137,0.13,3.63,0.034,22.430999303865555,0.3946196279220182,2.0,292.1232444198181,17.361158867883297
139,72.396672,0.934573,Berkeley_50,302.4861,34.9626,74,-3.387,0.131,-5.081,0.117,0.243,0.035,,,3624,251,6.772,0.096,-0.162,0.112,2.846,0.054,-21.91105181503721,1.3662833876957283,2.0,302.50416637501087,34.96761274735774
140,83.073719,-4.134971,Berkeley_54,315.7443,40.4306,92,-3.086,0.159,-3.256,0.149,0.119,0.084,-54.951,1.478,6955,609,9.277,0.078,0.029,0.11,2.623,0.101,-55.28616281807021,1.583931715352715,10.0,315.74536790433825,40.4338034192612
141,93.023279,1.807365,Berkeley_55,319.2267,51.7631,113,-4.026,0.265,-4.627,0.228,0.304,0.099,-42.456,0.505,2577,243,8.113,0.735,0.341,0.28,4.164,0.097,-44.73508427572428,0.3147243995272133,9.0,319.23320804212915,51.759459051476895
142,147.857999,10.016726,Berkeley_58,71.5527,60.9383,141,-3.507,0.09,-1.781,0.089,0.291,0.046,,,2691,85,7.874,0.41,-0.1,0.057,2.164,0.053,,,,0.062655320392697,60.93537710901564
143,121.31594,4.645351,Berkeley_59,8.6537,67.4643,223,-1.597,0.297,-1.841,0.37,0.893,0.096,,,1026,26,6.8,0.072,0.001,0.097,3.82,0.222,-6.963237667606325,5.778921776074178,38.0,0.5686968929127577,67.41887819340974
144,130.096237,-0.978229,Berkeley_6,27.7928,61.0599,78,-0.858,0.09,-0.495,0.105,0.31,0.048,,,2417,212,8.051,0.389,-0.182,0.095,2.35,0.099,-80.88017259491053,2.1125045784753995,2.0,27.8058321998032,61.060924006142535
145,118.851939,-1.670332,Berkeley_60,4.4416,60.9344,108,-0.674,0.147,-0.75,0.14,0.232,0.057,-60.936,0.783,2917,232,8.83,0.513,-0.167,0.077,2.484,0.132,-60.60604863664007,0.5621537676903731,4.0,4.437705071580222,60.93889971351651
146,122.616994,4.333434,Berkeley_61,12.049,67.2032,43,-2.486,0.107,-0.028,0.1,0.32,0.068,,,2638,103,8.294,0.433,-0.11,0.064,2.456,0.121,,,,12.046347276794148,67.19829962489204
147,124.009583,1.064368,Berkeley_62,15.3106,63.9156,112,-2.149,0.094,-0.342,0.088,0.36,0.047,,,2496,125,7.067,0.036,-0.101,0.076,2.473,0.091,,,,15.300326523613643,63.926717872630434
148,132.488337,2.492928,Berkeley_63,34.8596,63.7199,54,-0.952,0.084,0.195,0.113,0.168,0.046,,,4572,864,6.993,0.327,-0.194,0.149,2.632,0.04,-49.83073031149577,0.4820920519830635,2.0,34.86468036962135,63.71590585539835
149,131.977182,4.618291,Berkeley_64,35.4199,65.8926,40,-0.502,0.058,0.996,0.074,0.163,0.068,,,4547,378,8.926,0.046,-0.203,0.083,2.951,0.043,-22.85072858199028,1.846244046122709,6.0,35.426484615827405,65.88778270675756
150,135.842784,0.265241,Berkeley_65,39.7636,60.411,45,-0.706,0.071,-0.303,0.111,0.441,0.059,,,2208,168,6.99,0.064,-0.159,0.104,2.897,0.05,,,,39.764996438269165,60.40101219266487
151,154.866993,2.485372,Berkeley_67,69.493,50.7461,162,2.338,0.157,-1.376,0.104,0.41,0.073,-0.092,0.906,2184,135,8.901,0.781,-0.197,0.114,2.929,0.151,-0.5326085876047179,1.522281727369519,24.0,69.46680850590967,50.767074191072346
152,162.060212,-2.410402,Berkeley_68,71.0652,42.1139,243,2.357,0.194,-1.29,0.133,0.28,0.089,-21.539,0.987,3027,118,9.282,0.076,-0.286,0.155,2.083,0.176,-19.052078615830396,1.345261235372064,28.0,71.0560494075031,42.144296873909504
153,174.444631,-1.856461,Berkeley_69,81.088,32.6029,110,0.791,0.199,-1.951,0.123,0.248,0.075,40.227,1.34,3109,318,8.936,0.063,-0.175,0.111,2.104,0.089,40.39574343562944,2.2752644267221283,14.0,81.09239339011728,32.6082521383847
154,130.137146,0.376303,Berkeley_7,28.5485,62.3669,103,-0.967,0.114,-0.13,0.126,0.326,0.068,,,2392,240,7.601,0.085,0.09,0.261,2.117,0.048,,,,28.540821650914644,62.36744303343188
155,166.867699,3.628956,Berkeley_70,81.4595,41.9493,174,0.993,0.212,-1.874,0.178,0.176,0.095,-15.164,1.531,4595,170,9.461,0.15,0.006,0.084,1.558,0.152,-14.417813670596097,1.6000446030887905,20.0,81.45859267287334,41.95853114164977
156,176.621639,0.890529,Berkeley_71,85.2234,32.2786,75,0.653,0.17,-1.606,0.113,0.222,0.062,,,3311,321,8.753,0.122,-0.188,0.029,3.104,0.106,-10.65532194060145,2.444397485963558,11.0,85.24024501066728,32.27154528247402
157,186.261793,-2.555123,Berkeley_72,87.5641,22.2562,53,0.831,0.205,-0.213,0.142,0.142,0.098,,,3553,445,8.727,0.174,-0.311,0.118,1.932,0.218,,,,87.56203537798487,22.251136083514982
158,215.264923,-9.399998,Berkeley_73,95.5156,-6.3278,39,0.2,0.246,1.065,0.207,0.12,0.188,,,5832,783,9.347,0.229,-0.226,0.084,0.857,0.322,96.85619355445512,0.4362739698854184,4.0,95.52053949401136,-6.31812722165399
159,219.252344,5.177871,Berkeley_77,110.3592,-3.2347,64,-0.986,0.125,-0.109,0.126,0.26,0.097,,,3783,178,8.84,0.044,-0.087,0.046,0.499,0.035,71.0933338725381,0.7570586182308345,2.0,110.36225855500552,-3.236665985045831
160,211.790462,9.605074,Berkeley_78,110.9165,5.3687,119,-0.079,0.185,-1.248,0.149,0.182,0.089,,,4505,248,9.592,0.044,-0.198,0.053,0.214,0.052,66.2700476381813,0.5046834631376338,10.0,110.91330958596926,5.365384010689553
161,31.169452,0.914335,Berkeley_79,281.2418,-1.1513,74,-0.122,0.137,-1.549,0.132,0.405,0.058,,,2190,209,6.969,0.392,0.024,0.12,3.001,0.092,9.14043928163804,0.8801848417314285,3.0,281.25157012223434,-1.145290589667642
162,127.360605,13.211936,Berkeley_8,30.3075,75.4802,244,2.667,0.164,0.429,0.167,0.244,0.086,-28.168,0.7,3204,277,9.544,0.067,-0.077,0.157,2.08,0.112,-28.334238970977893,0.6844036973907125,23.0,30.311817086447963,75.49494462797195
163,32.187264,-1.20022,Berkeley_80,283.5883,-1.2099,76,-0.767,0.145,-2.675,0.153,0.396,0.057,,,1833,426,8.646,0.801,0.098,0.155,3.344,0.146,47.08855183243405,1.4274578553650257,9.0,283.59112478281884,-1.2159315932665888
164,33.69468,-2.482855,Berkeley_81,285.4169,-0.4536,147,-1.191,0.175,-1.85,0.173,0.255,0.098,49.891,0.449,3685,342,8.886,0.062,0.215,0.032,3.044,0.096,48.71388936986748,2.144052335260325,27.0,285.4181169841585,-0.4525631651555335
165,46.852846,1.612714,Berkeley_82,287.8434,13.1125,27,0.172,0.141,-3.206,0.176,0.723,0.041,,,1310,75,8.279,0.258,0.299,0.144,2.777,0.164,-2.5842265432881044,0.2657627527354886,4.0,287.8357374569439,13.106292363835207
166,75.702846,0.998821,Berkeley_85,304.6944,37.7502,370,-2.947,0.129,-4.677,0.126,0.216,0.063,-33.478,0.771,3005,441,8.383,0.489,0.424,0.104,3.07,0.045,-34.241798237290766,0.4747553610870971,16.0,304.693772177935,37.73838622915882
167,76.673621,1.273627,Berkeley_86,305.1038,38.7063,31,-3.437,0.081,-5.406,0.14,0.561,0.045,,,1719,102,6.775,0.148,0.18,0.308,2.59,0.182,,,,305.075823886839,38.684625724118746
168,75.760801,0.370112,Berkeley_87,305.3898,37.4419,130,-3.647,0.102,-6.25,0.177,0.571,0.053,,,1708,104,6.777,0.108,-0.233,0.413,3.768,0.02,54.50189425035206,9.851964677866308,11.0,305.4037315218664,37.41733861879167
169,83.144307,4.836792,Berkeley_89,306.1198,46.0461,185,-2.012,0.146,-2.249,0.152,0.246,0.076,-42.314,1.479,3140,268,9.317,0.108,-0.14,0.088,2.179,0.134,-44.12986699780505,1.2691017477435689,19.0,306.11426415016,46.04907973202417
170,146.066455,-2.824971,Berkeley_9,53.1625,52.6507,147,1.508,0.233,0.06,0.212,0.505,0.097,-17.248,0.261,1788,209,9.182,0.369,-0.186,0.101,3.007,0.169,-17.183207725072243,0.9980046495823676,12.0,53.171185488829614,52.64602168344826
171,103.110238,-1.195826,Berkeley_94,335.7092,55.8489,50,-3.705,0.163,-2.855,0.078,0.226,0.049,,,3444,604,7.0,0.308,-0.1,0.188,1.954,0.107,-81.62899655789573,1.3894665233146557,2.0,335.7101170369626,55.86872138676967
172,105.469412,1.19715,Berkeley_95,337.0789,59.1277,63,-3.408,0.118,-2.293,0.111,0.239,0.049,,,3479,857,8.056,1.084,-0.11,0.096,3.574,0.755,77.74497677651227,5.692333250466024,2.0,337.08074221739736,59.13743181078444
173,103.721753,-2.106679,Berkeley_96,337.4791,55.3965,56,-3.487,0.192,-2.988,0.147,0.235,0.059,,,2984,409,7.256,0.203,-0.094,0.035,1.854,0.043,,,,337.4758576182235,55.41134679294722
174,106.638851,0.374628,Berkeley_97,339.8499,59.0046,89,-2.697,0.176,-1.829,0.144,0.307,0.075,,,2485,110,7.589,0.381,-0.1,0.026,2.539,0.04,,,,339.8504101465778,59.00488516106908
175,103.861596,-5.619666,Berkeley_98,340.6443,52.415,166,-1.334,0.132,-3.214,0.122,0.255,0.066,-64.464,1.049,3452,256,9.524,0.069,-0.059,0.19,0.742,0.107,-63.65327541032826,1.0731034035184512,20.0,340.66774281147104,52.40890485804582
176,80.219299,0.781508,Bica_2,308.3153,41.3068,140,-2.66,0.244,-4.378,0.23,0.555,0.102,,,1550,85,6.746,0.041,0.1,0.152,4.126,0.186,-18.98212301858113,7.518587698576487,11.0,308.32018876690927,41.30595993428015
177,72.764026,1.359171,Biurakan_2,302.2947,35.5018,64,-3.158,0.2,-6.843,0.14,0.548,0.041,,,1638,126,6.948,0.068,0.145,0.116,1.382,0.034,-13.762711730626243,11.075736217024204,5.0,302.28667249531856,35.48027913222609
178,256.375994,-85.84739,Blanco_1,16.3379,-29.9407,237,18.689,0.449,2.724,0.432,4.204,0.133,5.754,1.379,236,0,8.012,0.09,-0.016,0.023,0.064,0.019,5.737886599831807,1.1366073573870776,86.0,1.013651884454105,-30.020097829062163
179,286.995118,-0.32512,Bochum_10,160.504,-59.1324,264,-7.291,0.317,2.992,0.223,0.378,0.092,0.943,0.29,2365,19,7.167,0.061,0.179,0.084,1.175,0.066,-1.7246652017500936,4.698512015167768,11.0,160.46326005214894,-59.13888541177142
180,288.010289,-0.884171,Bochum_11,161.7603,-60.1016,41,-6.345,0.106,1.718,0.14,0.384,0.043,,,2379,146,6.721,0.101,0.206,0.249,1.844,0.132,33.805761475225,1.3400398442219834,8.0,161.78722442919957,-60.09877210960232
181,351.201597,1.385671,Bochum_13,259.3241,-35.5349,59,-0.282,0.154,-1.276,0.138,0.57,0.05,,,1611,61,6.96,0.035,0.299,0.063,2.501,0.04,-60.25224600221027,4.765373067014195,3.0,259.33154569240736,-35.53044123565952
182,218.769853,0.372232,Bochum_3,105.861,-5.0233,32,-1.178,0.078,-0.195,0.111,0.453,0.054,,,2195,118,8.273,0.123,-0.114,0.12,0.823,0.059,,,,105.85927980633484,-5.013844259625513
183,232.76249,0.743998,Bochum_4,112.8816,-17.2159,27,-3.019,0.073,1.85,0.067,0.764,0.024,,,1258,40,8.525,0.314,-0.03,0.056,0.772,0.062,31.615003141218125,7.26424458717062,6.0,112.89191029675462,-17.26479747188504
184,234.753004,-0.211785,Bochum_6,113.0097,-19.4206,74,-2.284,0.119,2.265,0.145,0.253,0.08,,,3146,411,7.098,0.08,-0.095,0.196,1.947,0.112,,,,112.95536008361783,-19.3810878048706
185,122.592067,3.912521,COIN-Gaia_1,11.9994,66.782,89,-5.021,0.113,-3.047,0.136,1.547,0.046,,,635,9,8.378,0.206,0.035,0.255,1.621,0.172,-14.253870517272407,4.673383599953791,42.0,11.916056156122146,66.76662597948025
186,161.859019,-4.986235,COIN-Gaia_10,68.3261,40.5499,38,2.063,0.145,-3.349,0.114,0.948,0.046,,,1022,75,7.921,0.393,-0.085,0.144,1.57,0.276,7.677309334120157,8.301587950662785,8.0,68.39757874674902,40.50936441048822
187,162.518459,-5.847187,COIN-Gaia_11,68.0803,39.4837,90,3.58,0.173,-5.628,0.149,1.489,0.056,0.162,4.186,635,19,8.797,0.118,0.047,0.098,1.775,0.126,-6.317666279259042,1.1995749040247567,58.0,68.12071195598298,39.491948327665845
188,166.106692,2.11856,COIN-Gaia_12,79.2116,41.7172,87,2.59,0.121,-4.679,0.111,1.024,0.067,-7.792,0.911,924,29,8.752,0.052,-0.039,0.095,0.475,0.131,-8.599741558697334,1.4239858654341573,32.0,79.20389990137254,41.710809934542034
189,167.379979,4.781883,COIN-Gaia_13,83.1349,42.1559,153,-3.826,0.192,-1.703,0.186,1.911,0.111,-10.57,4.257,509,2,8.519,0.227,-0.079,0.065,0.459,0.113,-12.428837249019686,3.1234287266941485,74.0,83.17078209625095,42.09117055221651
190,167.463931,-0.293686,COIN-Gaia_14,77.686,39.2045,24,1.329,0.116,-6.569,0.092,1.04,0.04,,,920,46,8.259,0.492,-0.076,0.186,1.043,0.218,13.429089741711818,2.566101186796539,13.0,77.63852593357265,39.19479960243192
191,169.404363,-3.338754,COIN-Gaia_15,76.0776,35.8271,121,0.429,0.239,-3.759,0.112,0.837,0.067,,,1074,44,7.87,0.151,-0.008,0.074,1.583,0.046,-0.3419879368522862,7.584301989667337,6.0,76.0929559874867,35.814338666123646
192,170.048554,0.25563,COIN-Gaia_16,80.1716,37.4214,43,1.309,0.113,-3.761,0.177,0.631,0.076,,,1550,84,7.258,0.218,-0.046,0.068,1.074,0.09,-4.303485047446141,0.8161169328613793,2.0,80.17004236366121,37.44875103332146
193,170.423149,1.007581,COIN-Gaia_17,81.2199,37.5384,81,0.387,0.174,-4.281,0.119,0.902,0.071,,,1039,47,7.934,0.236,-0.115,0.076,1.477,0.067,-6.526390759917641,15.697622213035288,9.0,81.22094451624542,37.56061634460345
194,170.82565,-1.981512,COIN-Gaia_18,78.4601,35.4942,52,0.762,0.149,-4.943,0.148,0.95,0.073,,,920,41,8.201,0.201,-0.101,0.092,1.089,0.095,7.665964142820679,0.5774627704998397,17.0,78.34197589616649,35.499544291075395
195,173.543487,-0.144422,COIN-Gaia_19,82.1881,34.306,83,-1.49,0.138,-4.635,0.116,0.773,0.057,,,1168,24,8.298,0.242,-0.018,0.083,0.995,0.073,8.45685350713272,9.91236473564356,18.0,82.21026634930365,34.298135166591806
196,124.187525,-7.449662,COIN-Gaia_2,15.0524,55.4007,142,-4.474,0.131,-1.945,0.135,0.808,0.076,-31.991,0.413,1122,57,8.767,0.095,-0.054,0.091,0.986,0.054,-32.550481148138786,0.6755865250075149,32.0,15.045996731397691,55.40389647272492
197,173.987886,-4.080777,COIN-Gaia_20,78.6246,31.7049,51,0.547,0.138,-1.465,0.125,0.916,0.053,,,1000,40,7.845,0.314,-0.021,0.105,1.001,0.077,-2.124211678595856,7.324953630992301,18.0,78.60232343215046,31.705455087766968
198,179.705342,-1.517,COIN-Gaia_21,84.7587,28.3872,35,-0.122,0.085,-3.807,0.081,0.702,0.04,,,1222,72,7.358,0.268,0.003,0.113,1.501,0.105,-32.51962149783114,10.457887722210208,4.0,84.76750094521275,28.43165327259161
199,179.719081,4.810191,COIN-Gaia_22,91.0537,31.6017,100,-0.717,0.158,-3.27,0.121,0.487,0.076,14.721,0.292,1808,75,8.32,0.161,-0.062,0.093,1.343,0.059,14.7667705081926,0.2914249070135933,5.0,91.06180198244073,31.60543478977996
200,182.13238,-0.176001,COIN-Gaia_23,87.4833,27.0201,99,-0.327,0.202,-0.954,0.194,1.039,0.073,,,912,19,7.757,0.123,-0.009,0.059,0.803,0.053,10.587785836138512,7.003624148121729,33.0,87.46276477109683,26.998818684691688
201,186.872768,0.398723,COIN-Gaia_24,90.6661,23.212,62,2.564,0.096,-2.96,0.094,0.957,0.051,,,941,27,8.391,0.219,0.007,0.072,1.046,0.061,-0.1384534093970504,10.714153159406614,13.0,90.70100551518684,23.19592296402353
202,189.912075,-0.234006,COIN-Gaia_25,91.6769,20.2529,101,-0.51,0.156,-2.632,0.129,1.208,0.061,-14.298,0.855,774,26,8.796,0.051,0.012,0.104,0.609,0.149,-14.28903472001213,1.0045827170940371,49.0,91.67216995501428,20.33345765788354
203,190.033211,-8.984067,COIN-Gaia_26,83.8073,15.7144,76,0.263,0.124,-2.403,0.097,0.686,0.068,,,1314,60,8.196,0.106,-0.017,0.104,1.741,0.043,6.027691222185651,0.300638383327196,5.0,83.7767422168936,15.716175231827686
204,192.715761,-8.394439,COIN-Gaia_27,85.7474,13.7499,73,0.704,0.131,-3.597,0.129,0.908,0.051,29.634,0.461,1062,43,8.244,0.251,-0.215,0.102,1.876,0.127,28.44306582240457,0.5740213711432727,20.0,85.74941700165148,13.73252978434461
205,200.057931,-0.617367,COIN-Gaia_28,96.3528,11.1496,118,-1.134,0.149,-0.943,0.143,0.61,0.08,,,1529,21,7.725,0.079,-0.047,0.032,1.134,0.038,35.721594151829706,4.3082909231369015,5.0,96.3432615365907,11.151825587858704
206,125.828587,-2.238765,COIN-Gaia_3,18.7454,60.5005,97,-2.44,0.123,-1.793,0.119,0.789,0.06,-40.543,1.075,1096,110,7.997,0.342,0.082,0.169,1.915,0.327,-56.00810440985836,1.0250199542002596,7.0,18.72288737266268,60.50803432673782
